2022-04-25,2022-01,44746
2022-04-25,2022-02,36991
2022-04-25,2022-03,36119
2022-04-25,2022-04,28323
2022-04-26,2015-01,47855.64
2022-04-26,2015-02,42902.82
2022-04-26,2015-03,39409.9
2022-04-26,2015-04,34044.12
2022-04-26,2015-05,33041.51
2022-04-26,2015-06,31361.12
2022-04-26,2015-07,35788.77
2022-04-26,2015-08,31382.24
2022-04-26,2015-09,29112.43
2022-04-26,2015-10,32248.62
2022-04-26,2015-11,32753.82
2022-04-26,2015-12,36857.62
2022-04-26,2016-01,38869.67
2022-04-26,2016-02,35965.44
2022-04-26,2016-03,38653.42
2022-04-26,2016-04,34186.09
2022-04-26,2016-05,33364.04
2022-04-26,2016-06,31860.58
2022-04-26,2016-07,33233.41
2022-04-26,2016-08,32309.26
2022-04-26,2016-09,30336.01
2022-04-26,2016-10,32407.93
2022-04-26,2016-11,34114.12
2022-04-26,2016-12,39698.86
2022-04-26,2017-01,49953.38
2022-04-26,2017-02,37803.39
2022-04-26,2017-03,36187.23
2022-04-26,2017-04,33574
2022-04-26,2017-05,34173.37
2022-04-26,2017-06,32569.49
2022-04-26,2017-07,32183.55
2022-04-26,2017-08,32575.3
2022-04-26,2017-09,30378.1
2022-04-26,2017-10,33085.7
2022-04-26,2017-11,34604.24
2022-04-26,2017-12,42118.81
2022-04-26,2018-01,48486.55
2022-04-26,2018-02,40242.73
2022-04-26,2018-03,40213.01
2022-04-26,2018-04,35456.59
2022-04-26,2018-05,33800.49
2022-04-26,2018-06,32286.16
2022-04-26,2018-07,32488.74
2022-04-26,2018-08,33405.45
2022-04-26,2018-09,30613.2
2022-04-26,2018-10,33262.57
2022-04-26,2018-11,34788.63
2022-04-26,2018-12,37533.59
2022-04-26,2019-01,45216.88
2022-04-26,2019-02,38239.01
2022-04-26,2019-03,37609.04
2022-04-26,2019-04,34771.26
2022-04-26,2019-05,34385.73
2022-04-26,2019-06,32211.81
2022-04-26,2019-07,33873.97
2022-04-26,2019-08,31964.98
2022-04-26,2019-09,30308.37
2022-04-26,2019-10,33259.07
2022-04-26,2019-11,35259.92
2022-04-26,2019-12,37382.61
2022-04-26,2020-01,43172.22
2022-04-26,2020-02,36676.83
2022-04-26,2020-03,58584.77
2022-04-26,2020-04,60676.44
2022-04-26,2020-05,35278.9
2022-04-26,2020-06,30902.14
2022-04-26,2020-07,34871.01
2022-04-26,2020-08,36146.04
2022-04-26,2020-09,34948.07
2022-04-26,2020-10,40235.85
2022-04-26,2020-11,42860
2022-04-26,2020-12,42173.57
2022-04-26,2021-01,52616.62
2022-04-26,2021-02,41036.2
2022-04-26,2021-03,37235.42
2022-04-26,2021-04,34869.5
2022-04-26,2021-05,34433.53
2022-04-26,2021-06,32687.24
2022-04-26,2021-07,35512.6
2022-04-26,2021-08,38407.14
2022-04-26,2021-09,33128.48
2022-04-26,2021-10,34884.36
2022-04-26,2021-11,37252.16
2022-04-26,2021-12,42558.68
2022-04-26,2022-01,47512.05
2022-04-26,2022-02,39217.81
2022-04-26,2022-03,38254.59
2022-04-26,2022-04,31119.81
2022-10-15,2015-01,47855.64
2022-10-15,2015-02,42902.82
2022-10-15,2015-03,39409.9
2022-10-15,2015-04,34044.12
2022-10-15,2015-05,33041.51
2022-10-15,2015-06,31361.12
2022-10-15,2015-07,35788.77
2022-10-15,2015-08,31382.24
2022-10-15,2015-09,29112.43
2022-10-15,2015-10,32248.62
2022-10-15,2015-11,32753.82
2022-10-15,2015-12,36857.62
2022-10-15,2016-01,38869.67
2022-10-15,2016-02,35965.44
2022-10-15,2016-03,38653.42
2022-10-15,2016-04,34186.09
2022-10-15,2016-05,33364.04
2022-10-15,2016-06,31860.58
2022-10-15,2016-07,33233.41
2022-10-15,2016-08,32309.26
2022-10-15,2016-09,30336.01
2022-10-15,2016-10,32407.93
2022-10-15,2016-11,34114.12
2022-10-15,2016-12,39698.86
2022-10-15,2017-01,49953.38
2022-10-15,2017-02,37803.39
2022-10-15,2017-03,36187.23
2022-10-15,2017-04,33574
2022-10-15,2017-05,34173.37
2022-10-15,2017-06,32569.49
2022-10-15,2017-07,32183.55
2022-10-15,2017-08,32575.3
2022-10-15,2017-09,30378.1
2022-10-15,2017-10,33085.7
2022-10-15,2017-11,34604.24
2022-10-15,2017-12,42118.81
2022-10-15,2018-01,48486.55
2022-10-15,2018-02,40242.73
2022-10-15,2018-03,40213.01
2022-10-15,2018-04,35456.59
2022-10-15,2018-05,33800.49
2022-10-15,2018-06,32286.16
2022-10-15,2018-07,32488.74
2022-10-15,2018-08,33405.45
2022-10-15,2018-09,30613.2
2022-10-15,2018-10,33262.57
2022-10-15,2018-11,34788.63
2022-10-15,2018-12,37533.59
2022-10-15,2019-01,45216.88
2022-10-15,2019-02,38239.01
2022-10-15,2019-03,37609.04
2022-10-15,2019-04,34771.26
2022-10-15,2019-05,34385.73
2022-10-15,2019-06,32211.81
2022-10-15,2019-07,33873.97
2022-10-15,2019-08,31964.98
2022-10-15,2019-09,30308.37
2022-10-15,2019-10,33259.07
2022-10-15,2019-11,35259.92
2022-10-15,2019-12,37382.61
2022-10-15,2020-01,43172.22
2022-10-15,2020-02,36676.83
2022-10-15,2020-03,58584.77
2022-10-15,2020-04,60676.44
2022-10-15,2020-05,35278.9
2022-10-15,2020-06,30902.14
2022-10-15,2020-07,34871.01
2022-10-15,2020-08,36146.04
2022-10-15,2020-09,34948.07
2022-10-15,2020-10,40235.85
2022-10-15,2020-11,42860
2022-10-15,2020-12,42173.57
2022-10-15,2021-01,52616.62
2022-10-15,2021-02,41036.2
2022-10-15,2021-03,37235.42
2022-10-15,2021-04,34869.5
2022-10-15,2021-05,34433.53
2022-10-15,2021-06,32687.24
2022-10-15,2021-07,35512.6
2022-10-15,2021-08,38407.14
2022-10-15,2021-09,33128.48
2022-10-15,2021-10,34884.36
2022-10-15,2021-11,37252.16
2022-10-15,2021-12,42558.68
2022-10-15,2022-01,47322.94
2022-10-15,2022-02,39082.56
2022-10-15,2022-03,38238.22
2022-10-15,2022-04,36988.92
2022-10-15,2022-05,38159.54
2022-10-15,2022-06,37192.67
2022-10-15,2022-07,44806.35
2022-10-15,2022-08,38565.36
2022-10-15,2022-09,32206.35
2022-10-15,2022-10,15286.47
