"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Castellón/Castelló, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Centro Residencial Savia Cabanes,Calle,Ausias March,3,12180,Cabanes,964 33 15 62,Privada,74,saviaresidencias.es/centro-residencial-savia-cabanes,"40,157936","0,044087",25/04/2019
Residencia para personas mayores dependientes Lledó,Calle,Jover,12,12002,Castellón de la Plana/Castelló de la Plana,964 34 04 94,Pública autonómica,45,,"39,981210","-0,039966",10/10/2017
Residencia Hogar Virgen de Lidón,Camino,Caminás,159 A,12003,Castellón de la Plana/Castelló de la Plana,964 22 00 57 / 964 22 74 12,Privada sin fin de lucro,98,,"39,997935","-0,020705",26/08/2013
Azahar del Mediterráneo,Calle,San Juan de Moró,3,12003,Castellón de la Plana/Castelló de la Plana,964 72 49 34,Privada,100,www.azahardelmediterraneo.com,"39,980792","-0,021408",05/04/2019
Centro Residencial Savia Castellón,Avenida,de Benicasim,35,12004,Castellón de la Plana/Castelló de la Plana,964 25 72 85,Privada,140,saviaresidencias.es/centro-residencial-savia-castellon,"40,001315","-0,041783",25/04/2019
"Residencial Castellón Servicios Integrales, S. A.",Calle,Herrero,59,12005,Castellón de la Plana/Castelló de la Plana,964 20 62 11,Privada,124,www.residenciascastellon.com,"39,978632","-0,041493",09/04/2019
La Saleta Magdalena,,Partida Magdalena,s/n,12006,Castellón de la Plana/Castelló de la Plana,964 96 10 50,Privada,140,www.lasaleta.com/residencia-personas-mayores-castellon-magdalena.php,"40,038341","-0,008179",06/05/2019
Centro de atención especial para personas dependientes Gran Vía,Avenida,Tárrega Monteblanco,43,12006,Castellón de la Plana/Castelló de la Plana,964 21 91 01,Pública autonómica,,,"39,979288","-0,052685",18/05/2012
Residencia de 3ª edad El Pinar,Avenida,Ferrandis Salvador,46,12100,Castellón de la Plana/Castelló de la Plana,964 28 80 92,Pública autonómica,131,,"39,986766","0,022413",05/04/2019
Residencia de 3ª edad de Forcall,Calle,Residencia,s/n,12310,Forcall,964 17 11 00,Pública local,40,,"40,645530","-0,201761",03/04/2019
Centro Residencial Savia Moncofa,Avenida,Diputació,8,12593,Moncofa,964 57 79 02,Privada,124,saviaresidencias.es/centro-residencial-savia-moncofa,"39,806194","-0,147773",25/04/2019
Centro Residencial Savia Montán,Calle,Residencia,3,12447,Montán,964 13 25 10,Privada,73,saviaresidencias.es/centro-residencial-savia-montan,"40,035470","-0,552852",25/04/2019
Residencia de la 3ª edad San Juan Bautista,Calle,Virgen de Vallivana,2,12300,Morella,964 16 10 36,Pública autonómica,68,,"40,618803","-0,100429",03/04/2019
Residencia de 3ª edad Navas Altas,Avenida,Fernando Rodríguez Fornos,3,12470,Navajas,964 71 09 66,Privada,54,,"39,873867","-0,506685",09/04/2019
Residencia de ancianos Virgen de la Soledad,Calle,Santa Natalia,s/n,12520,Nules,964 67 15 57,Privada,64,,"39,856900","-0,162380",04/04/2019
Residencia de ancianos Monseñor Fernando Ferrís,Avenida,Anselmo Coyne,27,12200,Onda,964 60 02 90,Privada,66,,"39,963254","-0,272369",05/04/2019
Centro residencial Benedicto XIII,Calle,Dinamarca,2 - Urb. Las Atalayas,12598,Peníscola/Peñíscola,964 48 16 38 / 686 45 32 99,Privada,50,www.residenciabenedicto.com,"40,365290","0,391647",23/07/2013
Residencia 3ª edad Virgen de la Esperanza,Calle,Esperanza,10,12400,Segorbe,964 71 15 27,Privada,51,www.residenciavirgendelaesperanza.net,"39,862070","-0,506147",04/04/2019
Residencia para personas mayores dependientes de Segorbe,Calle,Gómez Máñez,1,12400,Segorbe,964 71 36 11,Pública autonómica,74,,"39,849317","-0,489851",03/04/2019
Centro de mayores Nova Llar,Avenida,Diagonal,s/n,12596,Torreblanca,964 42 01 21,Privada,40,,"40,219969","0,204212",06/05/2015
Vivienda tutelada de Useras,Calle,Figueroles d'Alcalatén,s/n,12118,Useras/Useres (les),964 38 87 00,Pública local,10,,"40,158493","-0,166156",12/09/2017
Vivienda tutelada La Pelejaneta,,Masía de La Pelejaneta,8,12194,Vall d'Alba,964 33 01 57,Pública local,10,,"40,198924","-0,067357",14/09/2017
Hogar Sagrada Familia,Calle,Almenara,3,12600,Vall d'Uixó (la),964 69 20 32,Privada,64,,"39,821470","-0,233724",05/04/2019
Residencia de mayores de Vilafranca,Calle,Santa Teresa,s/n,12150,Vilafranca/Villafranca del Cid,964 86 07 18,Privada,64,www.geron.es/residencia/residencia-de-mayores-de-vilafranca,"40,432143","-0,260813",03/04/2019
Residencia de ancianos Santa Ana y San Juan,Calle,Ana Nebot,16,12540,Vila-real,964 52 24 52,Privada,28,www.fundaciocaixarural.org,"39,931843","-0,097207",11/07/2013
Residència de 3ª edat Verge de Gràcia,Calle,Ermita,265,12540,Vila-real,964 53 62 88,Pública autonómica,120,,"39,945669","-0,106562",16/04/2019
Residencia Sant Llorenç,Avenida,Penyagolosa,29,12540,Vila-real,964 53 80 79,Privada,105,www.residenciasanllorens.com,"39,946353","-0,098758",14/02/2018
DomusVi Vila-real,Camino,Tercer Sedeny,s/n,12540,Vila-real,964 52 95 45,Privada,140,www.domusvi.es/residencia-de-mayores-en-castellon-domusvi-vila-real,"39,919000","-0,098876",01/03/2018
Residencia municipal San Antonio Abad,Camino,San Antonio,s/n,12124,Villahermosa del Río,964 38 27 10,Pública local,61,,"40,201065","-0,418597",21/09/2017
Hogar de ancianos San Sebastián,Plaza,del Padre Bover,2,12500,Vinaròs,964 45 02 57,Privada sin fin de lucro,90,,"40,472848","0,474405",07/05/2018
Residencia 3ª edad Viver de las Aguas,Calle,Aguas Blancas,13,12460,Viver,964 14 14 65,Privada,56,,"39,925367","-0,602176",22/07/2013
Vivienda tutelada El Pinar de Viver,Avenida,de Castellón,24,12460,Viver,964 14 13 40,Pública local,10,viver.es/index.php/vivir-en-viver/personas-mayores/vivienda-tutelada,"39,920090","-0,594038",09/04/2019
