"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Ourense, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia de mayores Barbadás,Carretera,de Piñor,s/n,32930,Barbadás,988 38 24 48,Privada,163,www.domusvi.es/residencia-de-mayores-barbadas-ourense,"42,328656","-7,893024",04/04/2019
Residencia Nuestra Señora de Fátima,Avenida,Conde de Fenosa,83,32300,Barco de Valdeorras (O),988 32 15 16,Privada sin fin de lucro,212,www.fundacion-fatima.org,"42,416829","-6,994367",07/05/2019
Residencia y Apartamentos tutelados San Antonio,Avenida,Manuel Vázquez Ogando,5,32520,Beariz,988 28 41 73,Privada sin fin de lucro,62,www.fundacionsanrosendo.es/residencia-san-antonio,"42,467894","-8,273980",12/04/2019
Fogar Residencial Blanco Amor,,Santa Isabel,10,32521,Boborás,988 28 54 00,Privada,16,,"42,450481","-8,148357",16/01/2019
Residencia O Bolo,Calle,Serro,s/n,32373,Bolo (O),988 32 32 27,Privada sin fin de lucro,54,www.fundacionsanrosendo.es/residencia-o-bolo,"42,306387","-7,101821",12/04/2019
Fogar residencial Carballeda 1 y 2,Calle,Lodairo,3,32413,Carballeda de Avia,988 48 49 21,Privada,44,www.residenciacarballedadeavia.com,"42,317388","-8,162305",15/04/2019
Residencia y Apartamentos tutelados Carballeda,Carretera,Entoma,s/n,32330,Carballeda de Valdeorras,988 33 48 83,Privada sin fin de lucro,46,www.fundacionsanrosendo.es/residencia-carballeda-valdeorras,"42,415866","-6,916696",13/07/2017
Residencia Hermanos Prieto,Calle,Curros Enríquez,49,32500,Carballiño (O),988 27 02 43,Privada,111,,"42,432971","-8,075809",09/04/2019
Residencia Geriátrica As Caldas,Carretera,de Carballiño a Ribadavia,Km. 2.2 - Portovía,32500,Carballiño (O),988 27 38 25,Privada,32,,"42,409641","-8,077904",08/04/2019
Residencia do Carballiño para maiores con autonomía,Calle,Diputación,1,32500,Carballiño (O),988 78 81 40,Pública autonómica,24,,"42,437300","-8,082120",04/04/2019
Residencia de Carballiño para personas con dependencia,Calle,Diputación,2,32500,Carballiño (O),988 27 04 18,Pública autonómica,25,,"42,437300","-8,082120",29/03/2017
Vivienda comunitaria Marivi Blanco,,A Armada,23,32820,Cartelle,988 48 40 96,Privada,10,,"42,266776","-8,079616",25/04/2019
Vivienda comunitaria El Carmen Cartelle,Carretera,General de Celanova a Barral,60,32820,Cartelle,988 48 43 39 / 618 51 38 59,Privada,12,avifogal.com/viviendas-y-fogares-comunitarios/vivienda-comunitaria-el-carmen,"42,249976","-8,071664",21/09/2012
Vivienda comunitaria SOLPOR,,Lugar de Ulfe,5,32820,Cartelle,988 54 06 10 / 662 26 61 65,Privada,12,,"42,205565","-7,947159",08/05/2019
Residencia Nuestra Señora de Mundil,Carretera,do Viso,63,32824,Cartelle,988 49 20 13,Privada sin fin de lucro,36,www.fundacionsanrosendo.es/residencia-nuestra-senora-mundil,"42,219428","-8,024117",12/04/2019
Vivenda comunitaria municipal,Carretera,Vide,18 - B,32430,Castrelo de Miño,988 48 92 15,Pública local,12,,"42,321195","-8,045718",11/07/2017
Residencia do maior de Castro Caldelas,Calle,Devesa do Conde,s/n,32760,Castro Caldelas,988 78 87 64,Pública autonómica,36,,"42,374716","-7,420959",03/04/2019
Residencia de 3ª edad San Carlos,Avenida,Francisco Rey,30,32800,Celanova,988 43 17 13,Privada sin fin de lucro,58,www.residenciasancarlos.org,"42,154799","-7,953594",06/07/2017
Residencia municipal para maiores,Calle,Concello,19,32786,Chandrexa de Queixa,988 33 40 00,Pública local,77,,"42,259783","-7,379387",29/01/2019
Residencia Geriátrica A Carballa,,Lugar Cambeo,134,32100,Coles,988 20 20 83,Privada,43,www.acarballa.com,"42,410938","-7,882664",07/10/2013
Vivienda comunitaria A Nosa Señora da Franqueira,,Vilarnaz,12,32100,Coles,629 08 16 67,Privada,12,,"42,400681","-7,864172",22/03/2018
Gerovida Ourense,,Lugar Barra de Miño,16,32152,Coles,988 98 92 00,Privada,47,gerovida.es/centros/ourense/centro-gerovida-en-barra-de-mino,"42,409644","-7,799510",18/01/2019
Residencia O Lecer dos Avoiños,Carretera,Vilarchao,4,32152,Coles,988 20 44 07,Privada,21,,"42,407012","-7,846229",20/03/2018
Residencia de Maiores O Toural,Calle,O Toural,51,32689,Cualedro,634 53 81 69 / 988 42 43 17,Pública local,23,atendo.es/es/residencia-o-toural/,"41,985733","-7,593115",12/06/2019
Residencia da 3ª idade Santa María la Real,Camino,Arieiro,1,32860,Entrimo,988 43 46 34 / 988 44 81 14,Privada sin fin de lucro,23,www.fundacionsanrosendo.es/residencia-santa-maria-la-real,"41,933966","-8,121970",20/02/2015
Vivienda comunitaria Pepe Isa I y II,Avenida,Santa María La Real,44,32860,Entrimo,988 43 46 45,Privada,24,donpepeisa.blogspot.com.es,"41,932854","-8,115645",22/03/2018
Residencia de maiores de Esgos,Camino,Vello,20,32720,Esgos,988 29 02 44,Pública local,57,,"42,324241","-7,701117",06/03/2015
Casa comunitaria O Fiadeiro,,Lugar Cerdal,1,32212,Gomesende,988 48 51 36,Privada,12,,"42,195932","-8,081545",21/07/2017
Vivienda comunitaria Casa Lao,,Lugar Fustáns,34,32212,Gomesende,988 04 00 99,Privada,11,www.viviendacomunitariacasalao.com/joomla/index.php,"42,197375","-8,113320",06/04/2019
Residencia de maiores Pena da Sela,,Lugar Coto das Laxas,s/n,32530,Irixo (O),988 28 72 97,Privada,40,,"42,509827","-8,115645",06/05/2019
Residencia da 3ª idade de Larouco,,Lugar Seara,s/n,32358,Larouco,988 33 57 09,Pública autonómica,82,www.residencialcarlosiv.com/geriatria/residencias/residencia-de-mayores-de-larouco,"42,344765","-7,155674",03/04/2019
Quercus Residencia Xeriátrica,Calle,Camping,1,32420,Leiro,988 48 56 38,Privada,78,www.residenciaquercus.es,"42,370081","-8,120713",08/04/2019
Residencia Nosa Señora do Viso,Calle,Toural,22,32850,Lobeira,988 45 87 61,Privada sin fin de lucro,56,www.fundacionsanrosendo.es/residencia-nosa-senhora-do-viso,"41,987689","-8,039358",12/04/2019
Residencia Nuestra Señora de las Nieves,Camino,Pombal,s/n,32700,Maceda,988 46 31 83,Privada sin fin de lucro,56,www.fundacionsanrosendo.es/residencia-nuestra-senora-nieves,"42,274626","-7,651288",12/04/2019
Residencia de 3ª edad Gabino García Fernández,Calle,O Palomar,s/n,32781,Manzaneda,988 33 30 43 / 988 33 81 03,Pública local,40,,"42,311810","-7,233575",07/05/2015
Residencia Casa Grande,Plaza,Mayor,s/n,32570,Maside,988 28 83 21,Privada sin fin de lucro,30,www.fundacionsanrosendo.es/residencia-casa-grande,"42,411364","-8,024898",12/04/2019
Fogar residencial y vivienda comunitaria de Dacon,Calle,Conde Vallellano,83,32573,Maside,988 27 41 41,Privada,33,,"42,422840","-8,051793",04/04/2019
Residencia Santa María Melón,Calle,Arrifana,s/n,32411,Melón,988 48 16 34,Privada sin fin de lucro,44,www.fundacionsanrosendo.es/residencia-santa-maria,"42,262822","-8,209569",12/04/2019
Fogar y Vivienda comunitaria Sampedro,,A Corredoira,s/n,32830,Merca (A),988 26 07 97,Privada,28,,"42,220003","-7,888644",18/01/2019
Vivienda comunitaria Nuestra Señora de Lourdes I y II,Calle,Agra de Abaixo a Solveira,,32830,Merca (A),988 26 08 73,Privada,19,,"42,223084","-7,916152",14/07/2017
Residencia San Martiño da Mezquita,Calle,Nova,8,32549,Mezquita (A),988 42 35 13,Privada sin fin de lucro,55,www.fundacionsanrosendo.es/residencia-san-martin,"42,015216","-7,050227",12/04/2019
Residencia para persoas maiores Santa María,,Chao Pequeño,s/n,32750,Montederramo,988 29 21 06,Pública local,26,,"42,273615","-7,497986",04/04/2019
Fogar residencial y vivienda comunitaria Santiago Apóstol,Carretera,Nacional 525,Km. 171,32618,Monterrei,988 41 81 08,Privada,36,,"41,944873","-7,479346",22/03/2018
Residencia Virxe da Clamadoira,Calle,Xoaquín Lorenzo,s/n,32880,Muíños,988 30 24 52,Pública local,39,www.fundacionsanrosendo.es/residencia-virxe-clamadoira,"41,959474","-7,971141",12/04/2019
Residencia San Martiño,Carretera,Parada do Sil,s/n,32160,Nogueira de Ramuín,988 20 13 48,Privada sin fin de lucro,68,www.fundacionsanrosendo.es/residencia-san-martino,"42,410583","-7,722023",13/05/2015
Vivienda comunitaria Edades,Carretera,de Santiago,5,32002,Ourense,988 37 12 08,Privada,12,edadesviviendademayores.com,"42,373180","-7,849293",16/05/2019
Residencia asistida Divino Maestro,Carretera,del Seminario,20,32002,Ourense,988 22 11 68,Privada sin fin de lucro,67,www.fundacionsanrosendo.es/residencia-divino-maestro,"42,342475","-7,880024",06/03/2015
Residencia Galisenior,Calle,Mateo de Prado,19,32002,Ourense,988 25 58 80,Privada,45,galisenior.com,"42,343563","-7,876554",15/04/2019
Residencia Miño,Calle,Cardenal Quiroga,21 - 1º,32003,Ourense,988 23 20 05,Privada sin fin de lucro,29,www.fundacionsanrosendo.es/residencia-mino,"42,338191","-7,864319",12/04/2019
Vivienda comunitaria Nais,Calle,Juan XXIII,14 - 1º,32003,Ourense,988 23 80 66,Privada,10,,"42,340900","-7,865273",19/07/2017
Vivienda comunitaria La Milagrosa,Calle,Alfonso X El Sabio,32,32004,Ourense,988 22 82 65,Privada,11,www.residencialamilagrosa.es,"42,339924","-7,856324",07/11/2017
Residencia Hogar El Paseo I y II,Calle,Emilia Pardo Bazán,22 - 1º y 2º,32004,Ourense,988 25 58 87,Privada,19,,"42,339211","-7,859495",20/02/2015
Vivienda comunitaria Los Jardines,Calle,Emilia Pardo Bazán,29 - 4º,32004,Ourense,608 03 88 35,Privada,7,www.viviendalosjardines.com,"42,338846","-7,859587",29/03/2017
Apartamentos tutelados Alfredo Romero,Plaza,Bispo Cesareo,1,32005,Ourense,988 23 88 79,Privada sin fin de lucro,22,www.fundacionsanrosendo.es/residencia-alfredo-romero,"42,335933","-7,864814",12/04/2019
Residencia de mayores de Ourense Centro,Calle,Camiño Antigo,4,32005,Ourense,988 26 91 15,Privada,150,www.domusvi.es/residencia-para-mayores-orense-centro/,"42,329383","-7,850265",11/07/2017
Residencia San José,Rúa,da Estrada Vella,14,32005,Ourense,988 22 13 30,Privada sin fin de lucro,225,,"42,322474","-7,847664",22/09/2017
Residencia Alameda,Avenida,de Pontevedra,17,32005,Ourense,988 24 92 03,Privada sin fin de lucro,42,www.fundacionsanrosendo.es/residencia-alameda,"42,335719","-7,865676",22/04/2019
Residencia Virgen Blanca,Calle,Gaspar Acebo y Zúñiga,1,32005,Ourense,988 24 28 00,Privada sin fin de lucro,58,www.fundacionsanrosendo.es/residencia-virgen-blanca,"42,323914","-7,866093",12/04/2019
Residencia Nuestra Señora Esperanza,Calle,Laxas,41,32005,Ourense,988 23 52 12 / 988 23 52 92,Privada sin fin de lucro,176,www.fundacionsanrosendo.es/residencia-nuestra-senora-esperanza,"42,323855","-7,868211",12/04/2019
Vivienda comunitaria Xeitos,Rambla,Xosé Fernández Oxea,"7 - pl. 5ª, A-C",32005,Ourense,988 24 55 51,Privada,9,,"42,331105","-7,863228",09/03/2015
Residencia Las Salinas,Rúa,do Viso,20,32103,Ourense,988 21 10 94,Privada,40,,"42,373351","-7,850485",28/08/2017
Residencia Santa Marta,Calle,Santa Cruz de Arrabaldo,s/n - Sta. Cruz de Arrabaldo,32593,Ourense,988 38 40 55,Privada sin fin de lucro,125,www.fundacionsanrosendo.es/residencia-santa-marta,"42,346633","-7,988858",15/07/2017
Residencia Luces del Sil,Carretera,dos Gozos,s/n,32740,Parada de Sil,988 20 80 25,Pública local,72,www.lucesdosil.com,"42,380236","-7,571144",04/04/2019
Residencial Pereiro,,A Medorra,15,32710,Pereiro de Aguiar (O),698 18 38 45 / 988 40 56 10,Privada,55,,"42,306783","-7,797390",09/03/2015
Residencia Os Gozos,Calle,Penedo,21 - B,32792,Pereiro de Aguiar (O),988 51 94 01,Privada sin fin de lucro,180,www.fundacionsanrosendo.es/residencia-gozos,"42,349260","-7,806800",12/04/2019
Residencia Nuestra Señora de la Salud,,A Peroxa,,32150,Peroxa (A),988 20 67 72,Privada sin fin de lucro,53,www.fundacionsanrosendo.es/residencia-nuestra-senora-salud,"42,441204","-7,792025",12/04/2019
Residencia Los Olivos,Carretera,A Peroxa,8 - Mirallos,32150,Peroxa (A),988 20 58 10,Privada,80,,"42,444623","-7,792719",14/07/2017
Vivienda comunitaria Virgen del Amparo,Carretera,os Peares,7,32150,Peroxa (A),988 20 66 52 / 988 20 66 25 / 954 28 09 99,Privada,12,anosasenoradoamparo.wordpress.com,"42,441906","-7,797126",09/04/2019
Residencia de la 3ª edad,Avenida,Germán Ancochea,27,32780,Pobra de Trives (A),988 33 22 20,Pública local,59,,"42,333537","-7,258682",04/11/2019
Vivienda comunitaria de Xacebáns,,Xacebáns,s/n,32813,Quintela de Leirado,988 49 37 18,Pública local,12,www.quinteladeleirado.es/es/casa-comunitaria.htm,"42,108673","-8,077556",27/07/2017
Fogar Residencial de Rairiz de Veiga,Plaza,del Ayuntamiento,2,32652,Rairiz de Veiga,988 03 18 90,Pública local,24,,"42,081381","-7,831134",07/05/2015
Residencia de Ramirás,Calle,O Mosteiro,,32810,Ramirás,988 47 86 81 / 988 47 86 83,Privada,70,fundacionvaldegodos.com/centros/mosteiro-de-ramiras,"42,167818","-8,030277",13/07/2017
Residencia Monte Barrio,Calle,Principal,8,32611,Riós,988 59 44 97,Privada,40,www.montebarrio.com,"41,976626","-7,282584",17/04/2019
Residencia Nuestra Señora de Fátima,Calle,Arnaveca,s/n,32350,Rúa (A),988 31 24 66,Privada sin fin de lucro,64,www.fundacionsanrosendo.es/residencia-nuestra-senora-fatima,"42,397214","-7,107046",09/05/2018
Residencia Os Pinos,Carretera,Nacional 120,Km. 469,32350,Rúa (A),988 31 17 16 / 988 31 16 70,Privada,111,www.fundacionvaldegodos.com,"42,392699","-7,132368",04/04/2019
Residencia Xeriátrica San Cosme,Calle,Segadores,1 - 3,32310,Rubiá,988 33 51 32,Privada,86,residenciasancosme.com,"42,445320","-6,946749",03/04/2019
Residencia Xeriátrica San Amaro,Carretera,Principal,56,32455,San Amaro,988 40 13 98 / 670 50 98 46,Privada,46,www.residenciasanamaro.es,"42,370541","-8,073274",15/04/2019
Vivienda comunitaria da 3ª idade Xardín da Rabeda,Calle,de Lombo,30,32911,San Cibrao das Viñas,988 25 68 40 / 649 63 88 19,Privada,12,www.xardindarabeda.com,"42,278995","-7,812588",19/08/2011
Residencia A Saleta,Calle,José Antonio,54,32617,San Cristovo de Cea,988 28 21 94,Privada sin fin de lucro,53,www.fundacionsanrosendo.es/residencia-saleta,"42,470432","-7,988962",27/04/2019
Residencia San Juan de Río,Rúa,do Concello,4,32770,San Xoán de Río,988 34 60 46,Privada sin fin de lucro,54,www.fundacionsanrosendo.es/residencia-san-juan-rio,"42,372070","-7,298376",21/06/2019
Vivienda comunitaria A Túa Outra Casa,Calle,Lodoselo,s/n,32631,Sarreaus,988 45 44 08 / 988 46 15 71,Privada,12,www.cdroviso.org,"42,075287","-7,595592",08/04/2019
Fogar residencial de Taboadela,Carretera,OR-320,s/n,32690,Taboadela,988 43 93 27,Pública autonómica,22,,"42,251630","-7,830678",20/02/2015
Vivienda comunitaria Rectoral Rebollo,,Lugar de Prado,1,32940,Toén,677 76 62 03,Privada,12,,"42,325062","-7,963399",29/01/2019
Residencia Santa María da Veiga,Calle,Entrecaldeiras,7,32360,Veiga (A),988 36 60 86,Privada sin fin de lucro,48,www.fundacionsanrosendo.es/residencia-santa-maria-veiga,"42,247590","-7,022117",05/04/2019
Vivienda comunitaria,,Bangueses de Arriba,32,32813,Verea,627 06 40 41,Pública local,12,,"42,099762","-8,052425",30/03/2017
Fogar Santa María,Avenida,de Laza,198,32600,Verín,988 41 06 22,Privada sin fin de lucro,150,,"41,954400","-7,428650",20/02/2015
Residencia de Maiores de Viana,Calle,Ferradal,20,32550,Viana do Bolo,988 32 93 33,Pública autonómica,125,fundacionvaldegodos.com/centros/residencia-de-maiores-viana,"42,179126","-7,108630",17/07/2017
Viviendas comunitarias San Roque 1-2-3-4,Calle,María Pita,41 - 43- 45 - 47,32550,Viana do Bolo,988 32 92 79,Privada,32,,"42,180481","-7,111008",13/03/2018
Residencia Santiago Apóstol,Calle,Villamarín,,32101,Vilamarín,988 28 61 57,Privada sin fin de lucro,32,www.fundacionsanrosendo.es/residencia-santiago-apostol,"42,465541","-7,888169",11/07/2017
Residencia La Natividad de María,Carretera,Nacional 120,,32340,Vilamartín de Valdeorras,988 33 68 02,Privada,56,www.fundacionvaldegodos.com/centros/residencia-natividad-de-maria,"42,408353","-7,071518",04/04/2019
Residencia Virgen de los Milagros,,Lugar Valdegodos,,32348,Vilamartín de Valdeorras,988 30 00 75,Privada,217,www.fundacionvaldegodos.com/centros/residencia-virgen-de-los-milagros,"42,410560","-7,046078",11/04/2019
Fogar Residencial de Vilar de Barrio,Avenida,San Fiz,s/n,32702,Vilar de Barrio,988 68 09 56 / 988 68 06 71,Pública autonómica,24,,"42,161039","-7,607193",04/04/2019
Vivienda comunitaria de Vilar de Santos,,Carballedo,s/n,32650,Vilar de Santos,988 44 70 52,Pública autonómica,6,,"42,088236","-7,800403",11/07/2013
Residencia de maiores Vilardevós,Calle,Estrada Vella,29,32616,Vilardevós,,Pública autonómica,24,,"41,908609","-7,311900",29/01/2019
Vivienda comunitaria Fogar Antioquia,Calle,Cerdeiro,3,32630,Xinzo de Limia,988 46 05 39 / 660 90 97 14,Privada,12,www.fogarantioquia.com,"42,064224","-7,721596",25/07/2013
Residencia Santa Mariña,Calle,Ladeira,16,32630,Xinzo de Limia,988 46 73 04,Privada sin fin de lucro,52,www.fundacionsanrosendo.es/residencia-santa-marina,"42,060216","-7,723222",12/04/2019
Vivienda comunitaria O Noso Fogar da Limia,Calle,Ladeira,5 - 2º,32630,Xinzo de Limia,988 46 26 55,Privada,18,,"42,060997","-7,725390",22/03/2018
Vivienda comunitaria San Gabriel,,Lugar Cima de Ribeira,s/n,32630,Xinzo de Limia,664 16 42 77,Privada,12,,"42,005366","-7,780622",07/11/2017
