"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Cáceres, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencias Mayores MMB,Carretera,de Guijo,s/n,10450,Jarandilla de la Vera,927 56 01 92,Privada,80,,"40,131126","-5,657147",07/05/2015
Piso tutelado municipal de Logrosán,Calle,Gabriel y Galán,3,10120,Logrosán,927 15 80 64,Pública local,10,,"39,336628","-5,489840",01/04/2004
Residencia de mayores FEMAR,Calle,San Juan,s/n,10120,Logrosán,927 36 04 30,Privada,67,asociacionfemar.blogspot.com.es,"39,329362","-5,487864",10/07/2017
"Residencia Geriátrica Buenavista, S. L.",Camino,de Cuartos,s/n,10460,Losar de la Vera,927 57 01 89,Privada,53,,"40,121035","-5,598715",16/05/2015
Centro Sociosanitario Servimayor Losar,Carretera,EX-119,Km. 1,10460,Losar de la Vera,927 19 86 58,Privada,119,www.residenciaservimayor.es,"40,119193","-5,618213",03/04/2019
Piso tutelado Ángeles Bujanda,Calle,La Higuera,s/n,10460,Losar de la Vera,927 57 03 32,Pública local,50,,"40,120266","-5,605163",23/04/2019
Residencia de 3ª edad Madrigal,Calle,Álamo,2,10480,Madrigal de la Vera,927 56 53 19,Pública autonómica,48,,"40,146403","-5,365982",05/05/2015
Residencia Cristo de la Luz,Barrio,El Cristo,1,10480,Madrigal de la Vera,927 56 55 84,Privada sin fin de lucro,34,,"40,149772","-5,368910",18/07/2017
Pisos tutelados de Madrigalejo,Calle,Gallego Fortuna,1,10110,Madrigalejo,927 35 45 92,Pública local,22,,"39,139197","-5,628042",10/04/2019
Residencia geriátrica Madroñera,Paseo,del Parque,s/n,10210,Madroñera,91 034 97 86,Pública local,26,www.tercerhogar.com,"39,423114","-5,760348",04/04/2019
Piso tutelado de Malpartida de Cáceres,Plaza,del Sol,8,10910,Malpartida de Cáceres,927 27 56 04,Pública local,13,,"39,445906","-6,504510",21/05/2019
Residencia municipal de personas mayores,Calle,Las Eras,s/n,10910,Malpartida de Cáceres,927 27 64 71,Pública local,31,www.nexusintegral.com/nuestros-centros/malpartida-de-caceres/,"39,441246","-6,511436",10/07/2017
Residencia geriátrica Nuestra Señora de la Luz,Carretera,Comarcal 511,Km. 43,10680,Malpartida de Plasencia,927 45 91 00 / 927 45 91 67 / 927 45 93 91,Privada,100,www.residencialaluz.com,"39,977194","-6,030838",04/04/2018
Piso tutelado de mayores de Malpartida de Plasencia,Plaza,de Gabriel y Galán,3,10680,Malpartida de Plasencia,927 45 92 45,Pública local,40,,"39,979997","-6,047870",09/04/2019
Residencia Virgen de Guadalupe,Avenida,Emigrante,62,10580,Membrío,927 59 41 07,Pública local,43,,"39,528493","-7,050703",04/04/2019
Residencia San Rafael,Calle,Los Corrales,12,10580,Membrío,927 59 41 96 / 927 59 41 80,Privada,32,,"39,528615","-7,054336",18/08/2009
Residencia Molineros de Ibor,Calle,Higueral,s/n,10329,Mesas de Ibor,927 57 48 09,Pública local,20,,"39,752741","-5,545832",09/04/2019
Residencia de mayores San Martín de Porres,Avenida,García Siñeriz,192,10100,Miajadas,927 34 73 27,Privada,58,residenciasanmartinporres.wordpress.com,"39,143987","-5,925128",03/04/2019
"Residencia geriátrica Novoger Miajadas, S. L.",Avenida,García Siñeriz,74,10100,Miajadas,927 16 11 59,Privada,57,www.novoger.com,"39,152292","-5,914238",31/07/2013
Residencia Sierra de los Canchos,Travesía,Carretera de Serradilla,s/n,10540,Mirabel,927 45 00 36,Pública local,46,,"39,860337","-6,232397",15/02/2019
Balcón de Extremadura,Calle,Taramilla,s/n,10170,Montánchez,927 38 05 16,Pública local,68,,"39,223000","-6,148880",11/04/2019
Residencia Mirasierra,Avenida,Lusitania,s/n,10840,Moraleja,927 19 32 16 / 638 05 19 53,Privada,29,www.residenciamirasierra.net,"40,059162","-6,665403",19/08/2015
Residencia de mayores San Blas,Calle,Tomás y Valiente,s/n,10840,Moraleja,927 51 53 44,Privada,25,,"40,061413","-6,665269",25/02/2010
Residencia de mayores Virgen de la Vega,Calle,Vega de los Majadales,s/n,10840,Moraleja,927 14 72 97,Privada,56,,"40,051149","-6,666580",08/07/2017
Residencia de mayores de Navaconcejo,Carretera,Nacional 110,4,10613,Navaconcejo,927 17 31 78,Pública local,30,,"40,174845","-5,837727",26/02/2010
Real de Navalmoral para Mayores,Calle,Antonio Concha,68,10300,Navalmoral de la Mata,927 53 33 22,Privada,151,realdenavalmoral.com,"39,890262","-5,537254",11/04/2019
Residencia de mayores San Miguel,Carretera,Nacional V,Km. 181.7,10300,Navalmoral de la Mata,927 53 83 10 / 927 53 83 11,Privada,100,,"39,893130","-5,554976",08/04/2019
Residencia de ancianos María Ángeles Bujanda,Calle,Veterano,s/n,10300,Navalmoral de la Mata,927 01 67 58 / 927 01 67 59,Pública autonómica,70,,"39,891348","-5,533959",11/04/2019
Pisos tutelados de Navas del Madroño,Plaza,de la Constitución,1,10930,Navas del Madroño,927 37 53 27 / 927 37 53 27,Pública local,26,,"39,623053","-6,650515",08/04/2019
Residencia Santiago Apóstol,Paseo,de los Niños,15,10374,Navezuelas,927 15 16 29,Pública local,16,,"39,506679","-5,437301",15/02/2019
Residencia club de ancianos Las Hurdes,Calle,Afueras,s/n,10623,Nuñomoral,927 01 58 29,Pública autonómica,25,,"40,384382","-6,185519",09/04/2019
Cottolengo del Padre Alegre,Calle,Madre Francisca,s/n,10623,Nuñomoral,927 43 33 29,Privada sin fin de lucro,43,www.cottolengopalegre.org,"40,405024","-6,250128",04/04/2019
Centro Residencial Peraleda de la Mata,Avenida,Lucio García,98,10335,Peraleda de la Mata,927 55 92 09 / 681 31 32 26,Pública local,46,,"39,852015","-5,463311",09/04/2019
Residencia La Casa Blanca,Travesía,Carretera de Extremadura,s/n,10896,Perales del Puerto,927 51 41 94,Pública local,46,,"40,158597","-6,678595",15/02/2019
Residencia Mirador de los Ángeles,Plaza,Las Eras,s/n,10649,Pesga (La),927 67 46 09,Pública local,28,,"40,329014","-6,178057",09/04/2019
Casa de la Misericordia Padre Leocadio,Avenida,Cristo de la Salud,s/n,10630,Pinofranqueado,927 67 43 03,Privada sin fin de lucro,40,,"40,303667","-6,330976",04/04/2019
Residencia para personas mayores Tormantos con pisos tutelados,Paseo,Las Escuelas,s/n,10615,Piornal,927 47 63 91,Pública local,37,,"40,118239","-5,849817",05/04/2019
Asilo de ancianos - Hermanitas de los Pobres,Calle,Cañada Real,14,10600,Plasencia,927 41 55 50 / 927 41 75 56,Privada sin fin de lucro,80,,"40,039676","-6,080903",04/04/2019
Residencia de mayores Los Pinos,Avenida,de la Hispanidad,s/n,10600,Plasencia,927 40 16 69,Pública autonómica,96,,"40,038643","-6,083450",05/04/2019
Centro Residencial San Francisco,Calle,San Marcos,8,10600,Plasencia,927 01 73 40,Pública autonómica,110,,"40,028458","-6,088424",14/05/2019
Hogar de Nazaret,Calle,Severo Ochoa,s/n (Políg. La Data),10600,Plasencia,927 41 65 63,Privada sin fin de lucro,82,,"40,043300","-6,071970",03/04/2019
Residencia Padre Damián,Calle,Donantes de Sangre,2,10271,Plasenzuela,927 31 37 45,Pública local,72,,"39,381592","-6,047092",15/07/2017
Residencia de mayores,Calle,Granado,11,10883,Portaje,927 14 67 43,Pública local,34,,"39,916965","-6,563638",15/02/2019
Pisos tutelados de Pozuelo de Zarzón,Calle,Ejido,s/n,10813,Pozuelo de Zarzón,927 44 82 47,Pública local,18,,"40,146398","-6,413910",04/04/2018
Residencia geriátrica,Calle,Ejido,14,10813,Pozuelo de Zarzón,927 44 84 65,Pública local,20,,"40,146398","-6,413915",13/05/2015
Residencia con pisos tutelados de Riolobos,Travesía,Escuelas,7,10693,Riolobos,927 45 30 15,Pública local,34,www.riolobos.es/instalaciones-municipales/-/publicador/instalaciones-municipales-centro-residencial/Q0tD3tJJPFpv,"39,919593","-6,302453",09/05/2018
Residencia de mayores,Calle,María Babiano,50,10261,Robledillo de Trujillo,927 31 30 08,Pública local,35,,"39,270736","-5,980423",15/02/2019
Residencia de mayores Pablo Naranjo,Avenida,de Extremadura,s/n,10659,Romangordo,927 57 65 23,Pública local,50,,"39,742081","-5,697945",03/04/2019
Residencia Nuestra Señora del Carmen,Calle,Ave María,1,10391,Rosalejo,927 55 03 99 / 646 62 76 28,Privada,46,residenciadelcarmen.blogspot.com,"39,998831","-5,455095",03/04/2019
Hogar club con pisos tutelados,Calle,Obispo,18,10189,Salvatierra de Santiago,927 33 72 09,Pública local,24,,"39,302179","-6,033204",04/04/2018
Residencia San Miguel,Camino,del Convento,s/n,10892,San Martín de Trevejo,927 14 42 96,Pública local,50,,"40,215680","-6,801673",07/07/2017
Residencia de mayores,Travesía,España,s/n,10189,Santa Ana,927 33 71 02,Pública local,18,,"39,310620","-5,990089",03/04/2019
Residencia de mayores,Avenida,España,7,10198,Santa Marta de Magasca,927 28 40 21,Pública local,34,,"39,510132","-6,100543",07/05/2019
El Péndere,Plaza,de Extremadura,7,10510,Santiago de Alcántara,927 59 21 35,Pública local,53,,"39,607621","-7,242433",03/04/2019
Residencia de mayores La Soledad,Calle,Soledad,5,10191,Santiago del Campo,,Pública local,20,,"39,625885","-6,363829",03/04/2019
Pisos tutelados de Serradilla,Paseo,de San Agustín,5,10530,Serradilla,927 40 70 02,Pública local,30,,"39,825807","-6,140345",04/08/2017
Pisos tutelados Los Naranjos,Avenida,de Cáceres,64,10181,Sierra de Fuentes,927 20 12 16,Pública local,20,,"39,439616","-6,274229",07/08/2017
Residencia municipal de mayores de Talaván,Calle,Carretas,5,10193,Talaván,927 28 52 24,Pública local,16,,"39,717923","-6,281329",05/05/2015
Residencia El Romeral,Camino,de la Hondonera,2,10310,Talayuela,927 66 70 61,Privada,97,www.residenciaelromeral.es,"39,983928","-5,617220",04/04/2019
Residencia Los Mimbrales,Calle,Pozo Fuente de Abajo,s/n,10310,Talayuela,927 57 85 46,Privada,46,www.residenciaelromeral.es/los-mimbrales,"39,975055","-5,611021",04/04/2019
Residencia Virgen de la Piedad,Avenida,Doctor Aurelio Alonso,73,10617,Torno (El),927 17 50 94,Pública local,60,,"40,133931","-5,946725",14/02/2019
Residencia Virgen de la Asunción,Paseo,a la Madre,5,10864,Torre de Don Miguel,927 44 10 97,Pública local,68,,"40,225004","-6,577765",03/04/2019
Residencia Nuestra Señora de la Asunción,Travesía,Fleming,4,10186,Torre de Santa María,927 38 85 13,Privada,12,,"39,254405","-6,114820",06/05/2019
Residencia Iluminada Martín de Ovelar,Calle,Linares,23,10869,Torrecilla de los Ángeles,927 67 72 14 / 681 31 32 26,Pública local,45,www.mensajerosdelapazextremadura.es/index.php/centros-de-atencion-a-la-dependencia/29-rmtorrecilla,"40,244988","-6,417874",03/04/2019
Residencia de mayores de Torrecillas de la Tiesa,Calle,Las Acacias,37,10252,Torrecillas de la Tiesa,927 33 80 76,Pública local,42,,"39,567783","-5,741739",20/07/2017
Residencia Santa Isabel,Calle,Francisco Corcho,19,10830,Torrejoncillo,927 30 30 08,Privada,42,,"39,895857","-6,466460",04/04/2019
Residencia de válidos municipal Santísimo Cristo del Humilladero,Carretera,de Botija,s/n,10184,Torremocha,927 12 73 61,Pública local,22,,"39,349400","-6,166200",07/05/2004
Residencia El Molino,Calle,San Francisco,3,10183,Torrequemada,927 20 51 82,Pública local,14,,"39,367899","-6,221853",23/05/2015
Residencia Porta Coeli,Calle,Cruz de los Ángeles,s/n,10200,Trujillo,927 32 25 80,Privada,60,,"39,465200","-5,872950",15/05/2015
Hogar Santa Isabel,Avenida,Reina Mª Cristina,22,10200,Trujillo,927 34 14 00,Privada sin fin de lucro,127,,"39,469686","-5,876123",13/03/2018
Residencia de mayores San Blas,Calle,Retamar,3,10329,Valdecañas de Tajo,927 54 20 21,Pública local,13,www.valdecanasdetajo.es/instalaciones-municipales/-/publicador/instalaciones-municipales-pisos-tutelados-y-cnetro-de-dia-san-blas/Q0tD3tJJPFpv,"39,760003","-5,619236",03/04/2019
Residencia San Agustín,Avenida,Extremadura,s/n,10180,Valdefuentes,685 94 41 34,Privada,75,,"39,283415","-6,125337",08/04/2019
Pisos tutelados de Valdefuentes,Calle,Juana María Ortíz,2,10180,Valdefuentes,927 38 80 01,Pública local,20,,"39,279413","-6,126098",12/04/2019
Hogar residencia San Pedro de Alcántara,Avenida,de Lisboa,2,10500,Valencia de Alcántara,927 58 06 24,Pública local,58,,"39,408222","-7,247644",10/04/2019
Residencia Buenos Aires,Calle,Luis Chamizo,2,10500,Valencia de Alcántara,927 58 24 22,Pública autonómica,45,,"39,414099","-7,248790",09/04/2019
Residencia Virgen de Fuentes Claras,Avenida,Condes de Nieva,26,10490,Valverde de la Vera,927 56 62 22,Pública local,20,,"40,121797","-5,498335",26/04/2019
Hogar de 3ª edad con pisos tutelados de Valverde del Fresno,Calle,Libertad,2,10890,Valverde del Fresno,927 51 06 37,Pública local,20,,"40,220270","-6,876533",04/04/2019
Residencia El Encinar,Ronda,de los Huertos,s/n,10848,Vegaviana,927 14 10 14,Pública local,40,,"40,041205","-6,721476",15/02/2019
Piso tutelado Maestro Marino Timón,Calle,Mastacón,31,10492,Viandar de la Vera,927 57 36 31,Pública local,12,,"40,123384","-5,539251",24/07/2017
Residencia municipal,Avenida,Virgen de Gracia,29,10814,Villa del Campo,927 44 84 09,Pública local,16,,"40,139844","-6,429641",15/02/2019
Residencia municipal de Villa del Rey,Calle,Párroco Peguero,12,10960,Villa del Rey,927 39 51 54,Pública local,12,,"39,657558","-6,822169",01/03/2010
Residencia de personas mayores Dios Padre,Carretera,de Hervás,s/n,10812,Villanueva de la Sierra,927 44 53 94,Pública local,20,,"40,204682","-6,405411",18/05/2015
Residencia de la tercera edad El Prado,Calle,del Prado,s/n,10470,Villanueva de la Vera,927 56 73 58 / 927 56 63 05,Pública local,60,,"40,132246","-5,458057",15/05/2019
Residencia Siete Villas,Calle,Las Eras,38,10858,Villasbuenas de Gata,927 67 38 78,Pública local,54,,"40,176668","-6,628960",15/02/2019
Residencia de mayores de Zarza la Mayor,Calle,Altozano,9,10880,Zarza la Mayor,927 37 01 85,Pública local,20,,"39,876587","-6,865331",01/03/2010
Pisos tutelados,Avenida,de la Constitución,110,10130,Zorita,927 34 00 02,Pública local,12,,"39,278720","-5,703969",05/04/2019
