"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Soria, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia Nuestra Señora del Rivero,Calle,Isaac García Alonso,31,42330,San Esteban de Gormaz,975 35 11 41,Pública autonómica,90,www.araliaservicios.es/centro/soria-sesteban-gormaz,"41,569925","-3,202658",17/08/2009
Centro Geriátrico San Blas,Avenida,María Eugenia Campo,5,42140,San Leonardo de Yagüe,975 37 65 31,Pública local,46,,"41,831746","-3,071787",08/03/2018
Residencia Virgen de la Peña,Plaza,de la Cosa,47,42174,San Pedro Manrique,975 38 12 80 / 975 38 12 81,Pública local,85,www.clecemayores.com/es/residencia/52/residencia-virgen-de-la-pena/,"42,028900","-2,228170",06/07/2017
Residencia Nuestra Señora de la Vega,Calle,Hermanos Lope García,s/n,42127,Serón de Nágima,975 30 71 12 / 975 30 70 52,Privada,58,www.residenciasparamayores.com/residencias/residencia-ntra-sra-de-la-vega,"41,495300","-2,202040",04/04/2019
Centro Residencial Odón Alonso,Calle,Venerable Palafox,s/n,42001,Soria,678 74 71 51,Privada,77,,"41,769841","-2,476339",08/04/2019
Residencia de personas mayores Latorre,Plaza,Bernardo Robles,11,42002,Soria,975 24 07 73,Privada,44,www.residenciasparamayores.com,"41,765082","-2,465436",10/07/2017
Residencia de 3ª edad Fuente del Rey,Calle,Fuente del Rey,s/n,42004,Soria,975 22 32 11 / 975 22 34 40,Privada,130,www.residenciasparamayores.com/residencias/residencia-fuente-del-rey-soria/,"41,772200","-2,470350",15/04/2019
Residencia El Parque,Calle,Mosquera de Barnuevo,s/n,42004,Soria,975 22 15 66,Privada,136,www.clecemayores.com/es/residencia/6/el-parque/,"41,764800","-2,477330",04/04/2019
Residencia para mayores Los Royales,Camino,de los Royales,2,42005,Soria,975 23 10 33 / 975 23 10 34 / 975 23 10 35,Pública autonómica,195,,"41,762080","-2,480581",03/04/2019
Residencia para mayores Manuela,Camino,de los Royales,6,42005,Soria,975 24 20 95,Privada,122,www.residenciasparamayores.com/residencia-manuela/,"41,762103","-2,481640",04/04/2019
Virgen del Rosario,Calle,La Iglesia,10,42294,Tardelcuende,975 30 83 31 / 609 30 60 07,Pública local,32,,"41,595072","-2,644867",05/05/2015
El Mirador,Calle,La Cerrada,s/n,42165,Valdeavellano de Tera,975 27 32 07,Privada,32,www.residenciaelmirador.net,"41,942132","-2,577256",22/05/2015
Residencia de mayores El Palacio,Calle,Andrés Villacieros,s/n,42150,Vinuesa,975 37 82 15,Privada,54,,"41,911256","-2,764815",04/04/2019
