"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Huelva, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Casa Residencial Bartolomé García González Toruño,Calle,Salamanca,10,21310,Calañas,959 57 61 06,Privada,49,www.residencialazarza.es,"37,711342","-6,854004",09/05/2019
Centro residencial de atención a personas mayores y dependientes,Avenida,Gibraleón,s/n,21450,Cartaya,959 39 27 56,Privada,78,www.centrodemayoresydependientes.com,"37,285585","-7,147700",07/07/2017
Centro Residencial El Andévalo,Calle,Castillo,14,21320,Cerro de Andévalo (El),959 56 72 22,Privada,67,,"37,735676","-6,940459",12/06/2012
Fundación Pía Autónoma Virgen del Amparo,Plaza,del Amparo,7,21380,Cumbres Mayores,959 71 01 68 / 959 71 06 16,Privada,25,,"38,064880","-6,643903",04/04/2019
Residencia Beata Sor Ángela de la Cruz,Calle,Tejada,1,21870,Escacena del Campo,959 42 31 10,Privada,43,residenciaescacena.com,"37,410949","-6,390875",17/04/2019
Centro Residencial de mayores Jesús de Nazaret,Calle,Egido,s/n,21500,Gibraleón,959 30 32 19,Privada sin fin de lucro,66,mayoresnazaret.com,"37,379989","-6,965080",08/04/2019
Residencia de personas mayores El Cristo Roto,Calle,Párroco Diego Suárez Mora,s/n,21500,Gibraleón,959 30 32 26,Privada sin fin de lucro,29,mayorescristoroto.com,"37,372000","-6,963490",05/04/2019
Hogar Virgen del Prado,Calle,Fermín Requena,6,21220,Higuera de la Sierra,959 19 61 86,Privada,49,,"37,837651","-6,448341",04/04/2019
Centro residencial El Pinar de la Fuente,Carretera,de Hinojos a Villamanrique,Km. 12,21740,Hinojos,959 45 96 59,Privada,59,www.gold-asista.com,"37,279449","-6,360491",12/04/2019
Residencia Sor Ángela de la Cruz,Calle,Santa Rafaela María,s/n,21002,Huelva,959 25 87 86,Privada sin fin de lucro,17,,"37,272500","-6,948290",01/05/2019
Residencia para mayores La Orden,Calle,Artesanos,18,21005,Huelva,959 01 04 00,Pública autonómica,141,,"37,278064","-6,940178",08/04/2019
Hogar Santa Teresa Jornet,Avenida,Santa Marta,7,21005,Huelva,959 25 91 00,Privada sin fin de lucro,179,,"37,268523","-6,941848",06/05/2015
Residencia Virgen del Rocío,Carretera,del Hospital Infanta Elena,s/n,21007,Huelva,959 23 19 11,Privada,41,www.asociacionsiloe.es,"37,274958","-6,913194",24/07/2013
Residencia de personas mayores de Isla Cristina,Calle,Gran Vía,41,21410,Isla Cristina,959 34 42 14,Pública local,43,,"37,200152","-7,325465",08/04/2019
Residencia de personas mayores Zenobia Camprubí,Calle,Divina Pastora,15,21800,Moguer,959 37 17 50,Pública local,40,,"37,275200","-6,841830",19/07/2017
Residencia para personas mayores Obra Jesús Nazareno,Calle,Cardenal Monescillo,1,21670,Nerva,959 58 02 29,Privada,21,www.obradejesusnazareno.com/casa-de-ancianas,"37,693936","-6,548081",09/04/2019
Centro sociosanitario para personas mayores María de la Paz,Avenida,Francisco López Real,s/n,21670,Nerva,959 58 03 91,Privada,126,www.fundaciondiagrama.es/sociosanitario/dependencia/residencia-mayores,"37,691800","-6,538550",10/07/2013
Sor Ángela de la Cruz,Calle,Carlos Mauricio Morales,10,21700,Palma del Condado (La),959 40 06 09,Privada sin fin de lucro,16,,"37,388394","-6,553318",25/09/2017
Centro Residencial La Viña,Carretera,de Circunvalación,s/n,21700,Palma del Condado (La),959 40 28 50,Privada,81,www.centrodependencia.es,"37,391329","-6,561733",05/04/2019
Residencia de ancianos Juan Pablo II,Calle,San José,19,21810,Palos de la Frontera,959 03 30 42 / 687 91 67 67,Pública local,40,,"37,229543","-6,893860",07/05/2015
Residencia para personas mayores María Auxiliadora,Calle,Miguel Hernández,s/n,21100,Punta Umbría,959 31 27 66 / 687 03 11 67,Privada,40,www.fundacionmariaauxiliadora.com,"37,186400","-6,972110",09/04/2019
Residencia San Joaquín y Santa Ana,Calle,Huelva,8,21610,San Juan del Puerto,959 36 70 69,Privada,37,www.sanjoaquinysantaana.es,"37,315095","-6,841713",11/07/2017
Residencia de mayores San Antonio Abad,Calle,Francisco de Quevedo,8,21620,Trigueros,959 30 62 28,Privada,52,residenciatrigueros.wix.com,"37,385957","-6,839853",08/04/2019
Residencial Nodromar,,Paraje Los Molinos,Políg. 25,21600,Valverde del Camino,959 55 58 28,Privada,117,www.nodromar.com,"37,571226","-6,764850",05/04/2019
Residencia Sor Ángela de la Cruz,Calle,Santa Ana,40,21600,Valverde del Camino,959 55 07 17,Privada sin fin de lucro,20,,"37,571483","-6,750581",25/04/2019
Residencia de mayores San José,Calle,Santa Teresa,7,21860,Villalba del Alcor,959 42 12 62,Privada,51,,"37,397386","-6,475294",09/04/2019
Residencia Don Manuel Cirilo Arroyo Arrayás,Calle,Alameda,s/n,21640,Zalamea la Real,959 56 12 80 / 625 64 50 73,Privada,29,residenciazalamea.com,"37,677805","-6,665857",05/04/2019
