"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Navarra, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia San Francisco Javier,Avenida,Santa Lucía,53,31510,Fustiñana,948 84 09 15,Pública local,34,,"42,021261","-1,480472",03/04/2019
Residencia Nuestra Señora del Pilar,Calle,Hospital,2,31260,Lerín,948 53 00 62,Privada sin fin de lucro,24,,"42,484031","-1,971515",04/04/2019
Andra Mari Zaharren Egoitza,Calle,Koskontako,8,31770,Lesaka,948 63 71 54,Pública local,41,,"43,249824","-1,700571",12/07/2017
Residencia de ancianos de Lodosa,Calle,Centro Parroquial,20,31580,Lodosa,948 69 35 66,Pública local,85,www.gsr.coop/residencias-de-personas-mayores/residencias-de-personas-mayores-en-lodosa,"42,422581","-2,081771",17/07/2017
Residencia para mayores y psicogeriátrico San Isidro,Avenida,de Bijués,s/n,31440,Lumbier,948 88 02 93 / 948 88 04 38,Pública autonómica,118,www.laresnavarra.org/residencias/residencia.php?=18,"42,656151","-1,302655",18/08/2017
Residencia San Bartolomé,Calle,Calvario,16,31340,Marcilla,948 70 81 43,Pública local,36,,"42,325067","-1,737162",05/04/2019
Residencia Dionisio Salcedo Sádaba,Calle,Venancio Benito,4,31587,Mendavia,948 69 55 15,Pública local,48,www.gsr.coop/residencias-de-personas-mayores/residencias-de-personas-mayores-en-mendavia,"42,444648","-2,196964",04/04/2019
Complejo residencial gerontológico El Pinar,Calle,Navas de Tolosa,98,31320,Milagro,948 40 90 71 / 949 40 92 60,Privada,53,www.residenciaelpinar.com,"42,244845","-1,772508",04/04/2019
Residencia de ancianos Virgen del Castillo,Calle,Tirujón,1,31253,Miranda de Arga,948 71 74 27,Pública local,28,,"42,482866","-1,826527",05/04/2019
Residencia de ancianos Betania,Calle,San Blas,2,31152,Muruzábal,948 34 40 36 / 948 34 41 55,Privada sin fin de lucro,40,www.laresnavarra.org/residencias/residencia.php?id=21,"42,687886","-1,770804",03/04/2019
Residencia de ancianos Valle de Salazar,Calle,Arbea,s/n,31680,Ochagavía/Otsagabia,948 89 07 06,Pública local,34,www.otsagabia.net/servicios-2/residencia-de-ancianos/,"42,903368","-1,091066",12/07/2017
Residencia de ancianos La Milagrosa,Calle,La Solana,5,31390,Olite/Erriberri,948 74 01 57,Privada,58,www.laresnavarra.org/residencias/residencia.php?id=22,"42,479852","-1,648503",08/04/2019
Casa residencia de ancianas San Martín,Calle,Caldereira,15,31001,Pamplona/Iruña,948 22 52 75,Privada sin fin de lucro,18,,"42,818184","-1,641833",12/07/2017
Apartamentos tutelados municipales Casco Antiguo,Calle,Florencio Ansoleaga,17,31001,Pamplona/Iruña,948 42 05 45,Pública local,18,www.pamplona.es/VerPagina.asp?IdPag=75010EN&Idioma=1,"42,817803","-1,644693",15/03/2018
Residencia de la Clínica San Fermín,Avenida,de Galicia,2 A,31003,Pamplona/Iruña,948 23 58 50,Privada,71,www.clinicasanfermin.com,"42,809287","-1,641337",04/04/2019
Residencia Religiosas Angélicas,Calle,Paulino Caballero,45,31003,Pamplona/Iruña,948 23 03 35,Privada sin fin de lucro,48,www.angelicas.org,"42,810182","-1,637314",04/04/2019
Residencia Religiosas del Sagrado Corazón,Calle,Media Luna,41,31004,Pamplona/Iruña,948 24 78 66 / 948 23 20 82,Privada sin fin de lucro,36,,"42,810797","-1,630667",15/05/2015
AMAVIR Argaray,Calle,Valle de Egüés,1,31004,Pamplona/Iruña,948 15 38 66,Privada,165,www.amavir.es/residencia-de-ancianos-navarra-amavir-argaray,"42,813641","-1,631350",21/07/2017
Apartamentos tutelados municipales Milagrosa,Calle,Julián Gayarre,12 - bajo,31005,Pamplona/Iruña,948 15 26 79,Pública local,50,www.pamplona.es/VerPagina.asp?IdPag=148869EN&Idioma=1,"42,807263","-1,642740",15/03/2018
Residencia Beloso Alto,Calle,Leoncio Urabayen,s/n,31006,Pamplona/Iruña,948 48 04 00,Privada,90,www.residenciabelosoalto.es,"42,818786","-1,620630",04/04/2019
Apartamentos tutelados municipales Txoko-Berri,Calle,Monasterio de Tulebras,3 - bajo,31006,Pamplona/Iruña,948 42 05 45,Pública local,72,www.pamplona.es/VerPagina.asp?IdPag=20-40220&Idioma=1,"42,814474","-1,656026",14/03/2018
Apartamentos tutelados municipales Iturrama,Calle,Serafín Olave,6,31007,Pamplona/Iruña,948 42 07 59,Pública local,84,www.pamplona.es/VerPagina.asp?IdPag=20-68240&Idioma=1,"42,805365","-1,647412",08/05/2015
Casa de Misericordia Pamplona,Calle,Vuelta del Castillo,1,31007,Pamplona/Iruña,948 26 48 11,Privada sin fin de lucro,575,www.casamisericordiapamplona.com,"42,809064","-1,647034",03/04/2019
Residencia La Vaguada,Calle,Monasterio de Irache,76,31011,Pamplona/Iruña,948 36 52 52,Privada,159,www.soleraasistencial.es/centros/centro-solera-la-vaguada,"42,814060","-1,666664",20/04/2019
Residencia Hermanitas de los Pobres,Avenida,de Guipúzcoa,38,31012,Pamplona/Iruña,948 14 43 00,Privada sin fin de lucro,70,,"42,828899","-1,662565",03/04/2019
AMAVIR Oblatas,Avenida,Guipúzcoa,5,31012,Pamplona/Iruña,948 38 26 26,Privada,173,www.amavir.es/residencia-de-ancianos-navarra-amavir-oblatas,"42,822747","-1,655859",24/07/2017
Apartamentos tutelados municipales Arga,Plaza,Iturriotzaga,7,31014,Pamplona/Iruña,948 42 05 20,Pública local,64,www.pamplona.es/VerPagina.asp?IdPag=20-54585&Idioma=1,"42,828216","-1,644645",15/03/2018
Clínica psiquiátrica Padre Menni,Avenida,Marcelo Celayeta,10,31014,Pamplona/Iruña,948 14 06 11,Privada sin fin de lucro,224,www.hospitalariasnavarra.org,"42,825510","-1,655462",17/07/2017
Sanitas Residencial El Mirador,Avenida,Marcelo Celayeta,144,31014,Pamplona/Iruña,948 12 10 22,Privada,78,www.sanitas.es/sanitasresidencial/residencias-mayores/residencia-el-mirador,"42,830501","-1,641485",12/07/2013
Residencia de 3ª edad El Vergel,Calle,Vergel,4,31014,Pamplona/Iruña,948 22 77 03,Pública autonómica,161,www.navarra.es/home_es/Temas/Asuntos+sociales/Personas+mayores/Centros/ResidenciasCentrosDia/ElVergel.htm,"42,822646","-1,640111",04/04/2019
Centro psicogeriátrico San Francisco Javier,Avenida,Villava,53,31015,Pamplona/Iruña,848 42 27 10,Pública autonómica,115,,"42,831495","-1,634485",15/05/2015
Residencia San Miguel,Calle,Irurzun,2,31350,Peralta/Azkoien,948 75 00 61,Privada,56,www.laresnavarra.org/residencias/residencia.php?id=24,"42,339724","-1,801365",06/07/2017
Residencia San Adrián,Calle,Santa Gema,60,31570,San Adrián,948 69 66 11,Privada,138,www.domusvi.es/residencia-de-mayores-navarra-san-adrian,"42,338574","-1,937301",04/04/2019
Residencia Santa Zita,Calle,13 de Septiembre,4,31495,San Martín de Unx,948 73 80 70 / 948 13 81 50,Pública local,36,www.ideainnovacion.com/residencia-santa-zita-san-martin-de-unx/,"42,522634","-1,561294",16/07/2017
Residencia municipal de ancianos de Sangüesa San Vicente de Paúl,Calle,Rincón del Peregrino,5,31400,Sangüesa/Zangoza,948 87 00 42,Pública local,71,,"42,573481","-1,284456",18/07/2017
Residencia para mayores Virgen del Carmen,Calle,del Olmo,37,31293,Sesma,948 69 81 54,Privada,42,residenciadesesma.org,"42,476935","-2,085547",04/04/2019
Hospital Nuestra Señora de la Caridad,Calle,Javier Oses,2,31300,Tafalla,948 70 01 49,Privada,72,www.laresnavarra.org/residencias/residencia.php?id=27,"42,522432","-1,678279",04/04/2019
Residencia San Francisco Javier,Avenida,Severino Fernández,48,31300,Tafalla,948 70 02 41,Privada sin fin de lucro,98,www.laresnavarra.org/residencias/residencia.php?id=28,"42,529645","-1,673157",10/04/2019
Residencia San Manuel y San Severino,Avenida,Severino Fernández,60,31300,Tafalla,948 70 41 62,Privada,95,residenciasanseverino.com,"42,530841","-1,672726",09/04/2019
Real Casa Misericordia,Calle,Alberto Pelairea,1,31500,Tudela,948 82 54 12 / 948 82 55 87,Privada,180,www.rcmisericordia.com,"42,060735","-1,608308",03/04/2019
Residencia Nuestra Señora de Gracia,Calle,Eza,s/n,31500,Tudela,948 82 26 00,Privada,85,www.residenciagracia.com,"42,060915","-1,605615",08/04/2019
Residencia Torre de Monreal,Calle,Torre de Monrreal,13,31500,Tudela,948 87 70 70,Privada,97,www.soleraasistencial.es/centros/centro-solera-torre-monreal/,"42,057305","-1,604353",05/04/2019
Residencia de ancianos San José,Paseo,de la Ribera,107,31514,Valtierra,948 86 71 78,Privada sin fin de lucro,75,www.residenciavaltierra.com,"42,195118","-1,634344",04/04/2019
Residencia de ancianos Nuestra Señora de Gracia,Calle,Serapio Urra,8,31230,Viana,948 64 50 09,Privada sin fin de lucro,67,www.laresnavarra.org/residencias/residencia.php?id=34,"42,516055","-2,370625",04/04/2019
Residencia de ancianos Virgen del Portal,Calle,Crucero del Portal,2,31330,Villafranca,948 84 51 31,Pública local,52,www.laresnavarra.org/residencias/residencia.php?id=10,"42,278134","-1,747376",08/04/2019
