"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Illes Balears, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia Élite,Calle,Diego Zaforteza,15,07600,Palma de Mallorca,971 74 64 01,Privada,38,,"39,508832","2,753090",04/04/2019
Residencia Oasis,Avenida,Bartolomé Riutort,25,07610,Palma de Mallorca,971 26 01 50,Privada,165,residenciaoasismallorca.com,"39,535701","2,718410",08/04/2019
Residencia Cala Estancia,Calle,Miguel Massuti,22,07610,Palma de Mallorca,971 26 77 00,Privada,88,www.residenciacalaestancia.es,"39,536786","2,712328",07/05/2018
Residència d'ancians Huialfàs,Calle,Isaac Peral,19,07420,Pobla (Sa),971 54 09 32 / 971 86 23 92,Pública local,47,,"39,768333","3,017872",04/04/2019
Residencia Social Santo Domingo,Calle,Santo Domingo,s/n,07460,Pollença,971 53 07 38,Pública local,32,,"39,875300","3,016530",20/05/2019
Seniors Pollença,,Vía de la Circunvalación Port de Pollença Alcudia MA-2220,"Km. 60,2",07460,Pollença,971 86 46 21,Privada,120,www.seniorsresidencias.es/es/senior-residencia-mayores-pollenca,"39,892625","3,073210",15/10/2019
Residencia Ca's Notari,Calle,Pou Florit,52,07260,Porreres,971 16 66 76,Privada,42,casnotari.com,"39,515304","3,024266",10/07/2017
Residencia Social d'Ancians,Calle,Sala,15,07260,Porreres,971 64 73 52,Privada sin fin de lucro,25,,"39,517112","3,024637",05/05/2015
Residencia Sa Serra,Calle,Virot,9,07820,Sant Antoni de Portmany,971 17 77 03,Pública autonómica,94,,"38,964352","1,314263",05/04/2019
Seniors Sant Joan,Calle,Sant Joan,322,07240,Sant Joan,971 52 70 31,Privada,120,www.seniorsresidencias.es/es/seniors-residencia-mayores-sant-joan,"39,596407","3,047326",15/10/2019
Residencia geriátrica municipal de Sant Lluís,Calle,Primer Alcalde Pere Tuduri,73,07710,Sant Lluís,971 15 13 29 / 871 77 79 40,Pública local,26,www.hestiaalliance.org,"39,847613","4,257236",08/04/2019
Residencia de Can Blai,,Rotonda Carretera Sant Carles,s/n,07840,Santa Eulària des Riu,971 31 98 68,Pública autonómica,94,www.caib.es/govern/organigrama/area.do?lang=es&coduo=2653489,"38,989923","1,541061",23/04/2019
Sa Residencia - Casa Para Mayores,Carretera,Santa Eulalia,Km. 3.5,07840,Santa Eulària des Riu,971 93 24 40,Privada,114,www.saresidencia.es,"38,984729","1,535050",08/04/2019
Seniors Can Picafort,Calle,Residencia,1,07458,Santa Margalida,971 85 28 39,Privada,96,www.seniorsresidencias.es/es/senior-residencia-mayores-can-picafort,"39,762559","3,158752",15/10/2019
Residencia Hogar del Sol,Calle,Cuartel V,57,07320,Santa María del Camí,971 62 03 32,Privada,25,hogardelsol.es,"39,658300","2,752800",07/03/2018
Cas Metge Rei,Calle,del Sol,10,07320,Santa María del Camí,971 14 06 03,Pública local,42,,"39,646564","2,777806",04/04/2019
Residencia Santanyí,Calle,Bernat Vidal i Tomás,s/n,07650,Santanyí,971 65 39 84,Privada,120,serviger.es/centros/baleares/centro-serviger-en-santanyi/,"39,350181","3,134517",06/05/2015
Residencia Sor Francinaina Cirer,Calle,La Paz,4,07140,Sencelles,971 87 26 36,Privada,29,,"39,646408","2,895860",17/04/2019
Residencia Sineu,Calle,Quartera,2,07510,Sineu,971 52 09 51,Privada,25,www.residenciadesineu.com,"39,642466","3,010348",11/07/2013
Residencia Bell Entorn,Calle,18 de noviembre de 2005,4,07100,Sóller,971 63 87 19,Privada,160,www.residenciabellentorn.es,"39,770100","2,712370",05/04/2019
