"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Salamanca, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Casa asistida de personas mayores,Calle,Salas Pombo,18,37337,Cordovilla,923 36 35 18,Pública local,8,,"40,951204","-5,407383",13/09/2011
Residencia de mayores Nuevo Siglo,Calle,Montalvo,1,37120,Doñinos de Salamanca,923 33 04 40,Privada,57,www.residencianuevosiglo.es,"40,958475","-5,746564",26/04/2019
Residencia Casa Grande,Calle,Moros,10,37762,Escurial de la Sierra,923 44 20 86,Privada,20,,"40,617811","-5,957449",08/03/2018
Residencia San Antonio,Avenida,Salamanca,s/n,37419,Espino de la Orbada,923 36 04 01,Pública local,15,,"41,105345","-5,425322",08/03/2017
Residencia municipal San Marcos,Calle,Salas Pombo,2,37220,Fregeneda (La),923 52 11 22,Pública local,22,,"40,987973","-6,865998",09/09/2009
Residencia para mayores Santa Inés,Calle,Colón,35,37200,Fuente de San Esteban (La),923 44 09 43,Privada,77,www.residenciasabadengo.com/santa-ines/instalaciones.php,"40,800285","-6,256164",05/04/2019
Residencia Tomás Mateos,Paseo,de la Estación,s/n,37200,Fuente de San Esteban (La),923 44 09 43,Pública local,39,www.residenciasabadengo.com/tomas-mateos/instalaciones.php,"40,797318","-6,252685",10/04/2019
Residencia de personas mayores La Piedad,Calle,Santa Catalina,72,37540,Fuenteguinaldo,923 47 11 27,Pública local,40,,"40,425141","-6,674124",03/04/2019
Residencia de mayores San José,Calle,Larga,20,37291,Fuenteliante,923 50 63 81,Privada sin fin de lucro,34,,"40,873981","-6,573486",08/04/2019
Residencia de mayores San Isidro Labrador,Camino,Pedraza de Alba,1,37874,Gajates,625 97 57 08,Pública local,12,,"40,780150","-5,366478",07/07/2017
Vivienda Nuestra Señora de la Zarza,Travesía,Salas Pombo,s/n,37785,Galinduste,923 19 16 15,Pública local,12,,"40,661583","-5,538179",01/08/2013
Residencia municipal La Peregrina,Calle,San Juan,2,37810,Garcihernández,923 37 15 68,Pública local,16,,"40,861940","-5,434052",17/07/2017
Residencia La Asunción de Guijuelo,Calle,Galicia,11 - 17,37770,Guijuelo,923 58 00 10 / 923 15 80 61,Privada,76,,"40,557377","-5,668841",04/04/2019
La Laguna,Calle,Estación,s/n (esq. C/ San Luis),37230,Hinojosa de Duero,923 51 50 66,Pública local,40,,"40,986160","-6,790731",06/05/2015
Residencia municipal Rivera de Azaba,Calle,Fuente,7,37551,Ituero de Azaba,923 47 15 35,Pública local,22,,"40,488074","-6,692084",03/04/2019
Residencia Villa de Ledesma,Calle,Calzada de San Pedro,31,37100,Ledesma,923 57 05 69,Privada,64,www.residenciadeledesma.com,"41,087434","-5,999750",21/08/2017
Residencia municipal de Ledesma,Calle,Santiago,1,37100,Ledesma,923 57 02 10,Pública local,40,,"41,089547","-5,997560",28/10/2009
Centro residencial San José,Plaza,de España,5,37730,Ledrada,923 59 12 61,Pública local,20,www.clecemayores.com/es/residencia/51/san-jose-de-ledrada/,"40,469095","-5,722821",11/05/2015
Residencia de mayores La Mata,Carretera,de Guijuelo,4,37760,Linares de Riofrío,923 41 61 15 / 635 18 13 53,Privada,20,residencialamata.wordpress.com,"40,582629","-5,914650",06/06/2019
Residencia comarcal mixta de ancianos,Calle,Salegas,5,37760,Linares de Riofrío,923 41 63 40,Pública local,38,,"40,579569","-5,917089",14/07/2017
Residencia municipal Lumbrales,Calle,Residencia,s/n,37240,Lumbrales,923 51 22 83,Pública local,29,,"40,935626","-6,722942",08/04/2019
Residencia de ancianos Santa Rita,Calle,San Vicente de Paúl,1,37240,Lumbrales,923 51 22 33,Pública provincial,64,www.dipsanet.es/bienestarsocial/mayoresdiscapacidad/centrosresidenciales/santarita/,"40,934929","-6,722219",10/04/2019
Residencia de ancianos El Cerro,Carretera,de Anaya,s/n,37310,Macotera,923 55 50 37,Privada,47,,"40,833508","-5,280004",10/04/2019
Residencia Santa Ana,Plaza,Santa Ana,59,37310,Macotera,923 55 54 99,Pública local,23,,"40,829583","-5,289921",04/04/2019
Casa asistida para ancianos,Carretera,de Monleras,5,37171,Manzano (El),923 57 71 51,Pública local,10,,"41,173351","-6,288777",04/04/2019
Residencia municipal Peña de Francia,Avenida,Peña de Francia,4,37510,Martiago,923 48 72 47 / 608 53 02 90,Pública local,31,residenciamartiago.es,"40,453221","-6,488092",12/07/2017
Residencia de mayores Martín de Yeltes,Barrio,San Antonio,69,37494,Martín de Yeltes,923 44 02 38,Pública local,30,,"40,776073","-6,286710",04/04/2019
Residencia Cielo de Las Arribes,,Teso de los Caños,s/n,37251,Masueco,923 50 52 02,Pública local,35,,"41,200219","-6,590081",04/04/2019
Residencia municipal Marcos Sánchez,Calle,Cerezal,53 - B,37254,Mieza,923 52 34 87,Pública local,16,,"41,160799","-6,688179",10/02/2015
Residencia de mayores Arapiles,Carretera,de Béjar,Km. 6.600,37187,Miranda de Azán,923 28 87 35,Privada,180,residenciaarapiles.com,"40,893999","-5,664722",05/04/2019
Residencia de personas mayores de Montejo,Calle,Rey Felipe VI,19,37795,Montejo,923 16 73 99,Pública local,25,,"40,631424","-5,625822",06/04/2019
Vivienda tutelada San Blas,Calle,Castillo,4,37727,Montemayor del Río,923 43 10 78,Pública local,12,,"40,348504","-5,895113",03/09/2009
Residencia Virgen de Utrera,Calle,La Iglesia,10,37796,Mozárbez,923 37 39 02,Privada,86,,"40,858140","-5,651983",03/04/2019
Residencia de mayores Nuestra Señora de Navales,Calle,Revilla,s/n,37880,Navales,923 30 01 83,Pública local,12,,"40,786490","-5,481263",10/02/2015
Residencia Abadengo,Plaza,Mayor,12,37292,Olmedo de Camaces,923 50 60 19,Privada,24,,"40,878739","-6,622791",26/01/2015
Casa asistida de personas mayores,Carretera,de la Estación,s/n,37410,Pedroso de la Armuña (El),923 36 03 06,Pública local,11,,"41,079169","-5,402580",08/04/2019
Residencia de mayores Reto a la Esperanza,Carretera,de Madrid,Km. 88,37181,Pelabravo,923 30 65 70,Privada,28,,"40,937502","-5,579576",17/05/2019
Centro Residencial de Mayores de Peñaparda,Calle,Fuenteguinaldo,33,37523,Peñaparda,923 48 65 68,Pública local,16,,"40,323015","-6,668953",04/04/2019
Residencia Sagrado Corazón de Jesús y Patriarca San José,Carretera,de Madrid,1,37300,Peñaranda de Bracamonte,923 54 00 31 / 923 54 00 43,Privada,60,,"40,901914","-5,192253",04/04/2019
Residencia de personas mayores San Pedro,Calle,San Pedro,1,37300,Peñaranda de Bracamonte,923 54 15 11,Privada sin fin de lucro,111,,"40,897287","-5,203877",09/04/2019
Residencia de 3ª edad San Sebastián,Avenida,Felipe Benítez Barrueco,7,37175,Pereña de la Ribera,923 57 30 25,Pública local,29,,"41,237500","-6,523819",29/07/2011
Nuestra Señora de la Asunción,Calle,Hospital,2,37720,Puerto de Béjar,923 41 42 77,Privada,37,www.residencianuestrasenoradelaasuncion.org,"40,350087","-5,836819",10/04/2019
Residencia para personas mayores El Egido,Calle,Fray Martín de Robleda,6,37521,Robleda,923 49 10 45,Pública local,24,,"40,387953","-6,606866",03/08/2011
Residencia Cruz Bendita,Calle,Larga,9 - 11,37510,Sahugo (El),923 48 73 46,Pública local,26,,"40,415139","-6,542389",04/04/2019
Residencia de 3ª edad San Juan de Sahagún,Carretera,de Aldealengua,Km. 2,37003,Salamanca,923 18 22 64,Pública autonómica,133,,"40,969600","-5,634830",08/04/2019
Residencia Montevideo,Calle,Montevideo,1 - 13,37003,Salamanca,923 18 28 27,Privada,243,grupolimcasa.es/residencial-montevideo,"40,967886","-5,644438",01/08/2017
Sanitas Residencial Mevefares,Calle,Nueva Guinea,s/n,37003,Salamanca,923 18 69 40,Privada,75,www.sanitas.es/sanitasresidencial/residencias-mayores/residencia-mevefares,"40,971265","-5,644438",03/04/2019
Residencia de ancianos San Rafael,Calle,Zorita,2 - 12,37003,Salamanca,923 18 27 42,Privada,219,www.residenciasanrafael.com,"40,964774","-5,652352",15/05/2015
Residencia Madre de la Veracruz,Avenida,de la Merced,27,37005,Salamanca,923 24 06 21,Privada,118,www.madredelaveracruz.com,"40,977995","-5,662330",10/04/2019
Residencia Nuestra Señora de las Mercedes,Calle,Pollo Martín,37,37005,Salamanca,923 22 85 04,Privada sin fin de lucro,70,,"40,971386","-5,658856",04/04/2019
Hogar Los Rosales I,Calle,Pollo Martín,34 - 4º A,37005,Salamanca,923 25 60 32,Privada,12,,"40,971039","-5,658955",26/01/2015
Residencia Usera,Avenida,Salamanca,259 - 279,37005,Salamanca,923 24 06 21,Privada,76,www.ideainnovacion.com/residencia-usera-salamanca,"40,979327","-5,658650",16/04/2019
Asilo de ancianos - Hermanitas de los Pobres,Avenida,San Agustín,43 - 63,37005,Salamanca,923 22 08 90,Privada sin fin de lucro,110,,"40,978228","-5,659207",17/04/2019
Centro residencial Boni Mediero,Calle,de La Maragatería,31 - 33,37006,Salamanca,923 28 25 61,Privada,50,www.alzheimersalamanca.com,"40,983354","-5,666285",10/07/2017
Residencia Luisa y Nieves Fidalgo Morales,Calle,Hermanas Fidalgo Morales,43,37006,Salamanca,923 28 18 18,Privada,80,,"40,979539","-5,668977",03/04/2019
Residencia Santísima Trinidad,Paseo,de las Carmelitas,74,37007,Salamanca,923 26 93 00,Privada,53,www.fhgst.es,"40,967845","-5,668028",03/04/2019
Residencia asistida provincial,Calle,García Tejado,2 - 24,37007,Salamanca,923 21 62 02 / 923 21 62 06,Pública provincial,123,www.dipsanet.es/bienestarsocial/mayoresdiscapacidad/centrosresidenciales/residenciaasistida/,"40,964958","-5,670570",09/04/2019
Residencia Costa Zurguen,Calle,Corbacera,7,37008,Salamanca,923 19 16 16 / 923 19 17 04,Privada,59,,"40,945903","-5,670346",08/04/2019
Residencial La Vega,Avenida,Padre Ignacio Ellacuria,1,37008,Salamanca,923 19 42 66,Privada,226,www.residencialavega.com,"40,957016","-5,676502",08/04/2019
Casa asistida de 3ª edad,Calle,Primo de Rivera,64,37314,Salmoral,923 56 00 33,Pública local,8,,"40,799590","-5,221115",31/08/2011
Vivienda para la 3ª edad El Cristo del Cordero,Calle,El Noveno,47,37270,San Felices de los Gallegos,923 52 17 12,Pública local,12,,"40,848360","-6,707104",06/05/2015
Residencia de ancianos Las Azucenas,Calle,Arriba,s/n,37340,San Morales,923 36 32 56,Privada,39,www.residencialasazucenas.es,"40,992600","-5,501860",06/05/2015
Ballesol Salamanca,Avenida,Asturias,16,37900,Santa Marta de Tormes,923 20 12 34,Privada,149,ballesol.es/residencias-para-mayores-en-castilla-leon/ballesol-salamanca,"40,949932","-5,642356",04/04/2019
Residencial Santa Marta,Carretera,de Madrid,Km. 270,37900,Santa Marta de Tormes,923 13 10 55,Privada,194,www.residencialsantamarta.com,"40,949600","-5,639870",12/07/2017
Residencia Hijas de San Camilo,Carretera,de Madrid,163,37900,Santa Marta de Tormes,923 13 84 20,Privada sin fin de lucro,150,residenciasancamilo.org,"40,950221","-5,609777",03/04/2019
Residencia municipal de 3ª edad,Calle,Humilladero,43,37768,Santos (Los),923 59 21 91 / 923 59 21 77,Pública local,36,lossantos.es/servicios/residencia-de-mayores-los-santos,"40,546571","-5,795296",05/04/2019
Residencia La Inmaculada Concepción,Carretera,de Lumbrales,s/n,37257,Saucelle,923 51 34 04,Pública local,30,,"41,043900","-6,754080",07/05/2018
Residencia San Antonio de Padua,Plaza,Don Bonifacio,3,37892,Sieteiglesias de Tormes,923 37 12 76,Privada,23,www.residencisanantoniodepadua.com,"40,741580","-5,577568",22/07/2013
Residencia San Antonio de Padua II,Calle,Salas Pombo,29,37892,Sieteiglesias de Tormes,923 37 12 47,Privada,44,www.residenciasanantoniodepadua.com,"40,739999","-5,579981",20/11/2013
Residencia municipal Santo Cristo del Amparo,Plaza,del Ferial,s/n,37600,Tamames,923 44 94 30,Pública local,20,,"40,655501","-6,107676",17/07/2017
Residencia municipal San Antonio,Calle,Rondahermosa,s/n,37840,Tordillos,923 56 47 32,Pública local,21,,"40,853634","-5,350378",17/07/2017
Vivienda para personas mayores Luis González Huertos,Calle,Unamuno,19,37881,Valdecarros,923 38 32 30,Pública local,15,,"40,771623","-5,421419",26/01/2015
Residencia municipal San Sebastián,Calle,Salas Pombo,7,37799,Valdelosa,923 31 48 02,Pública local,19,,"41,172500","-5,782110",05/05/2015
Residencia Villamayor,Camino,Alto de los Villares,61,37185,Villamayor,923 28 98 25,Privada,72,www.sergesa.com/residencia-geriatrica-en-salamanca-villamayor-de-armuna,"40,999472","-5,683380",26/07/2017
Residencia Cibeles,Carretera,de Ledesma,Km. 3,37185,Villamayor,923 28 97 60,Privada,123,www.cibelesresidencia.com,"40,992000","-5,691890",03/04/2019
Residencia para mayores SAUVIA,Carretera,de Zamora,7,37184,Villares de la Reina,923 19 72 46,Privada,224,,"40,993765","-5,665486",05/04/2019
Residencia municipal San Cristóbal,Calle,Las Eras,35,37160,Villarino de los Aires,923 57 30 01,Pública local,48,,"41,267417","-6,466326",10/04/2019
Residencia municipal Nuestra Señora de los Reyes,Calle,La Torre,s/n,37150,Villaseco de los Reyes,923 57 51 19,Pública local,11,www.asdecoba.org,"41,160278","-6,186785",18/06/2015
Residencia Villaverde,Carretera,Nacional 620,Km. 221.5,37428,Villaverde de Guareña,923 17 00 77,Privada,98,www.residenciavillaverde.es,"41,068681","-5,536993",10/07/2017
Fundación Benéfica Virgen de los Caballeros,Calle,Conejal,15,37260,Villavieja de Yeltes,923 51 94 90,Privada,30,,"40,874332","-6,464760",05/04/2019
Residencia San Sebastián,Calle,La Cuesta,7,37258,Vilvestre,923 52 47 86,Privada,40,,"41,106419","-6,726643",12/07/2013
Residencia S. Coop. Geriátrica de Vitigudino,Calle,Reguerita,9,37210,Vitigudino,923 52 00 78,Privada,25,,"41,006828","-6,436643",09/04/2019
Residencia municipal de Vitigudino,Calle,San Roque,45,37210,Vitigudino,923 50 06 69,Pública local,39,,"41,011011","-6,434724",04/04/2019
Residencia de mayores San Miguel,Calle,de la Cárcel,s/n,37408,Zorita de la Frontera,923 53 31 05,Pública local,7,,"41,013327","-5,197199",14/12/2018
