"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Málaga, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia Girasol,Calle,Las Viñas,56 - Los Pacos,29640,Fuengirola,952 66 33 10,Privada,35,www.residenciagirasol.com ; residenciagirasol.es,"36,564109","-4,619272",14/07/2017
Centro residencial Fonserrana,Calle,Fosforito,1,29520,Fuente de Piedra,952 73 62 60,Privada,106,fonserrana.com/residencia-fuente-de-piedra/,"37,137911","-4,737105",10/07/2017
DomusVi Sierra de las Nieves,Calle,La Loma,s/n,29108,Guaro,952 45 77 15 / 952 45 78 38 / 952 45 78 38,Pública local,126,www.domusvi.es/residencia-mayores-malaga-marbella-sierra-de-las-nieves,"36,658730","-4,834709",03/04/2019
Residencia municipal de Humilladero,,Plazoleta,s/n,29531,Humilladero,679 04 37 83 / 951 19 97 92,Pública local,19,fonserrana.com/residencia-humilladero/,"37,109864","-4,699938",19/07/2017
Asilo de Ancianos - Hermanitas de los Pobres,Calle,Fortuny,3,29002,Málaga,952 34 53 12,Privada sin fin de lucro,66,,"36,711218","-4,430454",08/05/2015
Edad de Oro Residencia para Mayores,Calle,Río Gévora,5 - 1º 2,29002,Málaga,952 35 01 04,Privada,22,www.residenciasedaddeoro.com,"36,707312","-4,437345",16/09/2017
Centro Residencial Madre Carmen,Calle,Frigiliana,12,29003,Málaga,952 33 93 49,Privada sin fin de lucro,79,,"36,696822","-4,446544",08/07/2017
"Residencia Guadalmar, S. A.",Calle,Castellón de la Plana,11 - Urb. Guadalmar,29004,Málaga,952 23 45 31,Privada,39,www.residenciaguadalmar.com,"36,666224","-4,458330",08/04/2019
Residencia para mayores Mari Carmen,Calle,Guadalquivir,30 - Urb. Guadalmar,29004,Málaga,952 24 01 54,Privada,16,,"36,669416","-4,462112",20/05/2010
Centro Asistencial Castilla,Calle,Castilla,11,29007,Málaga,952 61 47 53 / 952 28 14 34,Privada,33,www.centroasistencialcastilla.com,"36,722102","-4,453335",12/04/2019
Ballesol San Carlos,Calle,Corregidor Jerónimo Valenzuela,3,29007,Málaga,952 04 09 99,Privada,160,ballesol.es/residencias-para-mayores-en-andalucia/ballesol-san-carlos,"36,715856","-4,452524",04/04/2019
Centro Residencia Sol,Calle,Gómez Ocaña,16,29007,Málaga,952 30 13 00,Privada,15,,"36,721769","-4,451871",11/02/2013
Vivienda tutelada Santa Teresa,Calle,Zaragueta,14,29007,Málaga,952 10 03 23,Privada,,,"36,720879","-4,452122",01/02/2013
Centro asistencial para la 3ª edad Diplomado David Galván,Calle,Diego de Vergara,6,29009,Málaga,952 30 67 48 / 952 28 77 55,Privada,10,,"36,722008","-4,434363",05/04/2019
Residencia La Divina Misericordia,Avenida,Carlos Haya,146,29010,Málaga,952 30 70 76,Privada,31,ladivinaresidencia.com,"36,723610","-4,453971",07/07/2017
Vitalia Teatinos,Calle,Juan de Robles,67,29010,Málaga,951 26 40 24,Privada,162,www.vitaliahome.es/project/teatinos/,"36,721013","-4,467505",13/11/2018
Centro Geriátrico Sagrada Familia,Calle,Pérez de Palencia,3 - 5,29010,Málaga,952 30 58 48,Privada,42,www.residenciasagradafamilia.com,"36,724524","-4,451332",04/04/2019
Ballesol Teatinos,Avenida,Plutarco,59 - 61,29010,Málaga,952 62 99 40,Privada,174,ballesol.es/residencias-para-mayores-en-andalucia/ballesol-teatinos,"36,721625","-4,478415",03/04/2019
Hogar de Nuestra Señora de los Ángeles,Calle,Arroyo de los Ángeles,s/n,29011,Málaga,952 30 53 00,Privada sin fin de lucro,48,www.hogarangeles.es,"36,732814","-4,440760",24/10/2017
Centro Residencial Nuestra Señora de los Ángeles II,Calle,Arroyo de los Ángeles,s/n,29011,Málaga,952 30 53 00,Privada sin fin de lucro,48,,"36,732814","-4,440760",12/05/2015
Hotel Residencia Caren,Camino,de Colmenar,Km. 555,29013,Málaga,952 25 22 71,Privada,28,www.residencia-caren.com,"36,766830","-4,404459",11/07/2017
Centro asistencial San Juan de Dios - Unidad psicogeriátrica,Carretera,de Casabermeja,126,29014,Málaga,952 25 05 50,Privada sin fin de lucro,108,www.sanjuandedios-oh.es,"36,757369","-4,425496",24/07/2017
Residencia Donegal,Avenida,Juan Grande,9,29014,Málaga,952 26 99 99 / 649 11 10 65,Privada,26,www.residenciadonegal.com,"36,755678","-4,424670",23/04/2019
Centro Residencial Nuestra Señora del Sagrado Corazón,Calle,San Juan Bosco,41,29014,Málaga,952 25 61 50,Privada sin fin de lucro,84,www.hhscjmalaga.org/opencms/opencms/pie/contacto/,"36,733435","-4,422166",17/04/2019
Centro residencial Padre Benito Menni,Calle,San Juan Bosco,41,29014,Málaga,952 25 61 50,Privada sin fin de lucro,110,www.hhscjmalaga.org,"36,733435","-4,422166",17/04/2019
Residencia El Limonar,Calle,de la Era,2,29016,Málaga,952 06 19 80,Privada,135,orpea.es/centros-residencias/residencia-ancianos-malaga-el-limonar,"36,732750","-4,397526",17/07/2017
Residencia Doña Emilia,Calle,Fernández Shaw,20,29017,Málaga,952 29 28 92 / 652 05 15 85,Privada,14,www.facebook.com/ResidenciaEmilia,"36,723888","-4,373484",16/07/2013
Centro residencial Carmen Mena,Calle,Islas Baleares,17,29017,Málaga,952 29 83 48,Privada,20,www.residenciacarmenmena.com,"36,725198","-4,356103",10/04/2019
Centro residencial Resimar,Calle,Manuel del Palacio,33,29017,Málaga,952 29 68 17 / 952 29 16 98,Privada,34,,"36,725464","-4,367339",13/07/2017
Residencia de ancianos Octavio Picón,Calle,Mariano de Cavia,55,29017,Málaga,952 29 20 30 / 952 29 50 61,Privada,22,www.residencialabiznaga.com/quienessomos2.html,"36,723280","-4,367941",20/07/2017
Residencia Virgen de Belén,Calle,Mariano de Cavia,18,29017,Málaga,952 29 62 56,Privada,56,residenciavirgendebelen.es.tl,"36,723439","-4,371732",18/05/2015
Centro Residencial San Antonio,Calle,Navarra,3,29017,Málaga,952 29 11 43 / 952 20 26 68,Privada,37,,"36,725605","-4,359368",05/04/2019
Centro residencial Élite,Calle,Picos de Europa,23,29017,Málaga,952 29 55 79,Privada,36,residenicapinaresdesanantonn.com/centro-residencial-elite,"36,724008","-4,354557",05/04/2019
Residencia Pinares de San Antón,Calle,Amaranto,10 - Urb. Pinares de San Antón,29018,Málaga,952 20 43 92,Privada,31,www.residenciapinaresdesananton.com,"36,727598","-4,365894",10/04/2019
Residencia San Juan de Ávila,Calle,Arcángeles,18,29018,Málaga,952 29 71 95,Privada,,,"36,726108","-4,379287",11/02/2013
Residencia para personas mayores El Palo,Calle,Camelias,6,29018,Málaga,951 04 56 00,Pública autonómica,147,,"36,727908","-4,364977",03/04/2019
Ballesol Cerrado de Calderón,Calle,Cueva de la Pileta,17 - Urb. Cerrado de Calderón,29018,Málaga,952 20 76 69,Privada,142,ballesol.es/residencias-para-mayores-en-andalucia/ballesol-cerrado-de-calderon,"36,728379","-4,382454",08/04/2019
Centro residencial La Biznaga,Calle,Fernandez Shaw,59,29018,Málaga,952 20 02 00,Privada,25,www.residencialabiznaga.com/quienessomos1.html,"36,726527","-4,372014",20/07/2017
Centro residencial Málaga Mayor,Calle,Frailes Cartujos,6,29018,Málaga,952 20 61 94,Privada,28,www.residenciamalagamayor.com,"36,721471","-4,352845",23/04/2019
Centro Residencial Grandevita,Calle,José María Alonso,38 (Lomas de San Antón),29018,Málaga,951 10 04 10,Privada,75,www.grandevita.es,"36,731386","-4,359680",17/07/2017
Residencia asistida San Agustín,Calle,Reino de León,6,29018,Málaga,952 29 16 53 / 952 20 41 70,Privada,36,www.residenciasanagustin.net,"36,726863","-4,358290",10/04/2019
Centro Asistencial 3ª edad Nuestra Señora Virgen del Rocío,Calle,Reino de León,18,29018,Málaga,952 29 45 71,Privada,14,,"36,725865","-4,358397",04/04/2019
Residencia Juan González,Carretera,de Coín,85,29140,Málaga,952 62 17 36,Privada sin fin de lucro,61,www.fundacionlaesperanzaebs.org,"36,662186","-4,501673",07/07/2017
Residencia Monsalve,Calle,Mercedes Formica,89,29140,Málaga,952 43 50 03,Privada sin fin de lucro,48,,"36,657602","-4,502890",04/04/2019
Residencia El Buen Samaritano,Calle,Preste Juan de las Indias,s/n,29140,Málaga,952 62 26 62,Privada sin fin de lucro,100,,"36,668600","-4,509730",14/07/2017
Residencia Vista Hermosa,Calle,Garibaldi,5 - Bª Puerto de la Torre,29190,Málaga,952 43 91 51,Privada,29,rvistahermosa.es,"36,746367","-4,481605",06/07/2017
Centro residencial Gaditana,Calle,Junta de los Caminos,52,29190,Málaga,952 10 11 06,Privada,16,,"36,760806","-4,497168",01/05/2019
Centro residencial San Agustín II,Calle,Malva,3 - Puerto Sol,29190,Málaga,952 43 20 74,Privada,25,www.residenciasanagustin.net,"36,743188","-4,492683",09/04/2019
Residencia Las Violetas,Calle,Poeta Ludovico Ariosto,4 - Bª Puerto de la Torre,29190,Málaga,952 43 22 85,Privada,15,www.residencialasvioletas.es,"36,745593","-4,486070",04/05/2018
Residencia de Mayores Puertosol,Calle,Poeta Ludovico Ariosto,27 - Bª Puerto de la Torre,29190,Málaga,952 10 01 82,Privada,,www.residenciapuertosol.es,"36,744517","-4,869860",04/05/2018
Centro residencial Santa Isabel,Calle,Soliva del Cañaveral,24 - Bª Puerto de la Torre,29190,Málaga,952 43 83 22,Privada,67,www.residenciasantaisabel.com,"36,739038","-4,488063",16/07/2017
Vivienda de mayores Marbella,Avenida,Antonio Bellón,13,29600,Marbella,951 96 85 43,Pública local,3,,"36,507828","-4,888276",11/04/2019
El Carmen,Calle,Austria,9 - 10 - Urb. La Cantera,29602,Marbella,952 77 45 55,Privada,59,www.residenciaelcarmen.com,"36,521329","-4,893222",08/04/2019
Seniors Marbella,Calle,Gavia,s/n - Urb. Alicate Playa,29604,Marbella,952 83 88 06 / 952 83 37 68,Privada,57,www.seniorsresidencias.es/es/seniors-residencia-mayores-marbella,"36,502159","-4,816137",03/04/2019
Málaga DomusVi Azalea,Calle,Ana de Austria,s/n - Urb. Azalea Beach,29660,Marbella,952 90 62 17,Privada,134,www.domusvi.es/residencia-mayores-malaga-marbella-azalea,"36,484959","-4,972614",30/04/2019
Orpea Puerto Banús,Calle,Los Granados,s/n - Urb. Playas Españolas - Puerto Banús,29660,Marbella,952 90 89 00,Privada,166,orpea.es/centros-residencias/residencia-ancianos-puerto-banus-marbella,"36,493079","-4,950208",22/02/2018
Vivienda tutelada de mayores,Calle,San Javier,9 - bajo C y D,29660,Marbella,952 78 56 46 / 952 78 37 28,Pública local,,,"36,485298","-4,993959",29/11/2018
Vivienda tutelada de mayores de San Pedro de Alcántara,Calle,Marqués de Estella,25 - blq. 7 bajo B,29670,Marbella,952 78 85 26 / 952 77 50 63,Pública local,5,,"36,489012","-4,993833",21/08/2009
Vivienda tutelada para personas mayores,Urbanización,Doña Pilar,42,29650,Mijas,952 59 11 02,Privada,,,"36,576511","-4,640841",02/02/2017
"Residencia Villa Alhamar, S. L.",Calle,Higuera,3 - 4 - Urb. El Lagarejo,29651,Mijas,952 66 61 14,Privada,78,www.residenciavillaalhamar.com,"36,555746","-4,628150",05/04/2019
Casa Residencia Hermanas del Buen Samaritano,Calle,Buganvillas,19,29780,Nerja,952 52 72 64,Privada sin fin de lucro,59,,"36,762362","-3,875691",10/04/2019
Residencia Málaga,Carretera,de Macharaviaya,5 - Urb. Añoreta Golf,29720,Rincón de la Victoria,952 03 26 36,Privada,148,orpea.es/centros-residencias/centro-dia-residencia-ancianos-malaga,"36,731136","-4,242795",20/05/2019
Viviendas tuteladas Serramar,Calle,Eduardo Marquina,17,29720,Rincón de la Victoria,625 46 78 08,Privada,,,"36,719993","-4,304118",31/01/2017
Centro residencial para personas mayores BOFER,Calle,Palo Mayor,4,29720,Rincón de la Victoria,952 40 88 49,Privada,,,"36,720460","-4,311048",11/02/2013
Vivienda tutelada María Inmaculada,Calle,Violeta,8,29720,Rincón de la Victoria,952 97 18 31,Privada,10,www.casamariainmaculada.com,"36,720868","-4,278522",10/07/2017
Centro residencial Almudena,Calle,Galicia,3 - 5 - Urb. Lo Cea,29730,Rincón de la Victoria,952 40 39 69,Privada,43,www.centroresidencialalmudena.com,"36,716960","-4,268516",08/04/2019
Centro residencial Casa El Carmen,Calle,La Corta,51,29730,Rincón de la Victoria,951 92 11 40,Privada,22,,"36,717098","-4,282411",04/06/2019
Residencia Los Milagros,Calle,Rosal,23 - Urb. Cotomar,29730,Rincón de la Victoria,952 97 05 95,Privada,74,,"36,720156","-4,276080",05/05/2015
Residencia de personas mayores Hermanitas de los Pobres,Avenida,del Poeta Rilke,2 - B,29400,Ronda,952 87 15 97,Privada sin fin de lucro,76,,"36,744789","-5,168910",12/04/2019
Residencia Monseñor Parra Grossi,Calle,Jerez,23,29400,Ronda,952 87 23 40,Privada,110,www.auraandalucia.es/ficha-centro/16/aura-parra-grossi/,"36,746551","-5,168660",10/04/2019
Centro Residencial Geroclinic,Calle,Ollerías,17 - 19,29400,Ronda,952 87 56 50,Privada,52,www.geroclinic.es,"36,747045","-5,166708",04/04/2019
Seniors Ronda,Carretera,Ronda-El Burgo,Km. 3 (Finca La Molinilla),29400,Ronda,952 16 12 88,Privada,180,www.seniorsresidencias.es/es/seniors-residencia-mayores-ronda,"36,762801","-5,114548",09/04/2019
Residencia Las Gaviotas,Avenida,de la Riviera,54 - Urb. Los Álamos,29620,Torremolinos,952 38 87 91,Privada,,www.residencialasgaviotas.com,"36,643729","-4,484013",16/07/2013
Residencia San Carlos,Avenida,del Carmelo,14,29620,Torremolinos,952 38 00 33,Privada sin fin de lucro,49,www.sancarlosresidencia.com,"36,612663","-4,508846",05/04/2019
Centro Residencial Virgen de la Victoria,Calle,Obispo Juan Martínez,9,29620,Torremolinos,952 38 98 79 / 609 16 13 42,Privada,24,www.centrovirgendelavictoria.com,"36,641939","-4,499095",14/05/2015
Residencia Los Olivos,Calle,Pinocho,6 - Urb. El Pinillo,29620,Torremolinos,952 37 63 51 / 652 40 48 69,Privada,16,www.residencialosolivos.com/,"36,609943","-4,517770",21/08/2009
Residencia geriátrica El Pinar,Calle,Sierra Montánchez,25 - 27 - Urb. El Pinar,29620,Torremolinos,952 38 23 76,Privada,21,,"36,637342","-4,500383",12/04/2019
Residencia de mayores Los Arrayanes,Calle,Sistema Ibérico,48 - Urb. Los Álamos,29620,Torremolinos,952 38 05 18 / 952 37 29 88 / 625 44 65 52,Privada,14,residencialosarrayanes.com,"36,644403","-4,487401",04/04/2019
Residencia de mayores San José de la Montaña,Calle,Madre Petra,6,29240,Valle de Abdalajís,952 48 90 72,Privada sin fin de lucro,75,,"36,933865","-4,680691",08/04/2019
Vivienda tutelada Santa Rita de Casia,Calle,Abandolá,"2 - planta 2, puerta A1",29700,Vélez-Málaga,653 14 44 24,Privada,,,"36,776806","-4,103088",03/02/2017
Seniors Vélez-Málaga,Calle,Alcalde Santiago Valle,49,29700,Vélez-Málaga,952 50 05 15,Privada,200,www.seniorsresidencias.es/es/seniors-residencia-mayores-velez-malaga,"36,770671","-4,098448",10/04/2019
Residencia Reina,Calle,Triana,s/n,29700,Vélez-Málaga,951 32 13 03 / 951 16 74 74,Privada,70,www.residenciareina.com,"36,824685","-4,158244",09/04/2019
Centro Residencial Casa Klein,Camino,Viejo de Málaga,29,29700,Vélez-Málaga,952 50 21 30,Privada,20,www.casaklein.com,"36,763874","-4,111327",25/07/2017
Seniors Torre del Mar,Calle,Los Alcornocales,s/n - Urb. Cortijo Giner,29740,Vélez-Málaga,951 28 50 52,Privada,240,www.seniorsresidencias.es/es/seniors-residencia-mayores-torre-del-mar,"36,754078","-4,086112",28/07/2017
Residencia Torremar,Calle,Ruta de los Carboneros,42,29740,Vélez-Málaga,952 96 53 70,Privada,64,,"36,751897","-4,096695",11/05/2015
Centro residencial Monte Azul,Urbanización,Monte Azul,7,29749,Vélez-Málaga,952 55 65 93,Privada,20,www.residenciamonteazul.es,"36,725189","-4,139967",08/05/2015
Residencia Caleta del Sol,Calle,Loja,82,29751,Vélez-Málaga,952 51 10 07,Privada,24,www.residenciacaletadelsol.com,"36,753057","-4,066770",03/04/2019
Centro Residencial Victoria,Urbanización,Colina Soleada,parcela 34,29790,Vélez-Málaga,952 51 40 47,Privada,31,,"36,720691","-4,180670",07/05/2018
Centro Residencial Panorama II,Calle,Magnolia,14,29790,Vélez-Málaga,952 51 48 17 / 655 01 54 55,Privada,,,"36,717442","-4,220562",30/10/2018
Centro Residencial Sanysol,Calle,Ruta de las Pasas,21,29790,Vélez-Málaga,952 54 50 54,Privada,144,www.sanysol.es,"36,753074","-4,093783",04/04/2019
Residencia de Mayores Almina,,Finca Viñuela Baja,s/n,29310,Villanueva de Algaidas,952 74 31 48 / 615 63 38 59,Privada sin fin de lucro,30,www.residenciademayoresalmina.com,"37,178877","-4,458840",02/05/2019
Centro residencial El Paraíso,Calle,Granada,18,29310,Villanueva de Algaidas,952 74 30 06 / 678 32 94 90,Privada,26,www.residenciadeancianoselparaiso.com,"37,185577","-4,449739",11/05/2015
Vivienda tutelada La Casa de la Fuente,Calle,Málaga,18,29310,Villanueva de Algaidas,952 57 70 85,Privada,10,www.lacasadelafuente.wix.com/viviendas-tuteladas ; www.facebook.com/lacasadelafuente/,"37,188170","-4,451195",06/07/2017
Centro Residencial Villanueva del Rosario,Urbanización,Jardines del Rosario,s/n,29312,Villanueva del Rosario,951 70 04 43 / 952 74 22 63,Pública local,29,,"37,000800","-4,366757",11/07/2013
Residencia Nuestra Señora de los Dolores,Calle,Hierbabuena,2,29313,Villanueva del Trabuco,952 75 14 81,Pública local,45,www.clecemayores.com/es/residencia/47/nuestra-senora-de-los-dolores/,"37,026474","-4,332864",09/04/2019
