"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Santa Cruz de Tenerife, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Hospital de la Inmaculada Concepción,Calle,Cologán,19,38400,Puerto de la Cruz,922 38 38 31 / 922 38 19 58 / 645 09 97 64,Privada,67,fundacionhospitaldelainmaculada.org,"28,416016","-16,533915",17/04/2019
Fundación Hogar Santa Rita II,Carretera,General Las Dehesas,128,38400,Puerto de la Cruz,922 38 95 32,Privada,522,www.fundacionhogarsantarita.org,"28,402900","-16,564700",07/05/2018
Casa Posada Hermano Pedro - HH. Franciscanos de Cruz Blanca,Calle,Iriarte,8,38400,Puerto de la Cruz,922 38 16 08,Privada,24,www.fundacioncruzblanca.org/fundacion-cruzblanca/voluntariado-casa-familiar-puerto-cruz.php,"28,413395","-16,545153",13/04/2019
Miniresidencia Las Adelfas,Calle,Tigalete,2 - Urb. Las Adelfas,38400,Puerto de la Cruz,922 29 41 80 / 922 37 46 83,Privada,26,,"28,405514","-16,564813",06/05/2019
Residencia de tercera edad de Puntagorda,Camino,del Pinar,9 - A,38789,Puntagorda,922 48 78 08,Pública local,28,,"28,770506","-17,978698",15/05/2015
Residencia de Mayores Puntallana,Calle,Cruz Herrera,16,38715,Puntallana,922 43 06 23,Pública local,29,,"28,752365","-17,753370",04/04/2019
Centro Sociosanitario Nuestra Señora del Carmen,Calle,Piloto,82,38410,Realejos (Los),922 35 56 08,Pública local,60,geriatricoscanarias.com,"28,385894","-16,582487",08/04/2019
Hogar de Ancianos San Andrés y Sauces,Carretera,Comarcal 830,margen izquierdo,38720,San Andrés y Sauces,922 45 12 77,Pública local,16,sanandresysauces.es/servicios-sociales/residencia-de-mayores-hogar-de-ancianos,"28,806467","-17,774368",10/07/2017
Hospital Nuestra Señora de Los Dolores,Urbanización,El Gramal,s/n,38108,San Cristóbal de La Laguna,922 23 91 00,Pública local,99,www.iass.es/centros/2127-hospital-nuestra-sra-de-los-dolores,"28,449076","-16,308912",25/07/2017
Hogar Virgen Poderosa,Calle,Nava y Grimón,28,38201,San Cristóbal de La Laguna,922 63 22 27,Privada sin fin de lucro,29,,"28,489652","-16,313190",07/07/2017
Hogar Santísimo Cristo de La Laguna,Calle,Viana,64,38201,San Cristóbal de La Laguna,922 25 22 47,Privada sin fin de lucro,115,,"28,491954","-16,313118",10/07/2017
AMAVIR Tejina,Camino,Palenzuela,37,38260,San Cristóbal de La Laguna,922 54 67 50,Pública local,76,www.amavir.es/residencia-de-ancianos-tenerife-amavir-tejina-santa-cruz,"28,533596","-16,370415",15/04/2019
El Jardín del Abuelo,Calle,Finca del Cura,3,38291,San Cristóbal de La Laguna,922 25 00 50,Privada,16,,"28,468164","-16,324353",26/04/2018
Centro Sociosanitario San Juan de la Rambla,Calle,El Rosario,s/n,38420,San Juan de la Rambla,922 36 00 15 / 922 35 05 71,Pública local,36,www.residenciasanjuandelarambla.com,"28,395113","-16,628445",07/09/2017
Residencia de 3ª edad Inmaculada,Calle,Profesor Armas Fernández,4,38800,San Sebastián de la Gomera,922 14 51 71,Pública local,30,,"28,091738","-17,112672",30/07/2017
Residencia de ancianos Santa Cruz de la Palma,Camino,de la Dehesa,Km. 2,38700,Santa Cruz de la Palma,922 41 84 15 / 922 41 81 26,Pública local,200,,"28,696600","-17,769900",04/04/2019
Hospital geriátrico Nuestra Señora de los Dolores,Calle,San Vicente de Paúl,1,38700,Santa Cruz de la Palma,922 42 32 04,Pública local,150,,"28,686195","-17,763224",04/04/2019
AMAVIR Santa Cruz,Calle,América Gonzales,s/n - Urb. Ifara,38004,Santa Cruz de Tenerife,922 28 48 43,Privada,178,www.amavir.es/residencia-de-ancianos-santa-cruz-de-tenerife-amavir-santa-cruz,"28,479177","-16,255980",07/07/2017
Residencia de 3ª edad Virgen de Begoña III,Calle,Costa y Grijalba,30,38004,Santa Cruz de Tenerife,922 10 04 97,Privada,24,,"28,470184","-16,258715",09/07/2017
Centro sociosanitario Santa Cruz,Calle,Galcerán,10,38004,Santa Cruz de Tenerife,922 24 56 57,Pública local,158,www.aeromedica.com,"28,464111","-16,282725",05/04/2019
Centro residencial Mirador de Ifara,Calle,Mercedes Machado,1,38004,Santa Cruz de Tenerife,922 01 24 00,Privada,184,www.miradordeifara.com,"28,479245","-16,257225",05/04/2019
Residencia de tercera edad Virgen de Begoña I,Rambla,Santa Cruz,93,38004,Santa Cruz de Tenerife,922 27 78 38,Privada,40,,"28,473469","-16,254658",04/04/2017
Hospital Febles Campos,Calle,Domingo J. Manrique,2,38006,Santa Cruz de Tenerife,922 84 33 00,Pública local,267,www.iass.es/iass/DEFAULT/detalles-centro.jsp?DS128.step=3&DS128.PROID=157641&refPage=centros-mayores-atencion-residencial.jsp&refObj=326785,"28,469261","-16,267816",28/08/2013
Hogar Nuestra Señora de la Candelaria,Calle,Poeta Ramón Gil Roldán,3,38006,Santa Cruz de Tenerife,922 27 04 10,Privada sin fin de lucro,97,,"28,468539","-16,267232",31/10/2012
Residencia de tercera edad Virgen de Begoña II,Calle,Juan de Miranda,10,38007,Santa Cruz de Tenerife,922 20 05 48,Privada,36,,"28,465550","-16,265141",04/04/2017
Residencia Concha Castro,Calle,Adeje,35- Bº de la Salud Alto,38008,Santa Cruz de Tenerife,922 21 24 00,Privada sin fin de lucro,78,residenciaconchacastro.com,"28,473790","-16,277807",08/04/2019
ISABA Casa de Mayores,Calle,Andrés Orozco Batista,20 - Vistabella,38009,Santa Cruz de Tenerife,922 65 79 45 / 922 65 70 98,Privada,26,casamayores.com,"28,465389","-16,281242",04/04/2019
Hogar de Mayores Virgen de Candelaria,Carretera,de Santa Cruz a La Laguna,74 - Vistabella,38009,Santa Cruz de Tenerife,922 64 39 39 / 659 37 08 02,Privada,24,residenciacandelaria.wordpress.com/introduccion/,"28,464114","-16,282738",08/04/2019
Residencia de la 3ª Edad San Pancracio Vistabella,Carretera,General de Santa Cruz a La Laguna,61,38009,Santa Cruz de Tenerife,922 66 24 24,Privada,28,www.residenciavistabella.com,"28,463541","-16,282802",12/07/2017
Hogar de mayores Santa María de la Ascensión,Calle,San Felipe,5 - Urb. Tristán,38009,Santa Cruz de Tenerife,922 21 91 81,Privada,19,hogardemayorestenerife.com,"28,458509","-16,277832",31/10/2012
Centro de mayores Toki Eder,Carretera,Santa Cruz a La Laguna,48 - El Ramonal,38009,Santa Cruz de Tenerife,922 64 38 56,Privada,22,centromayorestokieder.com,"28,461302","-16,282121",08/04/2019
Residencia de mayores de Ofra,Calle,Santa María Soledad,12,38010,Santa Cruz de Tenerife,922 64 63 99 / 922 64 62 51 / 922 65 50 00,Pública local,172,www.iass.es/iass/DEFAULT/detalles-centro.jsp?DS128.step=3&DS128.PROID=157649&refPage=centros-mayores-atencion-residencial.jsp&refObj=326785,"28,456791","-16,288928",11/04/2019
Centro sociosanitario Acorán,Calle,Mayantigo,4,38111,Santa Cruz de Tenerife,922 68 81 80,Privada,39,www.acoran-tenerife.com,"28,417368","-16,303279",17/07/2019
Centro sociosanitario Santa Úrsula,Carretera,Nueva de Corujera,104,38390,Santa Úrsula,922 30 48 98,Pública local,60,geriatricoscanarias.com/centros/centro-sociosanitario-santa-ursula/,"28,412799","-16,500149",04/04/2019
Hogar Santa Gema,Calle,Catalina Lorenzo Cáceres,11,38436,Santiago del Teide,922 86 36 64,Pública local,24,www.residenciahogarsantagema.blogspot.com,"28,293186","-16,814566",09/04/2019
Casa de acogida Madre del Redentor,Calle,Padre Julián de Armas,9 - 14,38360,Sauzal (El),922 57 03 00,Privada,112,www.madredelredentor.com/madre-del-redentor/,"28,477572","-16,434849",08/04/2019
Residencia geriátrica Nuestra Señora de la Luz,,Placeta de la Constitución,6,38470,Silos (Los),922 84 00 51,Pública local,32,,"28,365552","-16,814853",09/04/2019
Casa de acogida Familia Quesada Sánchez,Calle,El Patronato,3,38350,Tacoronte,922 97 17 16,Privada,86,www.geron.es/residencia/residencia-de-mayores-tacoronte-tenerife,"28,478185","-16,411818",10/07/2017
Residencia de 3ª edad Tazacorte,Carretera,del Puerto,2,38770,Tazacorte,922 48 10 01 / 636 12 02 69,Pública local,14,,"28,644358","-17,933758",16/08/2017
Residencia Jardines de San Marcos,Carretera,de Toscas Portezuelo,88,38292,Tegueste,922 15 02 96 / 922 54 46 02,Privada,46,www.residenciasanmarcos.com,"28,520806","-16,353641",15/04/2019
Vivienda tutelada Nuestra Señora de los Reyes,Calle,La Alameda,4,38870,Valle Gran Rey,922 80 53 93,Pública local,17,,"28,094907","-17,335643",07/08/2013
Centro Sociosanitario Echedo,,Echedo,s/n,38900,Valverde,922 55 17 81,Pública local,52,www.elhierro.es/rsidencias,"27,831846","-17,922870",06/05/2019
