"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Guadalajara, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia La Alameda,Calle,Postas,4,19200,Azuqueca de Henares,949 27 75 33,Pública autonómica,120,www.amavir.es/residencia-de-mayores-la-alameda,"40,572896","-3,257048",02/04/2019
Residencia de Mayores Virgen de la Peña,Avenida,de Madrid,21,19400,Brihuega,949 28 02 47 / 949 28 05 38,Privada,128,,"40,763355","-2,872241",19/04/2018
Residencia Virgen de Fátima,Calle,Nuestra Señora de la Peña,1,19400,Brihuega,949 28 12 03,Privada,22,,"40,758812","-2,870407",05/04/2019
Vivienda de Mayores La Dulzura,Calle,Donantes de Sangre,15,19133,Budia,949 28 35 11,Pública local,10,,"40,628164","-2,756090",24/04/2018
Residencia de mayores El Parque,Calle,Río Duero,40,19171,Cabanillas del Campo,949 33 77 75,Privada,134,www.residenciaelparque.es,"40,632015","-3,236842",23/07/2009
Residencial - Casa Tutelada Las Jaras,Calle,Zalagarda,7,19171,Cabanillas del Campo,949 32 40 31,Privada,8,,"40,641420","-3,235172",28/06/2006
Vivienda Tutelada de Mayores de Cantalojas,Calle,Egido,s/n,19275,Cantalojas,949 30 30 22,Pública local,10,,"41,232494","-3,246213",31/12/2017
Vivienda Municipal de Mayores,Travesía,de la Soledad,s/n,19170,Casar (El),949 33 55 58,Pública local,10,,"40,703553","-3,427418",15/04/2019
Residencia Geriátrica El Casar,Carretera,de Mesones,s/n,19170,Casar (El),949 33 66 11,Privada,100,www.residenciaelcasar.com,"40,706032","-3,424427",15/04/2019
Residencia de 3ª Edad La Espineda,Avenida,del Pinar,10,19310,Checa,949 83 61 77,Privada,19,,"40,590954","-1,788492",26/09/2005
Vivienda municipal de mayores,Pasaje,Las Veguillas,s/n,19310,Checa,949 83 61 01,Pública local,8,,"40,590957","-1,788143",11/02/2011
Residencia de mayores Los Almendros,Avenida,Constitución,s/n,19420,Cifuentes,949 34 14 14,Pública autonómica,120,www.vitaliahome.es/project/cifuentes/,"40,787919","-2,621237",09/04/2019
Vivienda Tutelada de Mayores de Cifuentes,Calle,de San Francisco,s/n,19420,Cifuentes,949 81 13 59,Pública local,10,,"40,786477","-2,620529",20/09/2017
Vivienda de Mayores,Camino,San Isidro,10,19230,Cogolludo,949 85 71 65 / 949 85 50 01,Pública local,14,,"40,945147","-3,091241",10/04/2019
Vivienda Tutelada de Mayores de Corduente,Calle,Nuestra Señora de la Salud,9,19341,Corduente,949 84 82 29,Pública local,10,,"40,843910","-1,977963",18/07/2013
Residencia Mixta de 3ª Edad San Miguel,Calle,Maestra Adela Pérez,7,19116,Driebes,949 38 91 95 / 949 38 92 35,Privada,23,,"40,245544","-3,040002",20/04/2019
Vivienda Tutelada de Espinosa de Henares,Calle,Puente,12,19292,Espinosa de Henares,949 85 88 01 / 949 85 87 22,Pública local,8,,"40,905722","-3,072261",22/05/2019
Residencia Los Nogales,Calle,Antonio Machado,s/n,19290,Fontanar,949 32 90 39,Pública autonómica,63,,"40,725334","-3,178360",04/04/2019
Vivienda de Mayores de Fontanar,Calle,Cantarranas,9 - 11,19290,Fontanar,949 33 12 77,Pública local,15,,"40,725717","-3,177219",09/03/2018
"Alcarria - Residencias Asistenciales, S. L.",Calle,Eras Altas,1,19144,Fuentelencina,949 28 45 80,Privada,72,www.ra-alcarria.com,"40,517246","-2,883171",19/04/2018
Residencia Siglo XXI - Dr. Sacristán,Calle,Ferial,35,19001,Guadalajara,949 22 17 00,Privada,203,www.residenciasigloxxi.com,"40,623631","-3,158088",05/10/2017
Residencia Santa Teresa Jornet,Plaza,del Capitán Boixareu Rivera,99,19002,Guadalajara,949 22 07 08,Privada sin fin de lucro,160,,"40,629291","-3,163060",06/05/2015
Residencia de Mayores Los Olmos,Calle,Sigüenza,22,19003,Guadalajara,949 23 40 41,Pública autonómica,80,,"40,625825","-3,167935",04/04/2019
"Residencia Geriátrica Virgen de la Salud - Centro Geriátrico Manantial, S. A.",Calle,Francisco Aritio,111,19004,Guadalajara,949 20 80 78,Privada,165,centrogeriatricomanantial.como,"40,636423","-3,188964",05/04/2019
Residencia para mayores Virgen del Camino Campos,Calle,General Moscardó Guzmán,14,19004,Guadalajara,949 21 05 15,Privada,30,www.virgendelcaminocampos.es,"40,633243","-3,171324",15/04/2019
Residencia AMAVIR El Balconcillo,Calle,Méjico,13 (Políg. El Balconcillo),19004,Guadalajara,949 20 74 97,Pública autonómica,160,www.amavir.es/residencia-de-ancianos-guadalajara-amavir-el-balconcillo,"40,630220","-3,183590",21/05/2019
Residencia de mayores Nuevo Horizonte,Calle,Victoria de Kent,9,19005,Guadalajara,949 31 35 43,Privada,107,www.residencianuevohorizonte.es,"40,644920","-3,156860",04/04/2019
Casablanca Guadalajara,Calle,Virgen del Saz,7 - 9,19005,Guadalajara,949 29 89 83,Privada,182,www.grupocasablanca.es/residencias/casablanca-guadalajara,"40,642000","-3,144010",04/04/2019
Vivienda Municipal la Santa Cruz,Calle,Miguel Ángel Blanco,2,19491,Henche,949 81 10 65,Pública local,10,henche.es/vivienda-tutelada/,"40,714964","-2,708213",14/03/2018
Residencia El Jardín de Horche,Camino,del Cerrón,finca 3,19140,Horche,949 29 05 59,Privada,73,,"40,561774","-3,065218",20/05/2015
Vivienda Municipal de Mayores,Calle,Federico García Lorca,23,19140,Horche,949 29 06 55,Pública local,10,,"40,562852","-3,068391",05/04/2019
Residencia San Bartolomé,Calle,La Ronda,14 - 15,19140,Horche,630 10 56 55 / 678 35 20 17,Privada,29,,"40,569350","-3,066654",10/05/2015
Residencia Concepción Calderón,Calle,Hermanas Carmelitas del Sagrado Corazón de Jesús,8,19220,Humanes,949 85 00 64,Privada,73,,"40,826006","-3,159314",07/07/2015
Clínica Geriátrica La Campiña,Avenida,Juan XXIII,s/n,19220,Humanes,949 85 01 97,Privada,66,residencialacampina.org,"40,825572","-3,157864",11/09/2017
Residencia de Mayores Los Girasoles,Camino,de las Escuelas,2,19240,Jadraque,949 89 12 22,Pública autonómica,30,,"40,924539","-2,926759",06/05/2015
Residencia de 3ª Edad La Luz,Camino,Ermita,7 - 9,19142,Lupiana,949 27 91 45 / 949 29 12 00,Privada,32,,"40,606674","-3,053905",19/04/2018
Residencia La Paz,Carretera,de Matillas,s/n,19294,Mandayona,949 30 59 51,Privada,56,,"40,956576","-2,754232",03/04/2019
Residencia de mayores Amalia Tabarnero,Camino,Carragón,s/n,19280,Maranchón,949 83 98 44 / 949 83 98 41,Pública autonómica,40,sociosanitario.ilunion.com/servicios/centros-residenciales/castilla-la-mancha-guadalajara/marancho-residencia-para-mayores,"41,049083","-2,205678",17/10/2017
Vivienda Tutelada de Mayores de Maranchón,Camino,de Carragón,1 bis,19280,Maranchón,949 83 96 12 / 949 83 96 72,Pública local,8,,"41,049108","-2,204822",10/04/2019
Vivienda municipal de mayores,Calle,Cruz,11,19180,Marchamalo,949 25 07 77,Pública local,12,,"40,667176","-3,200881",06/08/2013
Vivienda Municipal de Mayores,Calle,de las Escuelas,14,19247,Membrillera,949 89 11 05 / 949 89 05 83,Pública local,8,,"40,947533","-2,980938",21/05/2015
Residencia de Ancianos Santa Ana,Plaza,de San Francisco,9,19300,Molina de Aragón,949 83 01 21,Pública local,52,,"40,842216","-1,890203",30/09/2017
Residencia de Mayores Las Sabinas,Travesía,del Olmo,s/n,19300,Molina de Aragón,949 34 40 35,Pública autonómica,54,www.araliaservicios.es/centro/guadalajara-molaragón,"40,840128","-1,884145",20/09/2017
Vivienda Tutelada de Mayores de Mondéjar,Calle,Anastasio Fernández,1,19110,Mondéjar,949 38 51 21,Pública local,10,mondejar.eu/vivienda-tutelada/,"40,323404","-3,107251",19/04/2018
Residencia de Mayores El Valle,Calle,Antonio Buero Vallejo,1,19110,Mondéjar,949 38 77 44,Privada,63,,"40,325427","-3,108743",19/04/2018
Vivienda Tutelada de Orea,Calle,La Tejera,1,19311,Orea,949 83 60 01,Pública local,10,,"40,553624","-1,726503",03/04/2019
Vivienda tutelada municipal de Pareja,Calle,del Sol,14,19129,Pareja,949 35 40 03,Pública local,10,,"40,555097","-2,647731",15/10/2013
Residencia de Mayores Princesa de Éboli,Calle,Joya,1,19100,Pastrana,949 37 08 02,Privada,100,www.domusvi.es/residencia-de-mayores-en-guadalajara-domusvi-princesa,"40,415389","-2,919821",04/04/2019
Vivienda municipal de mayores Álamo Blanco,Carretera,Virgen del Campo,s/n,19326,Pobo de Dueñas (El),949 84 10 01,Pública local,10,,,,24/04/2018
Residencia La Concordia,Calle,La Playa,s/n,19120,Sacedón,949 35 08 24 / 949 35 07 63,Pública local,28,,"40,482321","-2,732262",04/04/2019
Vivienda municipal de mayores,Calle,Real,34,19126,Salmerón,,Pública local,8,,"40,546782","-2,491243",11/02/2011
Residencia para Mayores Alameda,Calle,Alfonso VI,2,19250,Sigüenza,949 34 70 80,Privada,155,www.residenciaalameda.es,"41,070303","-2,645178",03/04/2019
Residencia de Ancianos San Mateo,Calle,La Estrella,s/n,19250,Sigüenza,949 39 32 50,Privada,120,www.rsanmateo.com,"41,067191","-2,642905",20/05/2015
Residencia Padre Saturnino López Novoa,Calle,Santa Bárbara,4,19250,Sigüenza,949 39 02 96,Privada sin fin de lucro,139,,"41,066470","-2,647582",04/04/2019
Residencia de 3ª Edad Virgen de los Enebrales,Calle,Enmedio,s/n,19222,Tamajón,949 85 90 64,Pública local,22,,"40,999906","-3,248788",03/04/2019
Vivienda Municipal de Mayores,Plaza,Egido,12,19333,Tartanedo,949 84 02 76,Pública local,9,,"40,992927","-1,923390",24/04/2018
Vivienda municipal de mayores,Calle,Palacio,33,19243,Toba (La),949 89 25 15,Pública local,10,,"41,003415","-2,981713",19/04/2018
Vivienda Municipal de Mayores,Avenida,Manuel Leguineche,1,19190,Torija,949 32 20 04,Pública local,10,www.torija.com/index.php?option=com_content&view=article&id=43%3Acasa-tutelada&catid=8&Itemid=12,"40,742365","-3,030841",14/03/2018
Vivienda Tutelada para Mayores Santa Catalina,Calle,Nicasio García,7,19198,Tórtola de Henares,949 32 31 72,Pública local,8,,"40,706451","-3,128148",08/03/2018
Residencia Fuente Alegre,Avenida,Arzobispo,45,19450,Trillo,949 81 55 86,Pública local,75,www.clecemayores.com/es/residencia/32/fuente-alegre/,"40,697964","-2,586766",05/04/2019
Vivienda Tutelada de 3ª Edad de Uceda,Camino,de Rubiales,17,19187,Uceda,949 85 62 71,Pública local,10,www.uceda.es/vivienda-tutelada-de-mayores;jsessionid=2A2AAA3CF4CFAC4DC8B6F3C6C2BE9427,"40,844120","-3,465304",28/01/2014
Residencia de 3ª Edad Santa Águeda,Calle,El Canto,72,19209,Villanueva de la Torre,949 26 03 71 / 686 92 65 37,Privada,80,,"40,584988","-3,297968",23/04/2019
Vivienda Municipal de Mayores,Calle,Cantarranas,s/n,19332,Villel de Mesa,949 83 47 52,Pública local,8,,"41,125304","-1,990284",09/04/2019
Residencia Campiña de Viñuelas,Calle,La Laguna,1,19183,Viñuelas,949 85 45 98,Privada,35,www.campiñadeviñuelas.es,"40,797562","-3,345381",10/04/2019
Viviendas Municipales de Mayores de Yebra 1 y 2,Calle,Iglesia,s/n,19111,Yebra,949 38 82 10,Pública local,20,www.aytoyebra.es,"40,357533","-2,967370",11/04/2019
