"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Madrid, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Ballesol Alcalá de Henares,Calle,Octavio Paz,21,28806,Alcalá de Henares,91 802 92 12 / 91 830 10 09,Privada,260,ballesol.es/residencias-para-mayores-en-la-comunidad-de-madrid/ballesol-alcala-de-henares/,"40,502070","-3,367425",09/04/2019
AMAVIR Alcalá de Henares,Calle,Octavio Paz,13,28806,Alcalá de Henares,901 30 20 10,Privada,180,www.amavir.es/residencia-de-mayores-amavir-alcala-de-henares,"40,500700","-3,371600",17/04/2019
Orpea Alcobendas,Avenida,Miguel de Cervantes,3,28100,Alcobendas,91 490 06 78,Privada,180,orpea.es/centros-residencias/centro-dia-residencia-ancianos-madrid-alcobendas,"40,549784","-3,650733",25/09/2017
Ballesol Alcobendas,Calle,Ramón y Cajal,1,28100,Alcobendas,91 662 50 87,Privada,154,ballesol.es/residencias-para-mayores-en-la-comunidad-de-madrid/ballesol-alcobendas/,"40,540987","-3,649774",18/05/2015
Orpea La Moraleja,Carretera,de Burgos,Km. 14 - Urb. Cuesta Blanca,28108,Alcobendas,91 650 89 10,Privada,132,orpea.es/centros-residencias/residencia-ancianos-madrid-la-moraleja,"40,519900","-3,653640",31/07/2017
Residencia Gastón Baquero,Calle,Francisco Chico Mendes,8,28108,Alcobendas,91 661 71 91 / 91 661 28 76,Pública autonómica,201,,"40,522077","-3,652882",04/04/2019
Sanitas Residencial La Moraleja,Avenida,La Vega,20,28108,Alcobendas,91 490 37 70,Privada,126,www.sanitas.es/sanitasresidencial/residencias-mayores/residencia-la-moraleja,"40,534613","-3,633549",31/07/2017
Caser Residencial La Moraleja,Calle,Salvia,133,28109,Alcobendas,91 659 73 02,Privada,295,www.caseresidencial.es/la-moraleja,"40,529931","-3,632440",13/09/2017
Residencia de personas mayores Alcorcón,Avenida,Esteban Márquez,2,28922,Alcorcón,91 644 13 00 / 91 682 42 47,Pública autonómica,218,,"40,340447","-3,842068",16/03/2018
AMAVIR Alcorcón,Calle,Gabriela Mistral,4,28922,Alcorcón,91 512 72 00,Privada,180,www.amavir.es/residencia-de-ancianos-madrid-amavir-alcorcon,"40,335797","-3,828116",04/04/2019
Residencia de 3ª edad Campodón,Calle,Prado,3,28922,Alcorcón,91 616 66 96 / 91 616 10 57,Privada,146,,"40,361884","-3,872440",18/09/2017
Centro Residencial Sanitas Alcorcón,Avenida,de Polvoranca,s/n,28923,Alcorcón,91 643 71 86,Privada,144,www.sanitas.es/sanitasresidencial/residencias-mayores/residencia-alcorcon,"40,340788","-3,815432",31/07/2017
Residencia de ancianos San Juan Bautista,Carretera,Comarcal 507,Km. 22 - Finca El Rincón,28620,Aldea del Fresno,91 862 10 45 / 91 864 90 01,Privada,84,,"40,305789","-4,253379",04/04/2019
Galdama Algete,Camino,de Valderrey,s/n (esq. C/ Luis de Góngora),28110,Algete,91 628 93 57,Privada,90,www.residenciasdemadrid.es/RESIDENCIA-ALGETE/,"40,600652","-3,499469",18/03/2015
Orpea Santo Domingo,Callejón,de las Terrazas,s/n,28120,Algete,91 622 02 32,Privada,150,orpea.es/centros-residencias/residencia-ancianos-madrid-santo-domingo,"40,625652","-3,581868",28/09/2017
Los Llanos Vital,Calle,Miguel de Cervantes,2,28430,Alpedrete,91 851 08 88,Privada,93,www.losllanosvital.es,"40,645494","-4,022564",17/07/2013
DomusVi Real Deleite,Paseo,del Deleite,3,28300,Aranjuez,91 891 02 36,Privada,268,www.domusvi.es/residencia-para-mayores-sarquavitae-real-deleite,"40,025948","-3,610572",18/09/2017
Residencia Santiago Rusiñol,Plaza,Doctor González Bueno,16,28300,Aranjuez,91 891 14 40,Pública autonómica,464,,"40,036859","-3,592327",03/04/2019
Centro Residencial Los Villares,Avenida,de los Villares,1,28500,Arganda del Rey,91 870 19 86,Privada,25,www.residencialosvillares.es,"40,312053","-3,448587",07/11/2017
Residencia de personas mayores Arganda del Rey,Avenida,del Instituto,s/n,28500,Arganda del Rey,91 871 33 00,Pública autonómica,449,,"40,287700","-3,438170",16/03/2018
Residencia Vigor,Paseo,de la Ermita,51,28490,Becerril de la Sierra,91 853 62 49,Privada,51,www.residenciavigor.com,"40,711257","-3,986544",05/04/2019
Residencia El Mural,Barrio,Alto,35,28390,Belmonte de Tajo,91 874 74 11,Privada,49,,"40,133869","-3,337550",08/04/2019
Residencia El Berrueco,Calle,Escuelas,1,28192,Berrueco (El),91 868 61 84,Pública autonómica,110,,"40,887092","-3,560344",08/04/2019
Residencia Virgen del Pilar,Calle,Mártires,14,28660,Boadilla del Monte,91 633 03 75,Privada,233,www.residenciavirgendelpilar.es,"40,409206","-3,878629",19/09/2017
SERGESA Boadilla del Monte,Calle,Severo Ochoa,8,28660,Boadilla del Monte,91 495 28 60,Privada,180,www.sergesa.com/residencia-geriatrica-en-madrid-boadilla-del-monte,"40,407051","-3,893927",09/04/2019
Residencia de 3ª edad El Pilar,Paseo,de Ronda,8,28690,Brunete,91 815 82 25,Privada,15,www.residenciaelpilarbrunete.com,"40,405553","-3,996236",03/04/2019
GERIASA Brunete,Calle,Eras,39,28690,Brunete,91 815 83 00,Privada,248,www.geriasa.es,"40,403493","-4,003612",03/04/2019
Pisos tutelados para personas mayores,Calle,Cotos,2 - 4 - 6,28730,Buitrago del Lozoya,91 868 20 71,Pública autonómica,50,,"40,986954","-3,633659",03/04/2019
Residencia municipal Miralrío,Avenida,de Madrid,39,28730,Buitrago del Lozoya,91 868 02 90,Privada,44,residencia.ayto-buitragodellozoya.es,"40,990195","-3,638099",04/04/2019
Residencia Marqués de Santillana,Calle,Mártires,2,28730,Buitrago del Lozoya,91 868 07 86,Privada,42,,"40,995684","-3,633999",05/05/2015
Asociación Amigos de la 3ª Edad El Concejo,Calle,Mariano García,1,28720,Bustarviejo,91 848 20 55,Privada,51,,"40,858612","-3,709377",15/04/2019
Residencia Maravillas,Paseo,de la Castellana,6,28640,Cadalso de los Vidrios,91 864 00 81,Privada,112,www.residenciamaravillas.com,"40,301421","-4,434597",29/07/2013
Residencia de 3ª edad de Campo Real,Avenida,de Arganda,1,28510,Campo Real,91 874 10 09,Pública local,66,,"40,338527","-3,376916",05/05/2015
Residencia Palacio de Carabaña,Calle,Madrid,3,28560,Carabaña,91 872 30 97,Privada,49,,"40,256378","-3,236384",08/04/2019
AMAVIR Cenicientos,Calle,San Sebastián,13,28650,Cenicientos,91 860 09 00,Privada,82,www.amavir.es/residencia-de-mayores-amavir-cenicientos,"40,259689","-4,461493",12/04/2019
Residencia de 3ª edad Mirasierra,Carretera,Antigua de Los Molinos,11,28470,Cercedilla,91 852 03 14,Privada,46,www.residenciamirasierra.com,"40,732574","-4,066404",21/09/2017
Residencia Montehermoso Camorritos,Carretera,de Camorritos,s/n,28470,Cercedilla,91 852 25 50,Privada,159,www.monte-hermoso.com,"40,756571","-4,052788",12/09/2017
"Residencia para Mayores del Carmen, S. L.",Calle,Salvador Canals,5,28470,Cercedilla,91 852 33 42,Privada,20,www.residenciadelcarmencercedilla.com,"40,730493","-4,067206",05/08/2011
Residencia La Pinarilla,Calle,Ventorro,4,28694,Chapinería,91 865 06 88,Privada,76,www.residencialapinarilla.com,"40,382606","-4,208618",08/04/2019
Residencia El Llano,Calle,Cruz del Portugués,5,28370,Chinchón,91 894 13 46,Privada,54,,"40,136400","-3,419960",08/04/2019
Residencia San José,Calle,Teniente Ortiz de Zárate,56,28370,Chinchón,91 894 00 39,Privada,80,,"40,141864","-3,416616",13/09/2017
Residencia Las Vegas,Calle,Cabañeros,110,28350,Ciempozuelos,91 809 14 75,Pública autonómica,78,www.albertia.es/residencias/residencia-las-vegas,"40,153865","-3,634648",04/04/2019
Residencia de Ancianos Palacios,Paseo,de la Estación,16,28350,Ciempozuelos,91 893 07 12 / 91 893 07 62,Privada,85,www.residenciapalacios.es/ciempozuelos/,"40,159194","-3,614336",12/04/2019
Hotel Residencia Virgen del Consuelo,Avenida,de los Toreros,4,28350,Ciempozuelos,91 893 31 40 / 91 893 31 29,Privada,73,www.residenciavirgendelconsuelo.com,"40,156299","-3,630613",24/10/2017
Residencia asistida de personas mayores - Complejo Asistencial Benito Menni,Calle,Jardines,1,28350,Ciempozuelos,91 893 01 50,Privada sin fin de lucro,208,www.benitomenniciempozuelos.org,"40,156188","-3,619330",23/04/2019
Residencia para Mayores Casaquinta,Avenida,San Juan de Dios,3,28350,Ciempozuelos,91 893 30 00,Privada sin fin de lucro,320,www.residenciacasaquinta.es/,"40,160069","-3,614560",04/04/2019
Centro San Juan de Dios,Avenida,San Juan de Dios,1,28350,Ciempozuelos,91 893 00 01,Privada sin fin de lucro,234,www.csjd.es,"40,160069","-3,614560",15/04/2019
Residencia de 3ª edad Pablo Neruda,Calle,Santa Clara,1,28350,Ciempozuelos,91 801 51 81,Privada,103,www.clecemayores.com/es/residencia/57/pablo-neruda/,"40,161300","-3,621370",04/04/2019
Cobeña Inarejos,Calle,Vereda de los Sastres,1,28863,Cobeña,91 620 86 97,Privada,99,www.residenciacobeña.es,"40,573724","-3,503107",07/04/2019
Alba 2 Residencia Geriátrica,Calle,Viñuelas,2,28863,Cobeña,91 620 87 54,Privada,128,www.residenalba.com,"40,569196","-3,498821",08/04/2019
Residencia Nuestra Señora del Pilar,Calle,Sotogrande de Abajo,11,28450,Collado Mediano,91 840 68 33,Privada sin fin de lucro,31,www.mayoreselpilar.es,"40,666798","-4,045304",11/04/2019
Residencia para mayores AMAVIR Nuestra Casa,Calle,Águedas,1,28400,Collado Villalba,91 849 38 54,Pública autonómica,140,www.amavir.es/residencia-de-mayores-amavir-nuestra-casa,"40,642800","-4,001760",11/07/2013
Orpea Collado Villalba,Avenida,de Moralzarzal,s/n,28400,Collado Villalba,91 849 78 60,Privada,181,orpea.es/centros-residencias/residencia-ancianos-madrid-collado-villalba,"40,644209","-3,995874",16/07/2013
Sol Salud,Urbanización,La Cerca,blq. 30,28400,Collado Villalba,91 850 22 14,Privada,65,www.residenciasolsalud.net,"40,644300","-3,986910",21/09/2017
Residencia de ancianos San Juan Bautista,Calle,Madrid,23,28380,Colmenar de Oreja,91 894 33 07 / 91 894 44 98,Privada sin fin de lucro,99,,"40,114281","-3,392982",10/07/2013
Sanitas Residencial Almenara,Calle,Colmenar,2,28213,Colmenar del Arroyo,91 865 10 00,Privada,106,www.sanitas.es/sanitasresidencial/residencias-mayores/residencia-almenara,"40,425212","-4,199442",10/04/2019
Residencia de personas mayores Colmenar Viejo,Avenida,de los Remedios,28,28770,Colmenar Viejo,91 847 40 00,Pública autonómica,393,,"40,675093","-3,769960",08/04/2019
Residencia Gladiolos,Calle,Gladiolos,5 - Colonia de San Crispín,28770,Colmenar Viejo,91 845 20 17,Privada,74,www.residenciagladiolos.com,"40,649160","-3,780773",05/04/2019
Residencia de 3ª edad ADEMAR,Calle,Hortensias,2,28770,Colmenar Viejo,91 848 62 02,Privada,23,,"40,651301","-3,782312",10/05/2018
Residencia Santa Teresa,Calle,Isabel la Católica,1,28770,Colmenar Viejo,91 845 33 98,Privada,26,,"40,657970","-3,765927",06/04/2019
Centro Residencial Sanitas Colmenar Viejo,Paseo,Magdalena,2,28770,Colmenar Viejo,91 848 42 73,Privada,202,www.sanitas.es/sanitasresidencial/residencias-mayores/residencia-colmenarviejo,"40,653031","-3,772931",31/07/2017
AMAVIR Colmenar,Calle,Mosquilona,65,28770,Colmenar Viejo,91 845 98 08,Privada,180,www.amavir.es/residencia-de-ancianos-madrid-amavir-colmenar,"40,664217","-3,777631",08/04/2019
Residencia Nuestra Señora de la Soledad y del Carmen,Calle,Soledad,52,28770,Colmenar Viejo,91 845 15 23,Privada,82,www.fundacionbasilica.org/index.php/residencia/presentacion,"40,658362","-3,761569",03/04/2019
AMAVIR Coslada,Avenida,España,130,28822,Coslada,91 673 30 65,Privada,180,www.amavir.es/residencia-de-ancianos-madrid-amavir-coslada,"40,420903","-3,553158",10/04/2019
DomusVi Parque Coslada,Calle,Manuel Azaña,5,28822,Coslada,91 673 01 00,Privada,142,www.domusvi.es/residencia-mayores-madrid-parque-coslada,"40,419579","-3,553665",27/03/2018
Residencia de 3ª edad Ruiz y Latorre,Calle,de las Casas,22,28978,Cubas de la Sagra,91 814 28 95,Privada,28,www.centroresidencialruizylatorre.com,"40,198496","-3,844620",14/08/2013
Residencia de personas mayores Santa María del Silencio - Cáritas,Calle,Sagrado Corazón,25,28978,Cubas de la Sagra,91 814 23 00,Privada sin fin de lucro,130,,"40,190692","-3,840697",08/09/2017
Residencia para mayores El Escorial,Calle,Arias Montano,12,28280,Escorial (El),91 890 13 61,Privada,60,elescorial.gruposantagema.com,"40,586443","-4,128244",12/04/2019
Centro Residencial Sanitas El Escorial,Calle,Nueve,9,28280,Escorial (El),91 853 35 33,Privada,169,www.sanitas.es/sanitasresidencial/residencias-mayores/residencia-elescorial,"40,603854","-4,052666",10/04/2019
Orpea Estremera,Avenida,Papa Juan Pablo II,s/n,28595,Estremera,91 875 57 47 / 91 876 14 64,Privada,82,orpea.es/centros-residencias/centro-dia-residencia-ancianos-madrid-estremera,"40,188153","-3,108639",06/05/2015
Residencia de 3ª edad Santa Justa,Camino,de Fregacedos,2,28942,Fuenlabrada,91 600 20 30,Privada,54,www.residenciasantajusta.com,"40,290436","-3,812459",11/09/2017
Residencia municipal de mayores de Fuenlabrada,Calle,Villa Elena,21,28942,Fuenlabrada,91 607 12 43,Pública local,63,,"40,288523","-3,812639",05/05/2015
"Residencia de 3ª edad San Esteban, S. L.",Calle,Argentina,24 - bajos,28944,Fuenlabrada,91 600 01 55,Privada,15,,"40,284526","-3,786246",17/05/2019
Residencia Galdama Fuenlabrada,Calle,Villa Elena,21,28944,Fuenlabrada,91 615 42 61,Privada,175,www.residenciasdemadrid.es/fuenlabrada/,"40,280184","-3,770671",18/03/2015
Caim Los Olivos,Avenida,de Aragón,15,28140,Fuente el Saz de Jarama,91 620 12 60,Privada,19,www.primar.es,"40,636213","-3,508316",03/05/2019
Residencia de 3ª edad Primar,Avenida,de Aragón,21,28140,Fuente el Saz de Jarama,91 620 19 00 / 91 620 18 92,Privada,40,,"40,636952","-3,507427",05/04/2019
Caim Los Olivos,Calle,Félix Rodríguez de la Fuente,2,28140,Fuente el Saz de Jarama,91 620 07 69,Privada,67,www.caimlosolivos.es,"40,635365","-3,512233",03/04/2019
Fundación Manzanares,Calle,Mayor,13 - 15,28597,Fuentidueña de Tajo,91 872 84 86,Privada,53,,"40,118985","-3,159995",11/04/2019
Residencia Ítaca,Calle,Álvaro Cunqueiro,18,28260,Galapagar,91 851 26 99 / 91 851 88 58,Privada,21,,"40,614605","-4,008678",09/04/2019
Residencia Mi Casita,Calle,Navamora,6,28260,Galapagar,91 858 25 18,Privada,21,www.residenciamicasita.com,"40,569107","-3,995688",03/10/2017
Residencia Santa Gema,Calle,Peraleda,9,28260,Galapagar,91 858 38 56,Privada,55,santagema.gruposantagema.com,"40,576019","-4,011669",03/04/2019
Residencia Fátima,Calle,Procesiones,44 - 48,28260,Galapagar,91 858 42 40 / 91 858 44 36,Privada,96,www.residencia-fatima.com,"40,574217","-4,003270",06/04/2019
Residencia de 3ª edad Antares,Calle,Puente del Retamar,4,28260,Galapagar,91 859 70 51,Privada,25,www.residenciaantares.com,"40,565285","-4,002372",03/04/2019
Residencia El Amanecer,Calle,Rosales,4 - Colonia La Canaleja,28260,Galapagar,91 858 12 01,Privada,26,www.residenciaelamanecer.es,"40,569854","-4,002147",03/04/2019
Valdesalud,Calle,Cíes,22 - La Navata,28420,Galapagar,91 858 03 02,Privada,27,residenciavaldesalud.com,"40,596325","-3,989553",20/09/2017
Residencia de mayores Navasalud,Calle,Colada Charco de la Hoya,10 - D - La Navata,28420,Galapagar,91 858 41 81,Privada,28,www.residencia-navasalud.es,"40,599125","-3,987496",14/07/2013
Hotel de 3ª edad El Madroño,Calle,La Perdiz,12 - La Navata,28420,Galapagar,91 858 71 04,Privada,50,www.hoteldemayores.com,"40,593723","-3,985816",08/04/2019
Residencia de mayores Los Ángeles,Avenida,de los Ébanos,65,28903,Getafe,91 696 11 91,Privada,180,www.residenciademayores.com,"40,321020","-3,715585",20/03/2018
Residencia de personas mayores Alzheimer Getafe,Avenida,Francisco Fernández Ordóñez,2,28903,Getafe,91 665 25 10,Pública autonómica,70,,"40,317080","-3,717148",04/04/2019
Sanitas Residencial Getafe,Avenida,Arcas del Agua,15,28905,Getafe,91 696 55 67,Privada,196,www.sanitas.es/sanitasresidencial/residencias-mayores/residencia-getafe,"40,290410","-3,747820",03/04/2019
AMAVIR Getafe,Calle,Islas Canarias,162,28905,Getafe,91 481 94 00,Privada,180,www.amavir.es/residencia-de-mayores-amavir-getafe,"40,289700","-3,758479",16/04/2019
Residencia de personas mayores de Getafe,Avenida,Juan Carlos I,4 - Sector III,28905,Getafe,91 682 42 47,Pública autonómica,64,,"40,297303","-3,741689",03/04/2019
Centro Geriátrico Madre Maravillas,Plaza,de la Iglesia,2,28909,Getafe,91 684 70 85,Privada,54,www.mmaravillas.org,"40,323600","-3,656220",04/04/2019
Residencia Los Nogales Cerro de los Ángeles,Calle,Groenlandia,6,28909,Getafe,91 684 93 10,Privada,99,,"40,325152","-3,661991",04/04/2019
Casablanca Griñón,Avenida,Albéniz,8,28971,Griñón,91 814 15 11,Privada,60,www.grupocasablanca.es/casablancaGR.htm,"40,222200","-3,851610",17/09/2012
Residencia Vitalia Griñón,Avenida,Albéniz,2,28971,Griñón,91 860 94 99,Privada,150,www.vitaliahome.es/project/grinon,"40,221176","-3,850278",03/04/2019
Residencia de personas mayores municipal de Griñón,Barrio,Ermita,1,28971,Griñón,91 814 09 52 / 91 814 06 71,Pública local,78,,"40,219166","-3,853000",05/04/2019
Residencia municipal Guadalix de la Sierra,Calle,Palenque,8,28794,Guadalix de la Sierra,91 847 10 09,Pública local,58,www.asispa.org/servicios/residencias-asistidas/titularidad-publica-gestionadas-por-asispa/residencia-guadalix-d,"40,786133","-3,693666",08/04/2019
Residencia Fuenteverde,Calle,Acuario,3,28440,Guadarrama,91 849 30 22,Privada,15,www.grupodelapuebla.es/residencia-fuenteverde,"40,653196","-4,046740",09/04/2019
Residencia 3ª edad Mañón,Calle,Antonio Machado,22,28440,Guadarrama,91 854 76 30,Privada,15,www.residenciamanon.com,"40,679320","-4,099650",11/09/2017
Residencia La Jarosa,Paseo,de la Alameda,7,28440,Guadarrama,91 854 08 49,Privada,50,www.residencialajarosa.com,"40,674911","-4,093240",11/04/2019
Sanitas Residencial Guadarrama,Paseo,de la Alameda,8,28440,Guadarrama,91 854 38 93,Privada,170,www.sanitas.es/sanitasresidencial/residencias-mayores/residencia-guadarrama,"40,675645","-4,094051",19/09/2017
Residencia mixta de 3ª edad Guadarrama,Paseo,de Molino del Rey,31,28440,Guadarrama,91 854 07 83,Privada,30,www.residenciaguadarrama.es,"40,667412","-4,081918",13/09/2017
Residencia Guadarrama El Escorial,Calle,Fuente del Espino,51 - Urb. Los Builes,28440,Guadarrama,91 854 35 44,Privada,90,www.guadarramaescorial.net,"40,663373","-4,092164",11/07/2013
Centro de mayores La Tejera,Calle,Géminis,15 - Urb. Las Cabezuelas,28440,Guadarrama,91 849 37 57,Privada,49,www.residencialatejera.com,"40,653354","-4,048267",23/03/2015
Residencia municipal de San Miguel Arcángel,Calle,Panera,1,28440,Guadarrama,91 854 77 22,Privada,46,,"40,672617","-4,088008",22/04/2019
Residencia Virgen del Valle,Calle,Valle del Alberche,6,28440,Guadarrama,91 851 88 10,Privada,26,,"40,651315","-4,048455",15/03/2018
Residencia de 3ª edad Los Ángeles,Calle,Valle del Alberche,22,28440,Guadarrama,91 850 88 42,Privada,67,residencialosangelesguadarrama.com,"40,648681","-4,044530",12/09/2012
AMAVIR Humanes,Avenida,de los Deportes,14,28970,Humanes de Madrid,91 604 05 32,Privada,180,www.amavir.es/residencia-de-ancianos-madrid-amavir-humanes,"40,246491","-3,815737",10/04/2019
DomusVi Leganés,Calle,César García Contonente,6,28914,Leganés,91 648 42 53,Privada,180,www.domusvi.es/residencia-mayores-madrid-leganes,"40,321169","-3,784687",20/09/2017
Residencia El Encinar,Calle,Constitución de Cádiz,5,28914,Leganés,91 694 41 61,Pública autonómica,132,www.amavir.es/residencia-de-mayores-amavir-el-encinar,"40,321911","-3,762064",04/04/2019
Nuestra Señora de Butarque,Calle,Delco,10 - Ciudad del Automóvil,28914,Leganés,91 693 85 13,Privada,180,www.residenciabutarque.es,"40,318524","-3,759414",04/04/2019
Residencia geriátrica Valdepelayos 67,Calle,Diego Martínez Barrio,65,28914,Leganés,91 693 00 58,Privada,18,,"40,324444","-3,779769",25/07/2013
Residencia para mayores Parque los Frailes,Calle,los Frailes,12,28914,Leganés,91 693 40 00,Pública autonómica,220,www.araliaservicios.es/centro/madrid-leganés-0,"40,317781","-3,772798",25/05/2015
Residencia Los Balcones,Calle,Trigo,14,28914,Leganés,91 498 75 07,Privada,128,www.losbalcones.es,"40,327571","-3,780226",04/04/2019
Pisos tutelados para personas mayores de Leganés,Calle,Braganza,3 - 5,28917,Leganés,91 481 62 40,Pública autonómica,135,,"40,357234","-3,785315",04/04/2019
Vitalia Leganés,Calle,María Moliner,7,28919,Leganés,91 686 07 00,Privada,266,www.vitaliahome.es/project/leganes,"40,343814","-3,751172",03/04/2019
Residencia para la 3ª edad Virgen de Regla 3E,Calle,Prados Quemados,10,28752,Lozoyuela-Navas-Sieteiglesias,91 869 88 99 / 91 869 40 30 / 638 84 02 40,Privada,46,,"40,930333","-3,626284",09/04/2019
Santa María del Monte Carmelo,Calle,Ayala,33 - 35,28001,Madrid,91 435 16 60,Privada sin fin de lucro,99,www.residenciamontecarmelo.es,"40,427758","-3,683551",15/09/2017
Residencia Hermanitas de los Ancianos Desamparados,Calle,Lagasca,17,28001,Madrid,91 435 10 97 / 91 431 62 01,Privada sin fin de lucro,78,,"40,423090","-3,685707",24/03/2015
Residencia geriátrica María Inmaculada,Calle,Cartagena,120,28002,Madrid,91 519 41 70 / 627 92 35 07,Privada,24,residenciageriatricamariainmaculada.com,"40,440807","-3,674541",03/04/2019
Ballesol Príncipe de Vergara,Calle,Cartagena,133,28002,Madrid,91 411 99 30,Privada,302,ballesol.es/residencias-para-mayores-en-la-comunidad-de-madrid/ballesol-principe-de-vergara/,"40,443538","-3,676885",05/04/2019
Residencia de 3ª edad SagradaFamilia,Calle,Luis Larrainza,46 bis,28002,Madrid,91 413 41 15,Privada,27,,"40,450821","-3,668700",05/04/2019
Sanitas Residencial El Viso,Calle,Rodríguez Marín,57,28002,Madrid,91 561 23 32,Privada,102,www.sanitas.es/sanitasresidencial/residencias-mayores/residencia-el-viso,"40,449811","-3,678808",03/04/2019
Caser Residencial Santa Hortensia,Calle,Santa Hortensia,46,28002,Madrid,91 510 68 10,Privada,184,www.caseresidencial.es/santa-hortensia,"40,444472","-3,663072",31/07/2017
Orpea Madrid Loreto,Avenida,Reina Victoria,60 - 62,28003,Madrid,91 535 77 16,Privada,144,orpea.es/centros-residencias/residencia-ancianos-madrid-loreto,"40,446434","-3,713216",11/05/2015
Residencia de Mayores Santa Engracia,Calle,Santa Engracia,118,28003,Madrid,91 990 77 20,Pública local,36,,"40,440412","-3,700792",05/04/2019
Residencia de mayores Dos de Mayo,Calle,Daoiz,8,28004,Madrid,91 360 48 31,Privada,60,residenciadeancianoscg.com/nuestras-residencias/dos-de-mayo,"40,427099","-3,705317",14/04/2019
Residencia Gravina,Calle,Gravina,20,28004,Madrid,91 523 03 12,Privada,55,www.residenciagravina.com,"40,422595","-3,696280",05/05/2015
Residencia de mayores Madrid - Peñuelas,Calle,Arganda,9 - 11,28005,Madrid,91 506 05 96,Pública autonómica,220,www.araliaservicios.es/centro/madrid-peñuelas,"40,400993","-3,706638",05/04/2019
Residencia Los Nogales Pontones,Calle,Cobo de Segovia,4,28005,Madrid,91 364 43 48,Privada,260,www.los-nogales.es/pontones-residencia-mayores-de-edad-madrid/,"40,406924","-3,719561",04/04/2019
Apartamentos municipales para mayores San Francisco El Grande,Calle,Jerte,1,28005,Madrid,91 364 40 05,Pública local,68,,"40,410992","-3,715068",03/04/2019
Residencia Los Nogales - Imperial,Calle,Santa María Real de Nieva,s/n,28005,Madrid,91 364 82 55,Privada,252,www.los-nogales.es/nogales-imperial-residencia-mayores-madrid,"40,405522","-3,716593",16/03/2018
Los Nogales La Paloma,Calle,Toledo,96,28005,Madrid,91 365 03 03,Privada,99,www.los-nogales.es/la-paloma-residencia-mayores-madrid,"40,408190","-3,710967",05/04/2019
Hogar Residencia San Luis de los Franceses,Calle,Claudio Coello,94,28006,Madrid,91 431 28 00,Privada,70,www.residenciasanluis.com,"40,432062","-3,685680",11/09/2017
Fundación de Doña Fausta Elorz,Calle,Conde de Peñalver,53,28006,Madrid,91 309 96 50,Privada sin fin de lucro,120,www.fundacionelorz.org,"40,431746","-3,675205",08/04/2019
Residencia Los Nogales - Pacífico,Calle,Cerro de la Plata,3,28007,Madrid,91 434 19 40,Privada,441,www.los-nogales.es/pacifico-residencia-mayores-madrid/,"40,399989","-3,674735",25/03/2015
