"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Palencia, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia Nuestra Señora de las Mercedes,Avenida,de los Peregrinos,1,34120,Carrión de los Condes,979 88 00 66,Privada,125,,"42,337293","-4,600475",05/04/2019
Residencia Santa María del Camino,Plaza,Piña del Merino,4,34120,Carrión de los Condes,979 88 10 91 / 979 88 55 42,Privada,48,www.residenciasantamariadelcamino.es,"42,336350","-4,600455",03/04/2019
Centro socio-sanitario Cervera de Pisuerga,Calle,Felipe Calvo,7,34840,Cervera de Pisuerga,979 87 08 82,Privada,104,www.residenciacervera.com ; https://www.facebook.com/pages/Centro-Socio-Sanitario-Cervera-de-Pisuerga/287396451327920,"42,863513","-4,495214",06/05/2015
Residencia Santa Eugenia,Avenida,de Palencia,2,34218,Cevico de la Torre,979 78 30 06,Privada,85,,"41,852990","-4,412211",26/01/2015
Fundación Nuestra Señora de los Dolores,Carretera,de Circunvalación,45,34320,Cisneros,979 84 84 03,Privada,49,,"42,219789","-4,861606",03/04/2019
Residencia de mayores Ciudad de Dueñas,Plaza,Santa Teresa,6,34210,Dueñas,979 78 01 90,Pública local,49,www.clecemayores.com/es/residencia/55/residencia-de-mayores-ciudad-de-duenas/,"41,878080","-4,548190",27/02/2017
Residencia de 3ª edad Villa del Milagro,Calle,Ingeniero Rivera,23,34440,Frómista,979 81 07 88,Pública local,31,,"42,267400","-4,405563",04/04/2019
Gerovida Fuentes de Valdepero,Calle,Corral D'Or,s/n,34419,Fuentes de Valdepero,979 80 84 39,Privada,160,gerovida.es/centros/palencia/centro-gerovida-en-fuentes-de-valdepero,"42,073812","-4,499690",12/07/2017
Residencia Mar de Castilla,Calle,La Nava,9,34192,Grijota,979 76 72 09,Privada,52,www.centrosresidencialespalencia.com/residencias/mar-de-castilla,"42,051430","-4,581658",18/07/2017
Centro sociosanitario de Guardo,Calle,Jorge Manrique,s/n,34880,Guardo,979 85 02 74,Pública local,180,,"42,790400","-4,845570",11/07/2017
Residencia 3ª edad El Jardín,Plaza,de Calvo Sotelo,2,34400,Herrera de Pisuerga,979 13 01 84,Privada,15,,"42,615740","-4,358123",31/07/2017
Residencia geriátrica La Piedad,Avenida,María Auxiliadora,7,34400,Herrera de Pisuerga,979 14 00 30,Pública local,60,,"42,596788","-4,337093",03/04/2019
Residencia de 3ª edad San Miguel de los Santos,Avenida,Concentración Parcelaria,s/n,34460,Osorno la Mayor,979 81 74 39,Pública local,42,,"42,407912","-4,362767",27/07/2011
Residencia Valdeolmillos-3,Paseo,del Salón,27 - entlo. dcha.,34002,Palencia,979 72 08 71,Privada,10,,"42,007186","-4,527581",15/04/2019
Residencia de mayores Reina Isabel,Avenida,Modesto Lafuente,s/n,34002,Palencia,639 10 39 22,Privada,48,www.centrosresidencialespalencia.com/residencias/santa-isabel,"42,005831","-4,526478",07/06/2019
Residencia de 3ª edad Doña Juana,Calle,Cruz Roja,3,34003,Palencia,979 70 66 80,Privada,60,palencia.portaldetuciudad.com/residencias-de-ancianos/residencia-dona-juana/002_39077.html,"42,020158","-4,528144",03/04/2019
Residencia Doña Sol,Avenida,Derechos Humanos,18,34003,Palencia,620 35 44 79 / 639 10 39 22 / 655 89 16 87,Privada,40,www.centrosresidencialespalencia.com,"42,017224","-4,525407",12/05/2015
Residencia Ciudad de Palencia,Calle,María de Padilla,1 - bajo,34003,Palencia,979 74 48 47,Privada,36,www.ciudadpalencia.com,"42,018146","-4,529225",10/07/2017
Centro asistencial para la 3ª edad San Luis,Carretera,de Burgos,s/n,34004,Palencia,979 16 53 24,Privada sin fin de lucro,213,www.hospitalariaspalencia.es,"41,993830","-4,507872",09/04/2019
Hogar San José,Avenida,de Madrid,53,34004,Palencia,979 72 97 49,Privada sin fin de lucro,214,,"41,989884","-4,517717",26/01/2015
Residencia Menéndez Pelayo,Calle,Isaac Peral,15,34004,Palencia,979 10 16 54,Privada,34,www.residenciamenendezpelayo.es,"42,003320","-4,524545",03/04/2019
Residencia de ancianos Jabeni,Calle,Juan de Arce,5,34004,Palencia,979 16 60 30,Privada,34,,"41,994709","-4,520763",04/08/2011
Residencia de mayores La Julia,Calle,Labrador,15,34004,Palencia,979 06 00 15,Privada,55,www.residencialajulia.com,"41,994697","-4,529363",09/04/2019
Residencia de mayores San Telmo,Calle,San Telmo,17,34004,Palencia,979 16 59 90,Pública provincial,99,www.dip-palencia.es/diputacion/contenido?id=99fa0715-59b0-11df-905e-fb9baaa14523&idSeccion=e9a0b50c-c528-11dd-bfe1-fb9baaa14523,"41,995735","-4,518454",08/04/2019
Residencia Amón,Avenida,Santiago Amón,15,34004,Palencia,979 72 79 52 / 979 72 74 58,Privada,36,residenciaamon.com,"42,003541","-4,530033",07/07/2017
La Fuente Residencia para Mayores,Avenida,de Asturias,20,34005,Palencia,979 75 01 42,Privada,22,www.residencia-mayores-palencia.com,"42,020457","-4,543347",26/01/2015
Residencia San Bernabé y San Antolín,Calle,Manflorido,5,34005,Palencia,979 74 95 00,Privada,260,,"42,012479","-4,537822",07/07/2017
Asilo Noviciado,Calle,Mayor Antigua,36,34005,Palencia,979 74 89 95,Privada sin fin de lucro,20,,"42,012231","-4,539016",10/07/2013
Centro Asistencial San Juan de Dios - Unidad Residencial Padre Higinio Aparicio,Paseo,Padre Faustino Calvo,46,34005,Palencia,979 74 23 00,Privada sin fin de lucro,204,www.sanjuandedios-palencia.com,"41,999860","-4,552659",26/01/2015
Unidad Residencial San Rafael,Paseo,Padre Faustino Calvo,46,34005,Palencia,979 74 23 00,Privada sin fin de lucro,121,www.sanjuandedios-palencia.com,"42,000756","-4,553480",13/07/2017
Residencia Puente de Hierro,Avenida,Ponce de León,4,34005,Palencia,979 72 25 50,Pública autonómica,23,,"42,003574","-4,534121",04/04/2019
Residencia San José,Avenida,Simon Nieto,23,34005,Palencia,979 74 56 56,Privada sin fin de lucro,39,,"42,016163","-4,538235",07/07/2017
Residencia San Antonio,Camino,Tres Pasos,s/n,34005,Palencia,639 10 39 22,Privada,58,www.centrosresidencialespalencia.com/residencias/san-antonio,"42,019512","-4,541215",24/04/2019
Residencia San Antonio de Padua,Camino,Tres Pasos,s/n,34005,Palencia,639 10 39 22,Privada,20,www.centrosresidencialespalencia.com/residencias/san-antonio-de-padua,"42,019777","-4,540895",24/04/2019
Fundación San Marcos,Calle,Hermanos Martínez Pérez,8,34300,Paredes de Nava,979 83 08 80,Privada,49,,"42,153007","-4,692705",15/04/2019
Residencia Villa de Perales,Paraje,La Teja,s/n,34133,Perales,979 69 26 85,Privada,109,villaperales.es,"42,198543","-4,583028",10/04/2019
Residencia Virgen del Valle,,El Valle,3,34100,Saldaña,979 89 01 43,Privada,65,www.residenciavirgendelvalle.com,"42,540568","-4,735238",03/04/2019
Residencia de ancianos El Castillo,Calle,Lazareto,2,34100,Saldaña,979 89 08 17,Privada,71,,"42,525372","-4,738594",05/05/2015
Centro geriátrico María de las Mercedes,Calle,San Juan,14,34100,Saldaña,979 89 13 05,Privada,48,,"42,524050","-4,740024",11/07/2017
Residencia Río Pisuerga,Calle,Las Eras,1,34810,Salinas de Pisuerga,979 12 00 26,Privada,104,www.grupoage.net,"42,852703","-4,377314",07/07/2017
Residencia de personas mayores Alberto Acitores,Calle,Victorio Macho,3 - 5 - 7,34230,Torquemada,979 80 00 23,Pública local,24,torquemada.es/index.php/municipio/residencia-de-mayores-alberto-acitores/,"42,034905","-4,316386",03/04/2019
"Residencia Valdeolmillos Salud, S. L. (REVALSA, S. L.)",Calle,Cantarranas,2,34239,Valdeolmillos,979 80 24 51 / 689 73 90 45,Privada,34,,"42,041292","-4,399122",08/04/2019
Residencia Bañosalud,Calle,Barbotán,2,34200,Venta de Baños,979 77 08 48,Privada,188,www.clecemayores.com/es/residencia/13/venta-de-banos/,"41,916483","-4,496058",07/05/2018
Fundación Casado del Alisal,Avenida,del Asilo,12 - 14,34340,Villada,979 84 41 44,Privada,113,www.fundacioncasadodelalisal.es,"42,251875","-4,964495",12/07/2017
Residencia Doña Blasa Guerra Albert,Calle,José Sánchez Herrero,1,34350,Villarramiel,979 83 71 87,Privada,40,www.hospitalariaspalencia.es,"42,043003","-4,910681",02/05/2019
Residencia de 3ª edad César Ruipérez Cordovilla,Calle,Mesón,19,34249,Villaviudas,979 78 81 33 / 979 78 81 22,Privada,21,,"41,961999","-4,340228",05/04/2019
Residencia de personas mayores San Joaquín y Santa Ana,Carretera,Baltanás,1,34131,Villoldo,979 82 70 87,Pública local,24,www.sumansociosanitario.com/villoldo,"42,245645","-4,594716",24/07/2017
