"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Lugo, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Vivienda comunitaria Auris,Calle,Calvo Sotelo,174 - bajo,27600,Sarria,982 87 64 98,Privada,12,,"42,776611","-7,407816",06/07/2017
Residencia do maiores Nosa Señora do Carme,Avenida,Hermanas García Vázquez,s/n,27600,Sarria,982 53 10 02,Pública local,91,,"42,817700","-7,414740",08/04/2019
Viviendas comunitarias de O Saviñao,Plaza,Mayor,12,27540,Saviñao (O),982 45 28 54,Pública local,22,www.servisenior.org,"42,585380","-7,639318",13/07/2017
Residencia Nuestra Señora del Carmen,Carretera,Guindivós,s/n,27460,Sober,982 46 00 94,Privada sin fin de lucro,55,www.fundacionsanrosendo.es/residencia-nuestra-senora-carmen,"42,461190","-7,581437",03/04/2019
Residencia y apartamentos tutelados de Taboada,Calle,das Insoas,s/n,27550,Taboada,982 46 58 31,Privada sin fin de lucro,96,www.fundacionsanrosendo.es/?page_id=330,"42,716891","-7,762509",12/04/2019
Residencia de maiores de Trabada,Calle,Celso Curras,11,27765,Trabada,,Pública provincial,30,,"43,446263","-7,196532",29/01/2019
Residencia y Apartamentos tutelados Valadouro,Calle,Diputación,s/n,27770,Valadouro (O),982 57 46 92,Privada sin fin de lucro,98,www.fundacionsanrosendo.es/residencia-santa-maria-valadouro,"43,553005","-7,443981",12/04/2019
Residencia de personas maiores de Vilalba,Avenida,Plácido Peña,86,27800,Vilalba,982 51 00 06,Privada,160,www.acolle.com/mostrar_centro/9/residencia-hospital-asilo-vilalba/,"43,302261","-7,680712",21/03/2018
Residencia Betania,Avenida,Benito Galcerán,5,27850,Viveiro,982 56 10 03,Privada sin fin de lucro,130,,"43,665129","-7,593383",20/02/2015
Residencia de mayores de Viveiro,Avenida,Luis Cebreiro,s/n,27861,Viveiro,982 57 03 54,Privada,150,www.domusvi.es/residencia-para-personas-mayores-viveiro/,"43,669306","-7,598861",03/04/2019
Residencia y Apartamentos tutelados San Bartolomeu,Camino,Real,s/n,27870,Xove,657 97 00 95,Privada sin fin de lucro,140,www.fundacionsanrosendo.es/residencia-san-bartolome,"43,686800","-7,509568",20/02/2015
