"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en León, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia Nuestra Señora de la Asunción,Calle,Real,s/n,24152,Vegaquemada,987 74 21 40 / 987 74 21 71,Privada,72,,"42,821718","-5,335308",05/04/2019
Residencia Vegas del Condado,Plaza,Alcalde Moisés García Jalón,1,24153,Vegas del Condado,987 34 03 32,Pública local,24,,"42,683500","-5,364310",23/07/2013
Residencia geriátrica El Valle,Avenida,Constantino Gancedo,22,24100,Villablino,987 48 05 59,Privada,38,www.residenciaelvalle.es,"42,939376","-6,324786",08/04/2019
Centro Sociosanitario Valle de Laciana,Avenida,de Asturias,s/n,24100,Villablino,987 48 10 57,Pública autonómica,60,,"42,940089","-6,317205",03/04/2019
Residencia de ancianos El Roble,Carretera,de Ponferrada a La Espina,s/n,24110,Villablino,987 49 20 18,Privada,25,,"42,950262","-6,366158",09/04/2019
Fundación Hogar Valcarce Alfayate,Calle,Concepción,8,24500,Villafranca del Bierzo,987 54 02 35,Privada,37,,"42,609550","-6,812814",03/04/2019
Residencia de ancianos San Lázaro,Calle,Ribadeo,1,24500,Villafranca del Bierzo,987 54 01 11,Privada sin fin de lucro,50,,"42,608561","-6,810799",15/04/2019
Residencia municipal de Villagatón,Carretera,de Villagatón,s/n,24360,Villagatón,987 63 30 14,Pública local,28,,"42,633099","-6,197025",25/05/2019
Centro de mayores Alicia,Calle,Renueva,22,24234,Villamañán,987 76 74 22,Privada,83,www.centrodemayoresalicia.es,"42,319950","-5,581197",03/04/2019
Residencia Nuestra Señora de la Magdalena de Villaornate,Calle,Mayor,51,24222,Villaornate y Castro,987 76 92 04,Pública local,49,www.clecemayores.com/es/residencia/36/nuestra-senora-de-la-magdalena/,"42,181540","-5,550970",09/04/2019
Residencia Atardecer,Calle,Real,20,24195,Villaquilambre,987 30 74 16 / 987 30 73 14,Privada sin fin de lucro,78,,"42,626727","-5,563922",05/04/2019
Nuestra Señora del Perpetuo Socorro,Calle,Severo Ochoa,5,24350,Villarejo de Órbigo,987 37 45 16,Pública local,72,,"42,437596","-5,889065",05/04/2019
Residencia geriátrica Aldeas Betania,Travesía,de la Iglesia,6,24358,Villarejo de Órbigo,987 37 65 00,Privada,70,,"42,443499","-5,901689",08/04/2019
Residencia geriátrica San Miguel,Calle,La Cantara,s/n,24358,Villarejo de Órbigo,987 37 60 33 / 616 99 71 56,Privada,31,www.residenciageriatricasanmiguel.com,"42,413083","-5,882422",26/01/2015
Residencia 3ª Edad Puente Villarente,Camino,de Santiago,15,24226,Villaturiel,987 31 29 22 / 639 70 74 60,Privada,87,www.residenciapuentevillarente.es,"42,545315","-5,459403",10/04/2019
Residencia Buenos Aires,Calle,Real,28,24356,Villazala,987 37 46 61,Privada,214,www.residenciabuenosaires.es,"42,434494","-5,871699",06/05/2015
