"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Ávila, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Proyecto Esperanza,Avenida,de la Venta,5,05520,Padiernos,920 26 53 00 / 666 64 66 56,Privada,31,,"40,620873","-4,845089",05/05/2015
Residencia Balcón del Tietar,Carretera,Buenaventura-Serranillos,s/n,05470,Pedro Bernardo,920 38 75 19,Privada,40,,"40,239037","-4,922816",27/01/2015
Residencia El Pinar de Pedro Bernardo,Paseo,de los Naranjos,2,05470,Pedro Bernardo,920 38 90 52 / 920 38 77 53,Privada,73,www.grupoelpinar.com,"40,233650","-4,922722",08/04/2019
Residencia Estanque Dorado,Calle,Virgen de la Vega,s/n,05500,Piedrahíta,920 36 05 60,Privada,198,www.sergesa.com/residencia-geriatrica-en-avila-piedrahita,"40,466335","-5,323627",05/04/2019
Residencia El Bosque de Gredos,Avenida,Castilla y León,56,05440,Piedralaves,91 866 60 41,Privada,66,www.elbosquedegredos.com,"40,316776","-4,695736",20/05/2019
Hogar El Amor,Plaza,España,s/n,05150,San Miguel de Serrezuela,920 36 52 57,Privada,11,,"40,670866","-5,287834",10/05/2015
Residencia Las Candelas,Calle,Las Candelas,2,05217,San Vicente de Arévalo,920 32 81 80,Privada,40,,"40,973402","-4,773096",03/04/2019
Residencia de mayores Alcalde Gregorio García Antonio,,Prado Cerro Madrigal,"Políg. 9, parc. 405",05215,Sinlabajos,654 24 69 91,Privada,38,www.residenciasinlabajos.com,"41,074594","-4,835625",25/07/2017
Residencia de personas mayores Servicios Sociales Olmar,Calle,Montejo,s/n,05149,Solana de Rioalmar,920 23 22 77 / 920 23 22 17,Privada,28,,"40,738485","-5,009895",06/04/2019
Real de Sotillo para Mayores,Carretera,de Casillas,17,05420,Sotillo de la Adrada,91 866 10 00,Privada,50,www.realdesotillo.com,"40,293988","-4,580403",04/04/2019
Residencia de ancianos Virgen de los Remedios,Calle,La Dehesa,103,05420,Sotillo de la Adrada,91 866 15 60,Privada sin fin de lucro,87,www.residenciavirgendelosremedios.org,"40,291477","-4,593252",03/04/2019
Residencia municipal San Antonio de Padua,,Colonia La Yedra,s/n,05270,Tiemblo (El),91 862 76 80 / 681 20 31 87,Pública local,47,,"40,405793","-4,496183",06/04/2019
Hotel Residencia de Mayores Las 4 Palmeras,Avenida,de Madrid,s/n,05270,Tiemblo (El),91 860 25 93,Privada,142,www.cuatropalmeras.com,"40,409945","-4,494029",20/08/2009
Geriátrico del Adaja - La Encarnación,Camino,Pinilla,4,05196,Tornadizos de Ávila,920 27 60 37,Privada,84,residencialaencarnacion.com,"40,627068","-4,614927",11/07/2017
