"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Cuenca, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia de mayores Entre Tajo y Altomira,Calle,Barranco de la Viña,10,16460,Barajas de Melo,608 99 66 33 / 969 12 19 10,Privada,79,www.entretajoyaltomira.com,"40,124710","-2,910936",11/05/2015
Vivienda Tutelada,Calle,Parque de la Isla,1,16460,Barajas de Melo,969 12 11 84,Pública local,10,,"40,122064","-2,918542",14/09/2017
Residencia Sagrada Familia,Calle,Antonio Salazar,1,16471,Belinchón,969 32 04 04 / 618 91 11 78,Privada,76,,"40,449730","-3,063483",05/04/2019
Residencia de 3ª Edad Nuestra Señora de Gracia y San José,Calle,Virgen de Gracia,1,16640,Belmonte,969 17 00 54,Privada sin fin de lucro,73,,"39,555312","-2,707618",08/03/2018
Vivienda de Mayores,Calle,Picazo,1,16870,Beteta,969 31 82 76,Pública local,10,,"40,572612","-2,076680",20/05/2019
Residencia Geriátrica Buendía,Carretera,de Carrascosa a Sacedón,Km. 42,16512,Buendía,969 37 30 57,Privada,55,,"40,365156","-2,760109",01/09/2017
Vivienda Tutelada de Campillo de Altobuey,Camino,Quemado,s/n,16210,Campillo de Altobuey,969 33 81 86,Pública local,9,,"39,610547","-1,800150",05/04/2019
Residencia de Mayores San Joaquín y Santa Ana,Paseo,de Santa Ana,s/n,16555,Campos del Paraíso,969 12 31 13 / 619 57 36 83,Pública local,36,www.residenciacamposparaiso.es,"40,034975","-2,734469",05/04/2019
Vivienda de Mayores de Cañaveras,Calle,San Isidro,s/n,16850,Cañaveras,969 27 61 95,Pública local,10,,"40,357992","-2,394584",12/09/2017
Vivienda de mayores,Carretera,de Valdemeca,14,16300,Cañete,969 34 63 00,Pública local,10,,"40,043245","-1,648113",20/09/2017
Residencia de Mayores Río Guadazaón,Calle,Piojo,s/n,16350,Carboneras de Guadazaón,969 34 90 31,Pública autonómica,33,www.fsyc.org/proyectos/residencia-carboneras-guadazaon,"39,896899","-1,806698",21/09/2017
Vivienda Tutelada de Mayores de Cardenete,Calle,Molino,s/n,16373,Cardenete,969 34 81 53,Pública local,8,,"39,766650","-1,686020",31/12/2017
Residencia de Mayores El Jardín,Calle,Jardín,6,16707,Casas de Benítez,969 38 29 08,Privada,46,www.grupocentenari.com/es/-2/Cuenca.html,"39,362134","-2,131888",13/09/2017
Vivienda tutelada de mayores,Calle,Calvario,29,16610,Casas de Fernando Alonso,969 38 30 08,Pública local,11,,"39,350098","-2,326515",19/04/2018
Residencia Parroquial de 3ª Edad Virgen de las Nieves,Calle,Luis de Mateo,5 - 7,16239,Casasimarro,967 48 70 43,Privada,62,,"39,392845","-2,040487",05/04/2019
AMAVIR El Pinar,Avenida,Acebo,s/n,16190,Chillarón de Cuenca,969 27 32 97,Privada,120,www.amavir.es/residencia-de-ancianos-cuenca-amavir-el-pinar,"40,084321","-2,211958",03/04/2019
Residencia Asistida Hospital de Santiago,Calle,Mateo Miguel Ayllón,14,16001,Cuenca,969 22 42 61,Privada,80,,"40,076153","-2,137920",04/04/2019
Residencia Mayores Las Hoces de Cuenca,Avenida,Cruz Roja Española,27,16002,Cuenca,969 22 44 11,Pública autonómica,148,,"40,073089","-2,166093",04/04/2019
Residencia Alameda,Avenida,San Julián,1,16002,Cuenca,969 23 60 26 / 662 95 14 19,Privada,145,residenciademayoresalameda.business.site,"40,067426","-2,145629",19/04/2018
Residencia de 3ª Edad Hogar San José,Calle,Santa Teresa Jornet,4,16002,Cuenca,969 22 46 11,Privada sin fin de lucro,111,,"40,078886","-2,145786",13/07/2011
Residencia Sagrado Corazón de Jesús,Calle,Sargal,4,16002,Cuenca,969 22 23 60,Pública provincial,200,www.dipucuenca.es,"40,076344","-2,139313",09/04/2019
Casa Sacerdotal Diocesana,Avenida,de los Reyes Católicos,23 - 25,16003,Cuenca,969 22 05 69,Privada,45,,"40,064431","-2,139053",04/04/2019
Residencia de Mayores Villa Román,Avenida,Juan Carlos I,s/n,16004,Cuenca,969 24 06 90,Pública autonómica,120,,"40,055770","-2,126616",03/04/2019
Residencia de Mayores La Luz,Calle,Ronda de San José,4,16004,Cuenca,969 23 04 77,Privada,80,,"40,059707","-2,132593",18/09/2017
Vivienda Tutelada,Calle,Gran Vía,s/n,16372,Enguídanos,969 34 48 02,Pública local,10,,"39,674407","-1,605819",19/09/2017
Vivienda municipal para mayores,Calle,Cuenca,s/n,16144,Frontera (La),969 31 03 79,Pública local,7,,,,09/04/2019
Vivienda Tutelada de Mayores de Fuente de Pedro Naharro,Calle,Bernardo Belinchón,12,16411,Fuente de Pedro Naharro,969 12 51 50,Pública local,10,,"39,922867","-3,011645",04/04/2019
Vivienda Municipal de Mayores,Calle,San Roque,s/n,16194,Fuentenava de Jábaga,969 27 11 25,Pública local,7,,"40,086376","-2,261104",10/09/2009
Vivienda de Mayores,Calle,Despeñadero,13,16193,Fuentes,969 25 70 01 / 969 25 70 16,Pública local,10,,"39,951320","-2,020505",08/05/2015
Vivienda de Mayores,Calle,de la Cultura,s/n,16730,Honrubia,969 29 24 24,Pública local,10,www.geriresidencias.es/residencias/vivienda-de-mayores/4832/f,"39,614386","-2,280196",19/04/2018
Residencia San Francisco de Asís,Calle,Comisario,3,16410,Horcajo de Santiago,969 12 74 56,Privada,28,,"39,843505","-2,997385",08/04/2019
Residencia Geriátrica Asistida La Cerca,Calle,San Sebastián,15,16500,Huete,969 37 10 63,Privada sin fin de lucro,52,,"40,137637","-2,692795",04/04/2019
Vivienda de Mayores,Calle,Goya,2,16235,Iniesta,967 49 12 38,Pública local,9,,"39,446959","-1,753190",26/04/2019
Centro Geriátrico Nuestra Señora de Consolación,Calle,Goya,4,16235,Iniesta,967 54 51 41,Privada,56,,"39,447085","-1,753373",10/04/2019
Vivienda tutelada municipal de mayores,Calle,Castilla-La Mancha,2,16330,Landete,669 44 77 67,Pública local,9,,"39,903645","-1,367697",08/04/2019
Residencia de 3ª Edad Fuen María,Calle,Río,4,16330,Landete,969 36 14 37,Pública local,36,,"39,905254","-1,365773",05/05/2015
Vivienda municipal de mayores,Calle,Cerrillo,s/n (c/v Plaza de Toros),16142,Majadas (Las),969 28 31 53,Pública local,9,,"40,295319","-2,023273",30/07/2013
Vivienda municipal de mayores,Calle,Nueva,s/n,16143,Mariana,969 28 80 71,Pública local,10,,,,07/02/2011
Vivienda Tutelada,Calle,Cuenca,22,16650,Mesas (Las),967 15 53 33,Pública local,10,,"39,385915","-2,762599",12/07/2013
Vivienda de Mayores,Calle,Cuenca,2,16260,Minglanilla,962 18 80 11,Pública local,8,www.minglanillaweb.es/mtxtservicios13.htm,"39,539164","-1,600647",19/04/2018
Residencia de Mayores La Laguna,Carretera,de Villarejo,15,16440,Montalbo,969 13 01 15,Pública autonómica,32,,"39,878443","-2,667855",26/08/2017
Residencia de mayores Los Molinos,Calle,Cuenca,1,16630,Mota del Cuervo,967 13 96 10,Pública autonómica,120,www.araliaservicios.es/centro/cuenca-mota-del-cuervo,"39,505174","-2,867639",08/04/2019
Residencia Virgen de Manjavacas,Calle,La Tapia,4,16630,Mota del Cuervo,967 18 20 58,Privada sin fin de lucro,54,www.residenciamanjavacas.com,"39,497696","-2,868451",29/04/2019
Residencia San Gil Abad,Avenida,Riato,94,16200,Motilla del Palancar,969 33 16 72,Privada,115,,"39,557308","-1,913257",04/04/2019
Vivienda Tutelada de Mayores,Carretera,de Madrid,1,16760,Olivares de Júcar,969 29 44 43,Pública local,8,,"39,762462","-2,357084",08/03/2018
Residencia Abuela Santa Ana,Avenida,de la Constitución,s/n,16638,Pedernoso (El),967 16 43 73 / 967 16 43 64,Pública autonómica,26,,"39,487199","-2,755714",08/04/2019
Residencia de Mayores Fuenterecreo,Calle,General Borrero,85,16660,Pedroñeras (Las),967 16 03 28,Privada,76,www.fuenterecreo.com,"39,441710","-2,659554",10/09/2017
Vivienda tutelada municipal,Calle,Castilla-La Mancha,5,16211,Picazo (El),969 38 00 36,Pública local,10,,"39,449652","-2,088986",09/03/2018
Residencia Parroquial de Ancianos Virgen de la Soledad,Calle,Párroco Patrocinio Muñoz,10,16414,Pozorrubio de Santiago,969 12 74 09,Privada,25,,"39,816683","-2,948827",04/04/2019
Vivienda Tutelada de Mayores de Priego,Paseo,Párroco Don Eusebio Buendía,1,16800,Priego,969 31 21 26,Pública local,10,,"40,449082","-2,307947",11/09/2017
Vivienda de Mayores de El Provencio,Calle,El Molino,s/n,16670,Provencio (El),967 16 58 18,Pública local,10,,"39,376655","-2,570355",18/05/2015
Residencia Santísima Trinidad y Santa Petronila,Calle,Santa Lucía,2,16220,Quintanar del Rey,967 49 50 09,Privada,53,www.residenciastmatrinidad.org,"39,342566","-1,928788",06/05/2015
Vivienda tutelada municipal,Calle,El Santo,s/n,16430,Saelices,969 13 44 18,Pública local,12,,"39,920679","-2,803178",11/07/2013
Residencia Virgen de Rus,Carretera,de la Alberca de Záncara,12,16600,San Clemente,969 30 22 55,Pública autonómica,120,www.vitaliahome.es/project/san-clemente,"39,412321","-2,423320",04/04/2019
Residencia de Ancianos San Vicente de Paúl,Calle,Marqués,10,16600,San Clemente,969 30 01 85 / 648 54 54 59,Privada sin fin de lucro,94,www.residenciasanvicentedepaul.com,"39,404051","-2,427195",20/05/2019
Vivienda Tutelada de Mayores,Plaza,Mayor,4,16770,San Lorenzo de la Parrilla,969 29 69 78,Pública local,14,,"39,851361","-2,360657",03/04/2019
Vivienda de mayores de Santa Cruz de Moya,Calle,Mayor,1 bis,16336,Santa Cruz de Moya,969 36 50 81,Pública local,9,,"39,956314","-1,258437",13/04/2019
Vivienda tutelada municipal,Calle,Carreterilla,s/n,16639,Santa María de los Llanos,967 18 70 72,Pública local,11,,"39,490028","-2,808341",20/11/2017
Residencia María Perona Sañudo,Calle,Carrera,26,16621,Santa María del Campo Rus,969 19 62 88,Privada,49,,"39,560489","-2,422930",03/04/2019
Residencia de mayores Santa Catalina,Calle,Las Torcas,6,16700,Sisante,969 38 70 24,Privada,62,residenciasisante.es.tl,"39,408966","-2,209711",03/04/2019
Vivienda Municipal de Mayores de Sotos,Calle,El Rodenal,24,16143,Sotorribas,969 28 80 83,Pública local,10,,"40,196465","-2,158849",20/08/2009
Residencia Ancianos San Ramón y La Milagrosa,Calle,José María Alfaro,1,16400,Tarancón,969 32 18 93 / 969 32 20 81,Privada,78,,"40,012214","-3,014248",08/04/2019
Vivienda municipal Tarancón II,Calle,Profesor Julián Gómez,"3 - 5, bajo",16400,Tarancón,969 32 26 40,Pública local,7,,"40,014737","-3,016616",10/05/2019
Vivienda municipal Tarancón III,Calle,Sócrates,2,16400,Tarancón,969 13 76 55,Pública local,6,,"40,006341","-3,007626",10/05/2019
Vivienda municipal de mayores,Calle,Cruces,s/n,16522,Tinajas,969 37 02 25,Pública local,9,,,,05/05/2015
Vivienda Municipal de Mayores,Calle,Cruz Verde,79,16161,Torrejoncillo del Rey,969 27 81 64,Pública local,10,,"40,011522","-2,571949",19/04/2018
Vivienda Municipal de Mayores,Calle,San Roque,s/n,16813,Valdeolivas,969 31 72 12,Pública local,10,,"40,505465","-2,446037",10/07/2013
Residencia de Mayores de Valverde de Júcar,Calle,Palacio,11,16100,Valverde de Júcar,969 20 19 80,Privada,79,www.resivalverde.com,"39,716715","-2,219408",04/04/2019
Vivienda municipal de mayores,Calle,Calvario,17,16860,Villaconejos de Trabaque,969 31 55 22,Pública local,10,,"40,401225","-2,320837",19/04/2018
Vivienda Tutelada de Mayores de Villalba de la Sierra,Calle,Nava,1,16140,Villalba de la Sierra,969 28 11 54,Pública local,10,,"40,235208","-2,088618",04/04/2019
Vivienda de Mayores de Villalba del Rey,Travesía,Castilla-La Mancha,s/n,16535,Villalba del Rey,969 37 05 21,Pública local,10,www.villalbadelrey.com/instalaciones/vivienda-de-mayores-78/,"40,348472","-2,639228",04/04/2019
Vivienda Tutelada de 3ª Edad,Carretera,de Villanueva de Alcardete,12,16415,Villamayor de Santiago,969 13 93 39,Pública local,12,,"39,733709","-2,927985",12/07/2013
Residencial Cervantes,Calle,República Argentina,20,16415,Villamayor de Santiago,969 13 99 51,Privada,80,www.residencialcervantes.es,"39,725857","-2,924404",26/05/2015
Vivienda Tutelada de Mayores de Villanueva de la Jara,Calle,Antero Zuloaga,7,16230,Villanueva de la Jara,967 49 85 00 / 967 49 98 00,Pública local,10,,"39,440046","-1,952256",18/09/2017
Vivienda de Mayores,Calle,Balcadero,41,16840,Villar de Domingo García,969 27 02 04,Pública local,10,,"40,237893","-2,291026",09/03/2018
Vivienda Municipal de Mayores,Calle,Fray Serafín Madrid,4,16648,Villar de la Encina,969 29 00 01 / 969 29 01 13,Pública local,8,,"39,638016","-2,520233",09/03/2018
Vivienda Municipal de Mayores,Calle,Real,1,16196,Villar de Olalla,969 26 70 01 / 969 26 72 20,Pública local,10,,"40,017399","-2,194108",12/09/2017
Vivienda de mayores,Calle,Juan Pablo II,s/n,16771,Villarejo-Periesteban,969 19 64 83,Pública local,7,,"39,872706","-2,438471",09/04/2019
Vivienda de Mayores de Villares del Saz,Calle,San Isidro,2,16442,Villares del Saz,969 29 82 51,Pública local,10,,"39,843107","-2,501582",29/04/2019
"Residencia de mayores Nuestra Señora de las Candelas, S. L.",Calle,Isabel I de Castilla,40,16470,Zarza de Tajo,969 32 52 62,Privada,30,www.virgendelascandelas.es,"40,015454","-3,129670",12/09/2017
